180.30	0.000
180.67	0.000
181.03	-15.765
181.40	-3966.138
181.77	310.652
182.14	186.207
182.51	-98.103
182.88	-313.781
183.25	107.115
183.62	253.779
183.99	28.311
184.36	-222.480
184.73	-51.633
185.10	128.415
185.46	10.582
185.83	22.614
186.20	337.958
186.57	-284.045
186.94	-26.328
187.31	-129.293
187.68	48.771
188.05	47.741
188.42	-0.407
188.78	-12.478
189.15	-3.745
189.52	-29.877
189.89	-37.174
190.26	-29.675
190.63	-10.644
191.00	-16.800
191.37	-24.040
191.73	-21.387
192.10	-3.158
192.47	6.546
192.84	-10.899
193.21	-24.115
193.58	-17.188
193.94	-31.728
194.31	-29.863
194.68	-47.338
195.05	-51.951
195.42	-44.207
195.79	-51.635
196.15	-47.766
196.52	-66.577
196.89	-52.895
197.26	-45.607
197.63	-88.784
198.00	-9.413
198.36	-24.382
198.73	-19.476
199.10	19.568
199.47	15.770
199.84	18.190
200.20	0.591
200.57	12.929
200.94	17.724
201.31	24.389
201.68	29.906
202.04	24.810
202.41	35.483
202.78	42.995
203.15	26.871
203.51	29.584
203.88	26.491
204.25	30.391
204.62	24.546
204.98	28.170
205.35	28.320
205.72	25.246
206.09	36.299
206.46	21.737
206.82	21.610
207.19	37.240
207.56	29.735
207.92	29.146
208.29	38.690
208.66	42.306
209.03	35.636
209.39	24.478
209.76	27.599
210.13	14.156
210.50	27.264
210.86	17.486
211.23	3.857
211.60	4.127
211.96	-2.220
212.33	-15.591
212.70	-15.501
213.07	-2.206
213.43	-2.132
213.80	-7.536
214.17	-9.046
214.53	-18.623
214.90	-13.423
215.27	-10.771
215.63	-3.530
216.00	-13.195
216.37	-16.324
216.74	-14.948
217.10	-42.250
217.47	-40.849
217.84	-36.953
218.20	-31.683
218.57	-25.775
218.94	-28.625
219.30	-35.199
219.67	-38.027
220.04	-31.148
220.40	-32.850
220.77	-35.974
221.13	-25.875
221.50	-16.270
221.87	-5.419
222.23	-1.763
222.60	2.427
222.97	0.660
223.33	15.591
223.70	11.227
224.07	17.293
224.43	14.608
224.80	12.103
225.16	11.597
225.53	12.985
225.90	11.918
226.26	10.045
226.63	8.489
226.99	11.745
227.36	7.995
227.73	7.627
228.09	4.680
228.46	6.281
228.82	7.202
229.19	7.848
229.56	6.704
229.92	7.167
230.29	5.841
230.65	6.423
231.02	3.811
231.38	4.812
231.75	7.516
232.12	10.088
232.48	11.064
232.85	12.741
233.21	12.844
233.58	14.475
233.94	10.500
234.31	12.029
234.68	10.993
235.04	10.787
235.41	12.590
235.77	11.696
236.14	11.267
236.50	9.875
236.87	7.650
237.23	4.329
237.60	3.450
237.96	4.778
238.33	5.768
238.69	6.185
239.06	6.620
239.42	5.544
239.79	5.341
240.15	4.779
240.52	4.236
240.88	3.899
241.25	4.813
241.61	4.080
241.98	4.668
242.34	4.568
242.71	4.044
243.07	3.184
243.44	2.887
243.80	3.096
244.17	3.119
244.53	2.998
244.90	3.018
245.26	2.928
245.63	3.051
245.99	2.884
246.36	2.878
246.72	3.188
247.09	3.611
247.45	4.456
247.81	4.773
248.18	5.336
248.54	5.261
248.91	5.218
249.27	5.765
249.64	6.032
250.00	6.157
250.36	6.616
250.73	7.159
251.09	7.153
251.46	6.268
251.82	5.602
252.19	5.324
252.55	6.015
252.91	7.162
253.28	6.399
253.64	5.680
254.01	5.407
254.37	4.742
254.73	3.715
255.10	4.088
255.46	4.146
255.83	4.412
256.19	4.302
256.55	4.282
256.92	3.922
257.28	3.654
257.65	3.726
258.01	3.581
258.37	3.255
258.74	3.475
259.10	2.869
259.46	2.570
259.83	2.933
260.19	2.648
260.55	2.402
260.92	2.523
261.28	2.877
261.64	3.253
262.01	3.493
262.37	3.909
262.73	4.354
263.10	5.185
263.46	5.495
263.82	4.431
264.19	4.563
264.55	5.136
264.91	4.579
265.28	4.328
265.64	3.776
266.00	3.233
266.37	3.161
266.73	2.217
267.09	2.288
267.46	2.310
267.82	2.662
268.18	2.811
268.54	2.421
268.91	2.573
269.27	3.060
269.63	3.624
270.00	3.824
270.36	3.616
270.72	3.894
271.08	3.546
271.45	3.910
271.81	3.997
272.17	3.570
272.53	3.198
272.90	3.328
273.26	2.604
273.62	2.151
273.98	2.478
274.35	2.356
274.71	1.805
275.07	1.897
275.43	1.339
275.80	1.086
276.16	1.383
276.52	1.933
276.88	1.739
277.25	2.037
277.61	1.964
277.97	2.028
278.33	2.124
278.69	2.754
279.06	2.738
279.42	2.735
279.78	2.801
280.14	2.769
280.50	2.789
280.87	3.305
281.23	3.554
281.59	3.588
281.95	3.124
282.31	2.942
282.68	3.140
283.04	3.552
283.40	3.433
283.76	3.232
284.12	3.161
284.48	3.296
284.85	3.053
285.21	2.809
285.57	3.185
285.93	3.413
286.29	3.802
286.65	3.476
287.02	3.292
287.38	3.583
287.74	3.858
288.10	4.149
288.46	4.120
288.82	3.966
289.18	4.111
289.54	3.471
289.91	3.432
290.27	3.212
290.63	3.357
290.99	2.992
291.35	2.831
291.71	2.851
292.07	2.458
292.43	2.158
292.79	2.309
293.16	2.368
293.52	2.777
293.88	2.546
294.24	2.798
294.60	2.720
294.96	2.725
295.32	2.675
295.68	2.641
296.04	2.707
296.40	2.900
296.76	2.717
297.12	2.603
297.49	2.675
297.85	3.054
298.21	2.945
298.57	2.848
298.93	3.052
299.29	3.330
299.65	3.413
300.01	3.717
300.37	3.797
300.73	3.898
301.09	4.056
301.45	3.904
301.81	3.912
302.17	3.650
302.53	4.013
302.89	3.823
303.25	3.794
303.61	3.635
303.97	3.641
304.33	3.532
304.69	3.661
305.05	3.735
305.41	3.984
305.77	3.913
306.13	4.246
306.49	4.025
306.85	4.127
307.21	4.009
307.57	4.152
307.93	4.222
308.29	4.327
308.65	4.327
309.01	4.186
309.37	3.976
309.73	4.075
310.09	4.073
310.45	4.082
310.81	4.056
311.17	4.082
311.53	4.091
311.89	3.999
312.25	3.785
312.61	3.676
312.96	3.722
313.32	3.762
313.68	3.660
314.04	3.387
314.40	3.363
314.76	3.349
315.12	3.474
315.48	3.438
315.84	3.331
316.20	3.564
316.56	3.840
316.92	3.927
317.27	3.871
317.63	3.752
317.99	3.991
318.35	4.191
318.71	4.113
319.07	4.021
319.43	3.914
319.79	3.982
320.15	3.980
320.50	3.821
320.86	3.813
321.22	3.834
321.58	3.793
321.94	3.785
322.30	3.724
322.66	3.737
323.01	3.792
323.37	3.788
323.73	3.708
324.09	3.554
324.45	3.349
324.81	3.240
325.17	3.283
325.52	3.428
325.88	3.354
326.24	3.326
326.60	3.402
326.96	3.292
327.31	3.303
327.67	3.426
328.03	3.477
328.39	3.714
328.75	3.693
329.11	3.739
329.46	3.762
329.82	3.762
330.18	3.730
330.54	3.666
330.90	3.673
331.25	3.621
331.61	3.476
331.97	3.451
332.33	3.308
332.68	3.396
333.04	3.434
333.40	3.305
333.76	3.389
334.11	3.332
334.47	3.350
334.83	3.250
335.19	3.308
335.54	3.342
335.90	3.475
336.26	3.415
336.62	3.395
336.97	3.379
337.33	3.411
337.69	3.386
338.05	3.482
338.40	3.438
338.76	3.518
339.12	3.603
339.48	3.647
339.83	3.497
340.19	3.547
340.55	3.573
340.90	3.480
341.26	3.397
341.62	3.362
341.97	3.293
342.33	3.355
342.69	3.352
343.04	3.237
343.40	3.241
343.76	3.293
344.12	3.294
344.47	3.273
344.83	3.341
345.19	3.383
345.54	3.327
345.90	3.318
346.26	3.386
346.61	3.436
346.97	3.436
347.32	3.358
347.68	3.460
348.04	3.513
348.39	3.536
348.75	3.462
349.11	3.529
349.46	3.543
349.82	3.478
350.18	3.417
350.53	3.366
350.89	3.466
351.24	3.498
351.60	3.367
351.96	3.257
352.31	3.169
352.67	3.171
353.02	3.051
353.38	3.070
353.74	3.017
354.09	3.037
354.45	3.008
354.80	2.952
355.16	3.004
355.52	3.011
355.87	3.067
356.23	3.105
356.58	3.068
356.94	3.088
357.29	3.097
357.65	3.242
358.00	3.220
358.36	3.219
358.72	3.143
359.07	3.140
359.43	3.162
359.78	3.190
360.14	3.190
360.49	3.161
360.85	3.148
361.20	3.080
361.56	3.027
361.91	3.009
362.27	2.981
362.62	3.022
362.98	2.949
363.33	2.945
363.69	2.927
364.04	2.951
364.40	3.017
364.75	3.137
365.11	3.217
365.46	3.245
365.82	3.192
366.17	3.150
366.53	3.131
366.88	3.150
367.24	3.111
367.59	3.093
367.95	3.099
368.30	3.031
368.66	2.969
369.01	2.927
369.37	2.885
369.72	2.888
370.08	2.949
370.43	2.975
370.78	2.987
371.14	2.986
371.49	3.088
371.85	3.133
372.20	3.196
372.56	3.199
372.91	3.185
373.26	3.140
373.62	3.158
373.97	3.140
374.33	3.112
374.68	3.125
375.03	3.133
375.39	3.017
375.74	3.040
376.10	3.055
376.45	3.063
376.80	3.076
377.16	3.132
377.51	3.175
377.87	3.292
378.22	3.314
378.57	3.383
378.93	3.434
379.28	3.496
379.63	3.440
379.99	3.495
380.34	3.535
380.70	3.621
381.05	3.674
381.40	3.697
381.76	3.706
382.11	3.750
382.46	3.692
382.82	3.700
383.17	3.673
383.52	3.681
383.88	3.626
384.23	3.603
384.58	3.541
384.94	3.597
385.29	3.625
385.64	3.583
385.99	3.622
386.35	3.639
386.70	3.679
387.05	3.771
387.41	3.818
387.76	3.886
388.11	3.920
388.47	3.974
388.82	3.974
389.17	4.022
389.52	4.070
389.88	4.071
390.23	4.130
390.58	4.154
390.93	4.189
391.29	4.201
391.64	4.254
391.99	4.367
392.34	4.427
392.70	4.471
393.05	4.502
393.40	4.498
393.75	4.549
394.11	4.573
394.46	4.567
394.81	4.556
395.16	4.561
395.52	4.511
395.87	4.431
396.22	4.387
396.57	4.380
396.92	4.345
397.28	4.373
397.63	4.338
397.98	4.351
398.33	4.386
398.68	4.409
399.04	4.450
399.39	4.501
399.74	4.512
400.09	4.574
400.44	4.560
400.80	4.585
401.15	4.596
401.50	4.647
401.85	4.673
402.20	4.691
402.55	4.711
402.90	4.715
403.26	4.711
403.61	4.749
403.96	4.769
404.31	4.823
404.66	4.847
405.01	4.893
405.36	4.916
405.72	4.912
406.07	4.899
406.42	4.937
406.77	4.982
407.12	5.045
407.47	5.061
407.82	5.060
408.17	5.105
408.53	5.143
408.88	5.174
409.23	5.177
409.58	5.241
409.93	5.314
410.28	5.300
410.63	5.311
410.98	5.306
411.33	5.352
411.68	5.408
412.03	5.436
412.38	5.468
412.73	5.453
413.09	5.509
413.44	5.539
413.79	5.558
414.14	5.603
414.49	5.672
414.84	5.740
415.19	5.794
415.54	5.832
415.89	5.861
416.24	5.900
416.59	5.979
416.94	6.009
417.29	6.028
417.64	6.062
417.99	6.102
418.34	6.111
418.69	6.119
419.04	6.120
419.39	6.156
419.74	6.164
420.09	6.173
420.44	6.181
420.79	6.197
421.14	6.207
421.49	6.210
421.84	6.231
422.19	6.240
422.54	6.263
422.89	6.276
423.24	6.272
423.59	6.261
423.94	6.275
424.29	6.266
424.64	6.276
424.99	6.281
425.34	6.293
425.68	6.296
426.03	6.301
426.38	6.284
426.73	6.296
427.08	6.309
427.43	6.369
427.78	6.386
428.13	6.400
428.48	6.421
428.83	6.453
429.18	6.498
429.53	6.530
429.87	6.548
430.22	6.594
430.57	6.637
430.92	6.630
431.27	6.649
431.62	6.625
431.97	6.644
432.32	6.658
432.67	6.671
433.01	6.652
433.36	6.658
433.71	6.670
434.06	6.662
434.41	6.662
434.76	6.687
435.11	6.687
435.45	6.748
435.80	6.770
436.15	6.789
436.50	6.809
436.85	6.840
437.20	6.849
437.54	6.857
437.89	6.871
438.24	6.875
438.59	6.873
438.94	6.872
439.29	6.856
439.63	6.842
439.98	6.820
440.33	6.803
440.68	6.804
441.03	6.776
441.37	6.781
441.72	6.788
442.07	6.791
442.42	6.793
442.76	6.807
443.11	6.802
443.46	6.828
443.81	6.837
444.16	6.845
444.50	6.825
444.85	6.818
445.20	6.805
445.55	6.772
445.89	6.749
446.24	6.728
446.59	6.686
446.94	6.679
447.28	6.640
447.63	6.594
447.98	6.559
448.32	6.523
448.67	6.515
449.02	6.494
449.37	6.500
449.71	6.483
450.06	6.467
450.41	6.487
450.75	6.481
451.10	6.484
451.45	6.499
451.79	6.495
452.14	6.529
452.49	6.515
452.84	6.534
453.18	6.511
453.53	6.526
453.88	6.560
454.22	6.555
454.57	6.557
454.92	6.582
455.26	6.615
455.61	6.635
455.95	6.657
456.30	6.700
456.65	6.728
456.99	6.774
457.34	6.811
457.69	6.849
458.03	6.873
458.38	6.897
458.73	6.906
459.07	6.920
459.42	6.937
459.76	6.935
460.11	6.935
