wl,F001,F003,F006,F008,F009,F013,F017,F021,F023,F024,F028,F030,F032,F036,F039,F042,F044,F045,F047,F049,F052,F053,F054,F058,F059,F063,F064,M004,M005,M011,M012,M014,M015,M016,M018,M019,M020,M022,M025,M026,M029,M031,M033,M034,M037,M038,M040,M041,M043,M046,M050,M055,M056,M057,M060,M061,M062
401,5.925379387,9.771831162,16.067409,6.628614785,11.99188129,9.771831162,10.654307,8.709536056,15.53833982,10.94311605,6.660985347,12.57864452,11.57367471,5.128191598,3.814726961,5.816669112,5.63290452,4.630623061,8.387198178,10.33171737,2.938179821,17.88403,7.551116232,7.318554168,4.580302131,7.90240006,3.469190924,16.28105658,11.94824574,10.99755883,9.89960472,8.757085475,10.51252355,15.41700833,8.516514914,9.942524683,15.61515639,14.38537249,6.247449282,3.895836277,8.704250825,9.950822417,10.33845651,4.899127097,5.514704177,3.539323228,11.75532668,10.82191075,5.153384415,10.31906925,10.71624246,8.494295926,4.830458341,6.423593172,4.427386905,8.818853115,9.483361136
402,5.873742666,9.712613788,15.98442286,6.573315555,11.94596657,9.712613788,10.59526298,8.638612429,15.45518014,10.87037295,6.615725789,12.50950552,11.49622063,5.087847026,3.774279472,5.760414428,5.588627986,4.602876602,8.331679256,10.27933005,2.907712708,17.78993483,7.502561165,7.27486194,4.540512103,7.846230616,3.436518673,16.18115867,11.87426892,10.93127109,9.794245768,8.719784436,10.46373085,15.34110713,8.471501233,9.863048692,15.51388862,14.31395146,6.187408329,3.868464011,8.638829423,9.891777247,10.28695017,4.853107914,5.451329749,3.49787322,11.70031947,10.75491265,5.123728288,10.25997375,10.62980179,8.443499783,4.788406665,6.390124595,4.399271674,8.760573408,9.422335354
403,5.821269945,9.652350155,15.90106341,6.518362361,11.89936652,9.652350155,10.53594603,8.56741739,15.3718054,10.79729937,6.569886211,12.43992137,11.41656437,5.047096384,3.732765632,5.702320365,5.543403213,4.575101925,8.274920083,10.22644459,2.877577026,17.69423344,7.453595373,7.230819833,4.50062239,7.78958099,3.404137265,16.08034253,11.79843157,10.86315007,9.687920218,8.682615407,10.41408407,15.26515228,8.42660259,9.7832299,15.41201607,14.24224045,6.126701852,3.841802432,8.571928335,9.83247279,10.23748617,4.809257172,5.388404489,3.457833912,11.64403192,10.68726953,5.094596281,10.20033916,10.54153451,8.393489241,4.746076302,6.356506966,4.371596872,8.701702913,9.360276538
404,5.768442997,9.591543313,15.81776268,6.463972722,11.85243174,9.591543313,10.47669661,8.496384575,15.28858451,10.72425271,6.523750263,12.37030071,11.33553148,5.006234488,3.690662527,5.643090695,5.497604722,4.54745821,8.217352658,10.17335403,2.847939144,17.59767274,7.404561909,7.186724425,4.460859781,7.732780849,3.372170677,15.97928583,11.72146237,10.79387767,9.581362916,8.645705883,10.36396197,15.18955524,8.382061615,9.703515332,15.3101473,14.17058072,6.06589041,3.815852012,8.504235328,9.773238644,10.19010431,4.767574994,5.32639045,3.419276766,11.58694415,10.61941064,5.066008592,10.14052536,10.45241448,8.344339826,4.703727643,6.322946757,4.344417558,8.642628445,9.297650927
405,5.715743596,9.530696315,15.73495272,6.410364159,11.8055128,9.530696315,10.4178552,8.425947622,15.20588638,10.6515904,6.477601591,12.30105216,11.25394752,4.965556156,3.648447241,5.583429189,5.451607037,4.520104636,8.159408984,10.12035144,2.818965432,17.50099964,7.355803822,7.142872291,4.421451064,7.67615986,3.340742887,15.87866625,11.64408999,10.72413578,9.475308706,8.60918336,10.31374329,15.11472743,8.338120936,9.624352014,15.20889087,14.09931355,6.00553456,3.790613221,8.436438174,9.714404404,10.14484438,4.728061501,5.265749684,3.382273244,11.52953628,10.55176524,5.037985413,10.08089221,10.36341558,8.296127064,4.661621081,6.28965044,4.317788793,8.583736818,9.234924761
406,5.663653515,9.470312215,15.65306558,6.357754191,11.7589603,9.470312215,10.35976225,8.356540169,15.12407991,10.57966986,6.431723845,12.23258434,11.17263802,4.925356206,3.60659686,5.524039618,5.405784678,4.493200383,8.101521061,10.06772987,2.79082226,17.40496107,7.307664164,7.099560006,4.382623028,7.620047691,3.309977873,15.77916145,11.56704312,10.6546063,9.370492435,8.573175334,10.2638068,15.04108032,8.295023186,9.546186973,15.10885536,14.0287802,5.946194859,3.766086528,8.369224642,9.656299667,10.10174615,4.690716818,5.206944246,3.346894808,11.47228842,10.48476259,5.01054694,10.02179959,10.27551169,8.248926481,4.620017006,6.256824488,4.291765635,8.525414846,9.172564278
407,5.61265453,9.410894064,15.57253331,6.306360337,11.71312483,9.410894064,10.30275822,8.288595851,15.043534,10.50884848,6.386400673,12.16530587,11.09242856,4.885929453,3.565588468,5.465625755,5.360512168,4.466904629,8.044120892,10.01578237,2.763675996,17.31030394,7.260485984,7.057084146,4.344602461,7.564774008,3.279999614,15.68144912,11.49105043,10.58597114,9.267648947,8.537809299,10.21453123,14.96902533,8.253010994,9.469467235,15.01064931,13.95932194,5.888431866,3.742272405,8.303282502,9.599254029,10.06084944,4.655541067,5.150436187,3.313212921,11.41568071,10.41883193,4.983713367,9.963607357,10.18967669,8.202813604,4.579175811,6.224675373,4.266403144,8.468049345,9.111035718
408,5.563228414,9.352944915,15.49378794,6.256400118,11.66835696,9.352944915,10.24718358,8.222548306,14.96461758,10.4394837,6.341915722,12.09962539,11.01414468,4.847570717,3.525899151,5.40889137,5.31616403,4.441376554,7.987640478,9.964802007,2.737693012,17.21777516,7.214612335,7.015741287,4.307616153,7.510668478,3.250932089,15.58620691,11.41684061,10.51891218,9.167513087,8.503212753,10.16629534,14.89897392,8.212326991,9.394639825,14.9148813,13.89128005,5.832806139,3.719171321,8.239299523,9.543597088,10.02219401,4.62253437,5.096687561,3.281299044,11.36019327,10.35440252,4.957504889,9.906675388,10.10688445,8.157863959,4.539357886,6.193409567,4.241756381,8.41202713,9.050805319
409,5.515856941,9.296967821,15.41726154,6.208091053,11.62500728,9.296967821,10.19337879,8.158831172,14.88769954,10.37193292,6.298552641,12.0359515,10.93861194,4.810574812,3.488005993,5.354540236,5.273114783,4.416775337,7.932511819,9.91508183,2.713039676,17.12812165,7.170386266,6.975828004,4.271890891,7.45806077,3.222899274,15.49411252,11.34514233,10.45411134,9.070819701,8.469513189,10.11947788,14.83133753,8.173213806,9.32215177,14.82215989,13.82499578,5.779878235,3.696783748,8.177963476,9.489658438,9.985819673,4.59169685,5.046160421,3.251224641,11.30630621,10.29190363,4.931941701,9.851363548,10.02810885,8.114153072,4.500823624,6.163233544,4.217880404,8.357735014,8.992339321
410,5.471021885,9.243465834,15.34338613,6.161650661,11.58342639,9.243465834,10.14168432,8.097878084,14.81314879,10.30655356,6.256595079,11.97469284,10.86665587,4.775236558,3.45238608,5.303276124,5.231738952,4.393260158,7.879166918,9.866914897,2.689882359,17.04209031,7.128150828,6.937640873,4.237653465,7.40728055,3.196025149,15.4058436,11.27668427,10.3922505,8.978303633,8.436838103,10.0744576,14.76652759,8.135914071,9.252450096,14.73309363,13.76081042,5.730208712,3.675110155,8.11996213,9.437767677,9.951766209,4.563028631,4.999316819,3.223061174,11.25449966,10.23176449,4.907043998,9.798031707,9.95432376,8.07175647,4.463833416,6.134353774,4.194830273,8.305559813,8.936103962
411,5.42920502,9.192942006,15.27259377,6.117296463,11.54396486,9.192942006,10.09244062,8.040122681,14.74133424,10.24370304,6.216326683,11.91625804,10.79910205,4.741850771,3.419516497,5.255802806,5.192411057,4.370990196,7.828037774,9.820594265,2.668387431,16.96042807,7.088249072,6.90147647,4.205130663,7.358657486,3.170433692,15.32207784,11.2121951,10.33401157,8.890699729,8.405314992,10.03161325,14.70495555,8.100670415,9.18598183,14.64829109,13.69906523,5.684358127,3.654151013,8.065983255,9.388254401,9.920073409,4.536529835,4.956618809,3.196880104,11.20525373,10.17441438,4.882831973,9.747039731,9.886503058,8.03074968,4.428647653,6.10697673,4.172661047,8.255888341,8.882565482
412,5.390888121,9.145899391,15.2053165,6.075245978,11.50697328,9.145899391,10.04598816,7.985998599,14.6726248,10.18373877,6.178031102,11.8610557,10.73677602,4.710712268,3.389874328,5.212824053,5.155505621,4.35012463,7.779556391,9.776412989,2.64872126,16.88388184,7.051024049,6.867631369,4.174549273,7.312521244,3.146248881,15.24349289,11.15240352,10.28007645,8.808742834,8.375071351,9.991323577,14.64703286,8.067725469,9.123193996,14.56836084,13.64010147,5.64288704,3.633906792,8.016714621,9.341448206,9.890781064,4.512200584,4.918528444,3.172752893,11.15904856,10.12028254,4.859325823,9.698747491,9.825620621,7.991208227,4.395526728,6.081308886,4.151427787,8.209107413,8.83219012
413,5.35655296,9.10284104,15.14198638,6.035716725,11.47280224,9.10284104,10.0026674,7.935939475,14.60738938,10.12701817,6.141991984,11.80949447,10.68050334,4.682115866,3.363936658,5.175043636,5.121397165,4.330822639,7.734154769,9.734664126,2.631050216,16.81319854,7.016818809,6.836402148,4.146136085,7.269201492,3.123594693,15.17076645,11.09803819,10.23112703,8.733167793,8.346234674,9.953967337,14.59317096,8.037321862,9.064533623,14.49391143,13.58426043,5.606356007,3.614377963,7.972843998,9.29767869,9.863928962,4.490041003,4.885507776,3.150751005,11.11636426,10.06979823,4.836545741,9.653514854,9.772650323,7.953207638,4.364731031,6.057556713,4.131185552,8.165603844,8.785444114
414,5.32646676,9.06338248,15.08346978,6.000047718,11.44225314,9.06338248,9.964489472,7.891880076,14.54578879,10.07345658,6.107736764,11.76141617,10.6293292,4.655603594,3.341310874,5.141457806,5.089543853,4.312971082,7.691125214,9.694860549,2.616269875,16.74803952,6.985957794,6.808092924,4.120420514,7.228976117,3.1034341,15.10318014,11.04757939,10.18566544,8.663720917,8.318601119,9.918767129,14.54544975,8.011422651,9.011920128,14.4266236,13.53208337,5.5747245,3.596218007,7.933905107,9.257000389,9.845502983,4.476291987,4.861700491,3.135073653,11.07617209,10.02223983,4.814639607,9.610648079,9.726740082,7.917754308,4.33672796,6.036061787,4.112706332,8.125639573,8.742142841
415,5.300248701,9.026636032,15.02988974,5.968967386,11.41550632,9.026636032,9.932557185,7.854747354,14.48749043,10.02256334,6.074573463,11.71620608,10.58155127,4.630473986,3.321127829,5.110480533,5.05909184,4.296283461,7.649421261,9.656286575,2.604843966,16.68724961,6.958268723,6.782568611,4.097521248,7.191653119,3.08633334,15.03937281,10.99901439,10.14175904,8.59931962,8.291862051,9.88469089,14.50493011,7.991205819,8.966258162,14.36701357,13.48356012,5.547283206,3.579903286,7.898729749,9.219044351,9.839899157,4.475599515,4.849634893,3.128750871,11.03713049,9.976547038,4.793679781,9.569189889,9.686081707,7.885490967,4.311553657,6.016825895,4.096491712,8.08894027,8.701583396
416,5.277408499,8.99234994,14.98056331,5.941777376,11.39198079,8.99234994,9.90584851,7.823463224,14.43212304,9.974086814,6.042456604,11.67358803,10.53687384,4.606656618,3.303149808,5.081942169,5.029947637,4.280658925,7.608966753,9.618892425,2.596291089,16.63035085,6.933349567,6.759466976,4.077048984,7.15685734,3.071821296,14.9790579,10.95233238,10.09943759,8.539455402,8.265987775,9.851735372,14.47049491,7.975736386,8.926472591,14.31394315,13.43820471,5.52358951,3.565168595,7.866952807,9.183504941,9.844772506,4.485571329,4.847349962,3.130100354,10.99925033,9.932641068,4.773573182,9.529104851,9.650214915,7.855947639,4.288821632,5.999545825,4.082191139,8.055088343,8.663454594
417,5.25745587,8.960272448,14.93480751,5.917779337,11.37109557,8.960272448,9.883341424,7.7969496,14.37931538,9.927775367,6.011340712,11.63328582,10.49500119,4.584081063,3.287139098,5.055673067,5.002017755,4.265996619,7.569685534,9.582628319,2.590129847,16.57686533,6.910798295,6.738425783,4.058614419,7.124213622,3.059426853,14.92194889,10.90752259,10.05873087,8.483619763,8.240948599,9.819897329,14.44102706,7.964079375,8.891488284,14.26627415,13.39553119,5.503200794,3.551748727,7.838209168,9.150076521,9.857778048,4.503815172,4.852884676,3.137439797,10.96254248,9.890443148,4.754226724,9.49035753,9.618679422,7.82865435,4.268145392,5.983918366,4.069454061,8.023666199,8.627445249
418,5.239900531,8.930151801,14.89193939,5.896274915,11.35226966,8.930151801,9.864013902,7.774128396,14.32869619,9.883377369,5.981180311,11.59502325,10.4556376,4.562676898,3.272857983,5.031503578,4.975208706,4.252195691,7.531501447,9.547444478,2.585878841,16.5263151,6.890212879,6.719082801,4.041828248,7.093346806,3.048678892,14.86775924,10.86457419,10.01966862,8.431304203,8.21671483,9.789173513,14.41540945,7.955299808,8.860230109,14.22286837,13.35505361,5.485674441,3.539378477,7.812133718,9.118453454,9.876570805,4.527938786,4.864278015,3.149086893,10.92701782,9.849874504,4.735547326,9.452912493,9.591014942,7.803141127,4.249138448,5.969640304,4.057929927,7.994256246,8.593244178
419,5.224252197,8.901736243,14.85127596,5.876565756,11.33492207,8.901736243,9.846843918,7.753921527,14.27989423,9.840641188,5.951929926,11.55852413,10.41848734,4.542373698,3.260068751,5.009264056,4.949427,4.239155289,7.494338336,9.513291122,2.583056673,16.47822223,6.871191287,6.701075795,4.026301168,7.063881733,3.039106299,14.81620242,10.82347641,9.982280612,8.382000222,8.193256775,9.759560676,14.39252496,7.948462707,8.831622934,14.18258762,13.31628603,5.470567835,3.527792638,7.788361343,9.088330102,9.898805795,4.555549914,4.879568959,3.163359337,10.89268722,9.81085636,4.717441905,9.416734305,9.566761192,7.778937996,4.231414307,5.956408428,4.047268185,7.966440893,8.560540195
420,5.210020585,8.874774019,14.81213428,5.857953509,11.31847183,8.874774019,9.830809448,7.735250907,14.23253824,9.799315193,5.923544081,11.52351226,10.3832547,4.523101037,3.248533686,4.988784851,4.924579148,4.226774559,7.458120044,9.480118474,2.581181946,16.43210878,6.853331491,6.684042531,4.011643875,7.035443246,3.030237955,14.76699189,10.78421842,9.946596614,8.33519932,8.170544741,9.73105557,14.37125649,7.942633093,8.804591627,14.14429372,13.27874248,5.457438358,3.516726004,7.766526927,9.059400829,9.92213804,4.584256299,4.896796488,3.178574825,10.85956155,9.773309941,4.699817377,9.381787533,9.545457889,7.755574981,4.21458648,5.943919526,4.037118284,7.939802547,8.529022116
421,5.196715411,8.849013372,14.77383137,5.83973982,11.30233793,8.849013372,9.814888466,7.71703845,14.18625698,9.759147753,5.8959773,11.48971147,10.34964395,4.504788491,3.238015075,4.969896317,4.900571662,4.214952648,7.422770414,9.447876752,2.57977326,16.38749683,6.83623146,6.667620777,3.997467065,7.007656184,3.021602744,14.71984111,10.74678945,9.912646386,8.290392997,8.148549035,9.703654948,14.35048692,7.936875989,8.778061057,14.10684848,13.24193703,5.445843394,3.505913369,7.746265356,9.031359999,9.94422256,4.611665683,4.913999581,3.19305105,10.82765169,9.73715647,4.682580659,9.348036742,9.526644746,7.73258211,4.198268474,5.931870385,4.027129672,7.913923615,8.498378757
422,5.183846391,8.824202547,14.73568426,5.821226336,11.28593939,8.824202547,9.798058947,7.69820607,14.14067919,9.719887235,5.869184108,11.45684555,10.31735937,4.487365635,3.228275203,4.952428806,4.877311052,4.203588703,7.38821329,9.416516178,2.578349217,16.34390843,6.819489165,6.651448298,3.983381436,6.980145391,3.012729549,14.67446355,10.71117868,9.880459691,8.247072753,8.127239963,9.677355563,14.32909915,7.930256415,8.75095609,14.06911369,13.20538371,5.435340326,3.495089527,7.727211516,9.003901972,9.962714374,4.635385808,4.929217217,3.205105706,10.79696851,9.702317173,4.665638669,9.315446499,9.509861481,7.709489409,4.1820738,5.919957793,4.016951797,7.888386507,8.468298933
423,5.17092324,8.800089788,14.69701,5.801714705,11.26869521,8.800089788,9.779298867,7.677675683,14.09543362,9.681282008,5.843119029,11.42463831,10.28610525,4.470762045,3.219076356,4.93621267,4.85470383,4.192581872,7.354372516,9.385986974,2.576428419,16.30086566,6.802702575,6.635162861,3.968997682,6.952535706,3.003147254,14.63057267,10.67737532,9.850066292,8.204730089,8.106587833,9.652154168,14.30597606,7.921839395,8.722201597,14.02995117,13.16859658,5.425486537,3.483989272,7.709000293,8.976721114,9.975268503,4.653024418,4.940488376,3.213056489,10.76752287,9.668713274,4.648898322,9.283981369,9.494647809,7.685826902,4.165615965,5.907878539,4.006234107,7.862773629,8.438471458
424,5.157455675,8.776423341,14.65712561,5.780506574,11.25002442,8.776423341,9.7575862,7.654369202,14.05014903,9.643080441,5.817736587,11.39281357,10.25558585,4.454907294,3.21018082,4.921078261,4.832656506,4.181831302,7.321171935,9.356239358,2.573529468,16.25789057,6.785469661,6.618402232,3.953926502,6.924451972,2.992384741,14.58788193,10.64536858,9.821495953,8.162856504,8.086562952,9.628047513,14.28000055,7.910689949,8.690722444,13.98822274,13.13108968,5.41583941,3.472347398,7.691266572,8.949511786,9.979539967,4.662189254,4.945852038,3.215221093,10.73932566,9.636265997,4.632266537,9.253605919,9.480543446,7.661124616,4.148508479,5.895329411,3.994626051,7.83666739,8.408585149
425,5.142953413,8.752951447,14.61534813,5.756903589,11.22934602,8.752951447,9.731898921,7.627208542,14.00445416,9.605030902,5.792991307,11.36109511,10.22550547,4.439730959,3.201350881,4.906855931,4.811075592,4.17123614,7.28853539,9.327223553,2.569170966,16.21450524,6.767388393,6.600804178,3.93777859,6.89551903,2.979970895,14.5461048,10.61514764,9.794778436,8.120943499,8.067135627,9.605032353,14.25005551,7.8958731,8.655443499,13.94279019,13.09237707,5.405956328,3.459898699,7.673645239,8.921968352,9.973183786,4.660488059,4.943347183,3.209917211,10.71238775,9.604896566,4.61565023,9.224284714,9.467088108,7.634912577,4.130364852,5.882007195,3.981777078,7.809650197,8.378328821
426,5.130059131,8.732018032,14.57420465,5.733208441,11.20874262,8.732018032,9.705115835,7.599711425,13.96021045,9.568930669,5.77001644,11.33160592,10.19883394,4.426349452,3.194228973,4.895609332,4.791015322,4.161569157,7.257431177,9.299499776,2.565184086,16.17332292,6.750129819,6.583922114,3.922043064,6.867369501,2.967450318,14.50777672,10.58859344,9.771300734,8.082408735,8.048719698,9.583930282,14.21985964,7.880095483,8.619952092,13.89797981,13.05431267,5.398766107,3.447609809,7.659125238,8.896044121,9.961733979,4.653552336,4.938328681,3.201108771,10.68773444,9.57611313,4.599866566,9.196838782,9.458453284,7.608784665,4.112758055,5.868962303,3.968643606,7.783254971,8.349333021
427,5.121301814,8.715660001,14.53634743,5.711919651,11.19041698,8.715660001,9.68051403,7.575700389,13.91923451,9.536410869,5.749717383,11.30625231,10.17813589,4.415685416,3.190315471,4.889076171,4.773375663,4.153530433,7.228677653,9.273548841,2.563472406,16.13684544,6.735394406,6.569331946,3.908269138,6.841646886,2.956499712,14.47513053,10.56714637,9.752085137,8.050389118,8.031661021,9.565368477,14.19342628,7.866412958,8.588117659,13.85829356,13.01882967,5.396957877,3.43649987,7.650354639,8.873554047,9.951920871,4.648227683,4.93696787,3.193618965,10.66613229,9.551144892,4.585638615,9.171935625,9.458282293,7.584462652,4.097296002,5.857324616,3.95633218,7.759101188,8.323176788
428,5.116020636,8.703165078,14.50128125,5.692632616,11.17396829,8.703165078,9.657668907,7.554554573,13.88108781,9.506970644,5.731706876,11.2844331,10.16250771,4.407377771,3.189159568,4.886597889,4.757831723,4.146910079,7.201973755,9.24920186,2.563663137,16.1044277,6.722824257,6.556705174,3.896157656,6.817992353,2.946846108,14.44742585,10.55013486,9.736614357,8.023955015,8.01582793,9.549052061,14.17008027,7.854414379,8.559288228,13.82285673,12.985561,5.399729484,3.426382435,7.646457014,8.853984954,9.94319394,4.643942987,4.938528426,3.187054393,10.64720408,9.529494657,4.572732151,9.149309528,9.465322593,7.561668405,4.083644615,5.846910127,3.944717434,7.736901093,8.299471674
429,5.113554768,8.693820983,14.4685109,5.674942732,11.15899575,8.693820983,9.636155867,7.535653114,13.84533184,9.480109134,5.715597663,11.26554713,10.15104582,4.401065437,3.190310458,4.887515923,4.744058609,4.141498204,7.177018418,9.226289947,2.565383488,16.07542462,6.712061473,6.545713297,3.885409461,6.796047066,2.938216537,14.42392229,10.53688733,9.724371104,8.002176791,8.001088755,9.534686158,14.14914644,7.843688602,8.532811828,13.79079462,12.95413961,5.40627878,3.417071056,7.646555936,8.83682367,9.935002667,4.640127135,4.942274025,3.181021655,10.63057261,9.510665233,4.560912947,9.128694772,9.478321641,7.540123789,4.071469813,5.837534828,3.933674003,7.716366929,8.277829232
430,5.113243386,8.686915438,14.43754116,5.658445395,11.14509856,8.686915438,9.615550312,7.51837515,13.8115281,9.455325483,5.701002484,11.24899321,10.14284663,4.396387335,3.193317338,4.891171714,4.731731429,4.137084918,7.15351058,9.204644214,2.568260669,16.04919113,6.702748155,6.536027815,3.875725396,6.77545219,2.93033803,14.40387945,10.52673222,9.714838088,7.984124811,7.987311828,9.521975893,14.12994965,7.833824481,8.508036486,13.76123252,12.92419843,5.415803613,3.408379285,7.649774976,8.821557019,9.926796531,4.636209017,4.947468343,3.17512735,10.61586063,9.494159425,4.549946778,9.109825642,9.496026895,7.519550669,4.060437517,5.829014713,3.92307652,7.697210939,8.257861014
431,5.114425662,8.681736166,14.40787683,5.642736001,11.13187591,8.681736166,9.595427642,7.502099818,13.77923806,9.43211883,5.687534081,11.2341702,10.13700656,4.392982385,3.1977294,4.8969067,4.720525291,4.13346033,7.131149176,9.184095774,2.571921891,16.02508213,6.694526403,6.527320228,3.866806305,6.755848891,2.922937618,14.38655696,10.51899794,9.70749802,7.968869441,7.974365481,9.51062639,14.11181472,7.824410873,8.484310232,13.73329575,12.89537041,5.427501832,3.400120676,7.655237707,8.80767183,9.91802501,4.631617518,4.953375056,3.168978076,10.60269095,9.479480042,4.539599416,9.092436419,9.517185814,7.499670912,4.050213648,5.821165776,3.912799621,7.679145368,8.239178573
432,5.116440769,8.677570887,14.37902268,5.627409945,11.11892702,8.677570887,9.57536326,7.486206256,13.74802321,9.409988318,5.674805197,11.22047691,10.13262201,4.390489509,3.20309584,4.904062321,4.710115302,4.130414549,7.109633142,9.164475741,2.575994362,16.00245254,6.68703832,6.519262035,3.85835303,6.736878335,2.915742332,14.37121441,10.51301292,9.701833611,7.955481047,7.962118046,9.500342772,14.09406651,7.815036632,8.460981094,13.70610958,12.86728848,5.440571286,3.392108781,7.662067702,8.794654927,9.908137583,4.625781527,4.95925784,3.162180432,10.59068632,9.466129889,4.529636637,9.076261388,9.540545854,7.480206382,4.040464127,5.813804008,3.902717939,7.661882458,8.221393462
433,5.118627881,8.673707325,14.3504835,5.612062624,11.10585107,8.673707325,9.554932566,7.470073602,13.71744504,9.388433087,5.662428572,11.20731217,10.12878941,4.388547625,3.208965852,4.911980017,4.700176571,4.127737687,7.088661416,9.145615227,2.580105294,15.98065728,6.679926007,6.511524737,3.850066415,6.718181687,2.908479203,14.35711143,10.50810558,9.69732757,7.943029994,7.950437855,9.490830165,14.07602985,7.805290613,8.437397099,13.67879933,12.83958559,5.454209825,3.384157152,7.669388532,8.781993136,9.89658373,4.61812993,4.964380371,3.154341019,10.57946954,9.453611774,4.519824214,9.06103483,9.564854475,7.460878945,4.030854873,5.806745404,3.892706108,7.645134454,8.204117232
434,5.120326171,8.669433199,14.32176408,5.596289434,11.09224726,8.669433199,9.533710962,7.453080993,13.68706503,9.36695228,5.650016949,11.19407481,10.12460515,4.386795655,3.21488863,4.920001226,4.690384204,4.125219852,7.067932933,9.127345346,2.583881895,15.95905125,6.672831565,6.503779834,3.841647303,6.699400112,2.900875263,14.34350761,10.50360435,9.693462609,7.930586648,7.939193239,9.481793691,14.05702958,7.794761672,8.412906277,13.65049029,12.81189467,5.467615297,3.376079342,7.67632377,8.769173285,9.88281293,4.608091616,4.968006325,3.145066435,10.56866338,9.441428503,4.509927921,9.046491029,9.588859134,7.441410466,4.021051807,5.799805956,3.882638763,7.628613599,8.186961437
435,5.120874813,8.664036233,14.29236919,5.57968577,11.0777148,8.664036233,9.511273848,7.434607568,13.65644468,9.345045038,5.637183069,11.18016367,10.11916565,4.384872519,3.220413368,4.927467388,4.68041331,4.122651153,7.04714663,9.10949721,2.586951377,15.93698938,6.665397094,6.495698824,3.832796538,6.680174776,2.892657541,14.32966257,10.49883766,9.689721439,7.917221375,7.92825253,9.472938475,14.03639055,7.783038664,8.386856657,13.62030776,12.78384866,5.479985553,3.367688903,7.681996988,8.755682198,9.866274661,4.595095473,4.969399379,3.133963278,10.55789062,9.429082882,4.499713532,9.032364268,9.611307289,7.421522812,4.01072085,5.792801658,3.872390539,7.612032136,8.169537629
436,5.119612979,8.656804148,14.26180363,5.561847029,11.06185288,8.656804148,9.487196627,7.414032463,13.62514547,9.322210502,5.623539674,11.16497758,10.11156733,4.382417138,3.225089262,4.933719942,4.669938997,4.119821702,7.026001443,9.091901932,2.588940948,15.91382658,6.657264697,6.486953209,3.823214962,6.660146844,2.88355307,14.31483592,10.49313392,9.685586769,7.902004541,7.91748406,9.463969642,14.01343759,7.769710444,8.358596265,13.58737703,12.7550805,5.490518441,3.358799389,7.685531759,8.741006703,9.846418404,4.578570386,4.967823209,3.12063815,10.54677405,9.416077718,4.48894682,9.018388829,9.630946399,7.400937848,3.999527922,5.785548502,3.861836069,7.59510231,8.15145736
437,5.115879843,8.647024666,14.22957218,5.542368606,11.0442607,8.647024666,9.461054699,7.390734817,13.59272887,9.297947813,5.608699506,11.14791535,10.10090659,4.379068432,3.228465505,4.938100327,4.658636372,4.116521607,7.004196308,9.074390626,2.589477818,15.88891776,6.648076475,6.477214487,3.812603419,6.638957482,2.87328888,14.29828728,10.48582156,9.68054131,7.88400651,7.906756161,9.454592314,13.98749554,7.754365868,8.327473132,13.55082341,12.72522313,5.498411811,3.349224352,7.686051654,8.724633625,9.822693637,4.557945245,4.96254149,3.104697647,10.53493643,9.401915819,4.477393559,9.004298996,9.646523919,7.379377438,3.987138944,5.777862483,3.850849989,7.577536363,8.132332183
438,5.109014579,8.633985508,14.19517963,5.520845898,11.02453746,8.633985508,9.432423465,7.364093768,13.55875639,9.271756114,5.592275307,11.12837583,10.08627985,4.374465321,3.230091293,4.939949982,4.646180542,4.112540977,6.981430161,9.056794404,2.588189198,15.86161785,6.637474528,6.466154159,3.800662753,6.616247855,2.861592002,14.27927624,10.47622901,9.674067773,7.862297649,7.895937164,9.444511617,13.95788925,7.73659379,8.292835284,13.50977218,12.6939095,5.502863511,3.338777343,7.682680246,8.70604979,9.79454984,4.532648936,4.952817899,3.08574837,10.52200056,9.38609999,4.464819524,8.989829052,9.65678731,7.35656345,3.973219837,5.769559592,3.839306931,7.55904654,8.111773651
439,5.100373338,8.619395334,14.15901443,5.497713845,11.0029187,8.619395334,9.400471676,7.333928713,13.52406248,9.24480954,5.575458785,11.1079575,10.07020758,4.369977818,3.231552755,4.941914518,4.633717522,4.108594353,6.958579905,9.039883749,2.585735452,15.83305358,6.62612562,6.454101098,3.787639091,6.592529285,2.848456482,14.25915175,10.46596169,9.667525447,7.838908998,7.884899199,9.433969692,13.92418847,7.715636259,8.254486166,13.46468812,12.6615139,5.506634053,3.327819044,7.678074043,8.686530276,9.758302603,4.499660049,4.938145979,3.062153484,10.50948166,9.370439397,4.451724497,8.976248331,9.666209057,7.332316661,3.958172686,5.760843492,3.827141294,7.540068108,8.090544362
440,5.091725803,8.605351802,14.12194492,5.4737649,10.98005256,8.605351802,9.365087212,7.300839579,13.48976596,9.218552691,5.559575793,11.08853912,10.05560575,4.367030059,3.234542593,4.946708849,4.622464323,4.105445023,6.936640103,9.024416954,2.583036293,15.80480207,6.614935619,6.441672359,3.774062381,6.568593907,2.83420102,14.23976369,10.45697719,9.662505477,7.816421684,7.873698019,9.423483264,13.88687404,7.691418255,8.213049115,13.41694194,12.62873511,5.512694681,3.316832861,7.675213661,8.667609101,9.711889223,4.457431018,4.919024288,3.033173061,10.49892378,9.356836054,4.43874396,8.964791121,9.67954251,7.30682765,3.94268273,5.752070024,3.81444842,7.521252466,8.069649285
