wl,F001,F003,F006,F008,F009,F013,F017,F021,F023,F024,F028,F030,F032,F036,F039,F042,F044,F045,F047,F049,F052,F053,F054,F058,F059,F063,F064,M004,M005,M011,M012,M014,M015,M016,M018,M019,M020,M022,M025,M026,M029,M031,M033,M034,M037,M038,M040,M041,M043,M046,M050,M055,M056,M057,M060,M061,M062
320,10.25837057,14.01349933,24.38824824,11.64612524,15.62118986,14.01349933,17.00629947,15.20413937,22.63949059,17.21931553,10.8902362,18.37790916,15.7853432,8.291111971,6.5729138,9.420980657,8.980038762,6.825853294,12.06969622,14.71554911,6.050831175,24.46044662,11.59863185,10.88157368,7.986964685,12.24475967,6.755472169,23.17823113,16.31930123,14.37697094,17.29909276,12.37869966,14.51724674,22.36631134,14.02890248,16.34694559,23.80531454,20.49840736,11.33886584,7.213061332,12.88241252,14.39520205,17.0527539,11.37619808,11.45220315,8.024521856,15.63716594,15.9054958,8.035914873,14.8997966,15.09936363,14.462673,8.343281844,9.565566678,7.142576314,13.04708163,13.65882311
321,10.26638284,14.04499924,24.31441804,11.65314673,15.64118646,14.04499924,16.97729104,15.19655076,22.65488001,17.25743504,10.9275771,18.41305271,15.87605731,8.313519573,6.613195413,9.469384302,9.00365398,6.841302934,12.12077546,14.72941592,6.06124451,24.50090742,11.60940851,10.88062014,8.004497735,12.27477966,6.767305326,23.23451042,16.40679841,14.47156249,17.37337802,12.38831789,14.5349904,22.33956098,13.98916068,16.38413417,23.82522646,20.50582443,11.35195424,7.201348003,12.95702726,14.45137047,16.95773979,11.2862445,11.42594537,7.983334147,15.65841443,15.92635931,8.047434254,14.91422455,15.18577485,14.44068206,8.363227843,9.568654032,7.141553719,13.08606674,13.70655217
322,10.27032622,14.0720027,24.23750399,11.65587453,15.65743996,14.0720027,16.944553,15.18446494,22.66406307,17.28886239,10.95952706,18.44179231,15.95931258,8.332282619,6.649223232,9.51241962,9.023458892,6.85426626,12.16654634,14.73917381,6.068252024,24.53453659,11.61645227,10.87689637,8.018394368,12.30002495,6.775867889,23.28315803,16.4867464,14.55898293,17.43872168,12.39472599,14.54898358,22.30906542,13.94678626,16.41473156,23.8376467,20.50809793,11.36038183,7.187708225,13.02467105,14.50109683,16.86152481,11.19500266,11.39613533,7.940485189,15.6755839,15.94251953,8.055971198,14.92443974,15.26531045,14.41503933,8.37935671,9.569000672,7.138610954,13.11974662,13.74856551
323,10.27046842,14.09472711,24.15776905,11.65456993,15.67018356,14.09472711,16.90831867,15.16812682,22.66739926,17.31394966,10.98639769,18.46450715,16.03550952,8.347603606,6.681228311,9.550406977,9.039656909,6.864901655,12.20725556,14.74506164,6.072109153,24.56171134,11.61997872,10.87059258,8.028848317,12.32073505,6.781348212,23.32461602,16.55953118,14.63961356,17.49562945,12.39808076,14.55938914,22.27507024,13.90195083,16.43909102,23.84303969,20.50555666,11.36446566,7.172285322,13.085729,14.54475888,16.76434923,11.10269601,11.36305489,7.896122056,15.68890784,15.95421395,8.061714358,14.93070551,15.3383388,14.38597938,8.391885873,9.566778661,7.133850576,13.14842209,13.78520975
324,10.26707714,14.11338986,24.07547622,11.64949422,15.67965045,14.11338986,16.86882135,15.1477813,22.66524809,17.33304888,11.00850056,18.48157643,16.10504866,8.359685032,6.709441708,9.583666737,9.052451443,6.873367497,12.24314984,14.74731826,6.073071337,24.58280884,11.62020347,10.86189897,8.036053315,12.33714942,6.783934647,23.35932644,16.62553876,14.71383567,17.54460705,12.39853898,14.56636996,22.23782104,13.854826,16.45756584,23.84186987,20.49852939,11.3645228,7.155222616,13.14058626,14.58273436,16.66645333,11.00954802,11.32698589,7.850391822,15.69861973,15.9616801,8.064852387,14.93328521,15.40522823,14.35373682,8.401032757,9.56216006,7.127375141,13.17239401,13.81683151
325,10.2604201,14.12820837,23.99088846,11.6409087,15.68607382,14.12820837,16.82629437,15.12367329,22.65796906,17.34651213,11.02614726,18.49337935,16.1683305,8.368729396,6.734094479,9.612519266,9.062045906,6.879822169,12.27447588,14.74618254,6.071394014,24.59820628,11.61734213,10.85100575,8.040203094,12.34950756,6.783815546,23.38773136,16.68515514,14.78203058,17.5861602,12.39625744,14.57008889,22.1975634,13.80558338,16.47050928,23.83460168,20.4873449,11.3608703,7.136663433,13.18962796,14.61540101,16.56807738,10.91578215,11.2882102,7.803441559,15.70495308,15.96515548,8.06557394,14.93244221,15.46634711,14.31854621,8.407014793,9.55531693,7.119287205,13.19196321,13.84377738
326,10.24511616,14.13447754,23.89823094,11.62301285,15.68546207,14.13447754,16.77628788,15.09079499,22.63842751,17.34729601,11.03368259,18.49260523,16.21784555,8.370793781,6.750983075,9.631056146,9.064627504,6.881550847,12.29696068,14.73722524,6.062157687,24.60090389,11.60729826,10.83396834,8.037444694,12.35295711,6.777725595,23.40168146,16.73119601,14.83706496,17.61091841,12.38818559,14.56743973,22.1492348,13.75079668,16.47098582,23.81236931,20.46530027,11.3473484,7.114007317,13.22605672,14.63596286,16.46426732,10.81669986,11.24083101,7.752125393,15.70365768,15.96028648,8.06073417,14.92349163,15.51482482,14.27606441,8.405660819,9.543050664,7.107864873,13.20135002,13.85967476
327,10.21672646,14.12833063,23.79276247,11.59104549,15.67447729,14.12833063,16.71511316,15.04502092,22.60072629,17.32958507,11.02640279,18.47320284,16.24736023,8.36261826,6.756609714,9.634364472,9.057036956,6.876286855,12.30704285,14.71676883,6.041284136,24.58508972,11.58667355,10.80753803,8.024592989,12.34349906,6.762942608,23.39440013,16.75769458,14.87300923,17.61109679,12.37179638,14.55584654,22.08867126,13.68763844,16.45326084,23.76783418,20.42686618,11.31886271,7.085084376,13.24420912,14.63876187,16.35094146,10.70843155,11.17999045,7.693863048,15.69120379,15.94345963,8.047697636,14.90253397,15.54495893,14.22268454,8.393515706,9.522705184,7.091668733,13.19576566,13.85923058
328,10.17693218,14.11124252,23.6762965,11.54682695,15.65433322,14.11124252,16.64414524,14.98791946,22.54708122,17.29557329,11.0060465,18.43744054,16.25918894,8.345429816,6.7522641,9.624257873,9.040457944,6.864860789,12.30603648,14.68617967,6.01029071,24.55292277,11.55673073,10.7729488,8.002843457,12.32265287,6.740469629,23.36838843,16.76686315,14.89205027,17.58957941,12.34803174,14.53626759,22.01746625,13.6171785,16.41948898,23.70375159,20.37413182,11.27732839,7.050683781,13.24617121,14.62588265,16.2296486,10.5924441,11.10752874,7.629649998,15.6689056,15.91602265,8.027417107,14.87101069,15.55886996,14.15974556,8.37187092,9.495266355,7.071225068,13.17699731,13.84441079
329,10.12741446,14.08468809,23.55064647,11.49217755,15.62624362,14.08468809,16.56475915,14.92105901,22.47970808,17.24745465,10.9743524,18.38758668,16.25564605,8.320455428,6.739235936,9.602549978,9.016074149,6.848103249,12.29525567,14.64682416,5.970694759,24.506562,11.51873256,10.73143467,7.973391577,12.29193801,6.711309702,23.3261474,16.76091401,14.89637495,17.54925033,12.31783365,14.50966117,21.9372132,13.54048668,16.37182489,23.62287683,20.30918642,11.2246606,7.011594703,13.23402906,14.59940987,16.10193754,10.47020439,11.0252861,7.560481716,15.63807733,15.87932324,8.000845347,14.83036322,15.55867847,14.08858642,8.34201793,9.461720038,7.047060161,13.14683212,13.81718134
330,10.06985446,14.05014224,23.41762584,11.42891761,15.59142223,14.05014224,16.4783299,14.84600796,22.40082269,17.18742313,10.93305915,18.32590962,16.23904595,8.28892208,6.718814926,9.571054418,8.985069253,6.826844831,12.27601453,14.60006867,5.924013633,24.44816639,11.47394177,10.68422963,7.937432829,12.25287397,6.67646587,23.27017811,16.74205946,14.88817015,17.49299364,12.28214406,14.47698554,21.84950558,13.45863281,16.31242322,23.52796522,20.23411917,11.1627745,6.96860631,13.20986872,14.56142815,15.96935709,10.34317927,10.93510276,7.487353676,15.60003315,15.83470911,7.968935122,14.78203301,15.54650501,14.01054608,8.305248202,9.423052096,7.019700296,13.10705729,13.77950818
331,10.00593333,14.00907985,23.27904806,11.35886745,15.55108281,14.00907985,16.38623251,14.7643347,22.31264085,17.1176727,10.88390543,18.2546777,16.21170304,8.252056751,6.692290773,9.531584821,8.948626939,6.801916134,12.24962715,14.54727959,5.87176468,24.37989493,11.42362112,10.63256769,7.896162693,12.2069802,6.636941179,23.20298161,16.7125118,14.86962275,17.42369339,12.24190493,14.439199,21.75593682,13.37268672,16.2434386,23.42177205,20.15101927,11.09358523,6.922507774,13.17577625,14.51402215,15.83345604,10.21283563,10.83881894,7.411261351,15.55608729,15.78352797,7.932639198,14.7274615,15.5244701,13.92696351,8.262853205,9.380248391,6.989671756,13.05945996,13.73335725
332,9.937332239,13.96297582,23.13672657,11.28384741,15.5064391,13.96297582,16.28984202,14.67760761,22.21737835,17.04039733,10.82862989,18.17615929,16.17593169,8.211086423,6.660953183,9.485954819,8.907930886,6.774147755,12.21740764,14.4898233,5.815465251,24.30390658,11.36903336,10.57768284,7.850776648,12.15577619,6.593738673,23.12705895,16.67448332,14.84291961,17.34423366,12.19805821,14.39725981,21.6581004,13.28371824,16.16702568,23.30705263,20.06197594,11.01900796,6.874088264,13.13383771,14.45927649,15.6957832,10.08064034,10.73827486,7.333200215,15.50755393,15.72712754,7.892910341,14.66809013,15.49469432,13.83917767,8.216124405,9.334294785,6.957500822,13.00582732,13.68069452
333,9.865732332,13.91330503,22.99247482,11.20567779,15.45870485,13.91330503,16.19053343,14.5873951,22.117251,16.95779101,10.76897122,18.09262274,16.1340463,8.167238078,6.626091858,9.435978039,8.864164778,6.744370291,12.18067009,14.42906618,5.756632695,24.22236032,11.31144122,10.52080908,7.802470174,12.10078139,6.547861395,23.04491119,16.63018632,14.81024762,17.25749853,12.15154586,14.35212626,21.55758974,13.1927972,16.08533911,23.18656226,19.96907837,10.94095784,6.82413695,13.08613917,14.39927583,15.55788739,9.948060276,10.63531074,7.25416574,15.45574727,15.66685551,7.850701318,14.60536035,15.45929818,13.74852751,8.166353271,9.286177141,6.92371378,12.94794654,13.62348592
334,9.792814768,13.86154238,22.84810627,11.12617892,15.4090938,13.86154238,16.08968177,14.49526555,22.0144746,16.87204771,10.70666806,18.0063364,16.08836125,8.121738697,6.588996502,9.383468112,8.818512296,6.713414342,12.1407286,14.36637461,5.696784361,24.13741513,11.25210745,10.46318042,7.752438749,12.04351529,6.500312389,22.95903939,16.58183309,14.77379365,17.16637205,12.10330985,14.30475662,21.45599831,13.10099343,16.00053353,23.06305623,19.87441578,10.86135003,6.773443003,13.03476668,14.3361048,15.42131739,9.816562305,10.53176682,7.175153402,15.40198152,15.60405961,7.806964893,14.54071359,15.42040226,13.65635199,8.11483127,9.236881322,6.88883691,12.88760479,13.56369742
335,9.720260702,13.80916275,22.70543436,11.04717113,15.35881972,13.80916275,15.98866206,14.40278735,21.91126496,16.7853614,10.64345911,17.91956863,16.04119092,8.075815261,6.550956819,9.330238668,8.772157122,6.682110504,12.09889729,14.30311497,5.637437599,24.05122999,11.19229481,10.40603086,7.701877854,11.98549735,6.452094701,22.8719446,16.53163592,14.73574458,17.0737383,12.05429212,14.25610917,21.35491956,13.00937676,15.91476358,22.93928986,19.78007736,10.78209968,6.722795593,12.9818063,14.27184804,15.28762201,9.687613304,10.4294833,7.097158672,15.34757087,15.54008753,7.762653834,14.47559131,15.38012708,13.56399008,8.06284987,9.187393189,6.853396498,12.82658924,13.50329495
336,9.649751289,13.75764104,22.56627254,10.97047474,15.30909634,13.75764104,15.88884933,14.31152889,21.80983786,16.69992608,10.58108301,17.83458778,15.9948497,8.030694753,6.513262513,9.278103336,8.726282937,6.651289376,12.05649024,14.24065366,5.580109758,23.96596387,11.13326604,10.35059439,7.651982968,11.92824705,6.404211373,22.78612788,16.48180711,14.69828729,16.98248135,12.00543465,14.20714218,21.25594693,12.91901701,15.8301839,22.81801843,19.68815233,10.70512194,6.672983889,12.92934409,14.2085902,15.15835006,9.562680146,10.33030043,7.021177024,15.29382952,15.47628699,7.718720905,14.41143494,15.3405932,13.47278074,8.011700537,9.138698605,6.817918825,12.76668705,13.44424447
337,9.582967687,13.70845212,22.43243427,10.89791006,15.26113742,13.70845212,15.7916186,14.22305856,21.71240913,16.6179357,10.52127844,17.7536622,15.95165199,7.987604152,6.477203288,9.228875745,8.682073423,6.621781555,12.01482156,14.18035704,5.526318189,23.88377576,11.07628388,10.29810501,7.60394957,11.87328386,6.357665451,22.70409028,16.43455896,14.66360865,16.89548527,11.95767937,14.15881395,21.16067389,12.83098403,15.74894915,22.70199726,19.60072988,10.63233198,6.624797063,12.87946611,14.14841592,15.03505034,9.443229703,10.2360584,6.948203932,15.24207168,15.4140057,7.676118872,14.34968593,15.30392116,13.38406293,7.96267474,9.091783432,6.782930175,12.70968541,13.38851193
338,9.521591049,13.66307089,22.30573299,10.83129743,15.21615671,13.66307089,15.69834488,14.13894476,21.62119454,16.54158425,10.46578407,17.67906024,15.91391216,7.947770441,6.444068848,9.184369527,8.640712262,6.594417639,11.97520535,14.12359151,5.47758024,23.80682462,11.02261108,10.24979673,7.558973141,11.82212725,6.313459978,22.62833285,16.39210376,14.63389553,16.81563413,11.91196826,14.11208273,21.07069387,12.74634763,15.67321396,22.59398165,19.51989922,10.56564495,6.579024283,12.83425842,14.09340982,14.91927166,9.330728848,10.14859747,6.879234869,15.19361154,15.35459137,7.635800503,14.29178571,15.2722315,13.2991756,7.917063947,9.047633533,6.748956831,12.65737148,13.33806328
