wl,F001,F003,F006,F008,F009,F013,F017,F021,F023,F024,F028,F030,F032,F036,F039,F042,F044,F045,F047,F049,F052,F053,F054,F058,F059,F063,F064,M004,M005,M010,M011,M012,M014,M015,M016,M018,M019,M020,M022,M025,M026,M029,M031,M033,M034,M037,M038,M040,M041,M043,M046,M048,M050,M055,M056,M057,M060,M061,M062,M007
368,3.138321493,4.491562687,3.062880418,2.281554488,3.764217614,4.491562687,8.027220505,4.585289604,7.299755063,11.33240803,4.223608856,5.835216915,4.270989717,3.048809018,3.334337032,3.421150408,3.027136286,3.596163378,5.650587942,3.799812736,4.559392023,2.860295638,4.800126763,7.034656021,3.155410452,3.137509062,5.194127942,3.950024463,6.246470328,6.686765198,3.487499305,3.963416272,7.081428871,8.189314812,6.036869309,7.778247693,6.030434613,4.282417134,9.2404858,12.16357943,9.094630135,10.44817304,8.20513541,3.680185146,2.237834718,3.334914869,5.99059799,7.156719337,5.200356518,8.856035105,3.379857279,3.930510129,5.653297579,5.326554155,8.653078067,5.612518953,6.865766624,3.20846774,4.399259279,1.363101637
369,3.155216039,4.50041532,3.074460115,2.279838753,3.773080293,4.50041532,8.051101979,4.586652289,7.331780227,11.37558742,4.226428011,5.875782847,4.29191605,3.073279667,3.348587681,3.447497416,3.050728226,3.622457371,5.671148706,3.809224096,4.610156997,2.881536949,4.836001836,7.10138479,3.179064781,3.165103238,5.256334356,3.991017458,6.267647434,6.69582159,3.496001743,4.017818253,7.11593021,8.245127706,6.061135891,7.802393984,6.084505715,4.298570823,9.328554364,12.18273173,9.09530366,10.52103796,8.269172626,3.707068661,2.286117953,3.38095555,6.03399797,7.177361254,5.226036732,8.893341371,3.399044388,3.980938792,5.685043676,5.375611621,8.696954747,5.650548982,6.93289555,3.22757324,4.405443123,1.37686277
370,3.174027832,4.511891511,3.087797792,2.278602364,3.782289116,4.511891511,8.076498629,4.588782495,7.363445699,11.41991342,4.230804876,5.916208503,4.313563158,3.099075491,3.362741653,3.476094491,3.07574146,3.650063839,5.69086457,3.818847958,4.661018202,2.904053688,4.874164314,7.170797464,3.20344986,3.193619682,5.322784824,4.031768265,6.287811591,6.703136315,3.504112904,4.074900266,7.149482318,8.302851911,6.08695084,7.82416232,6.142061333,4.315108361,9.421288217,12.20053324,9.091975107,10.59538844,8.333362679,3.732756663,2.335217262,3.427001097,6.074625336,7.197268151,5.251520731,8.929900766,3.418367804,4.031240402,5.717653033,5.425799458,8.740808251,5.68877817,6.999251056,3.24688437,4.41019528,1.391176378
371,3.195309027,4.526856118,3.10309232,2.27780841,3.792138757,4.526856118,8.103266727,4.591359477,7.394222526,11.4649852,4.237292425,5.955885532,4.335723234,3.126453211,3.376681772,3.507571261,3.102521177,3.679164223,5.709458683,3.828594229,4.71136758,2.927869452,4.914879363,7.24325531,3.228391742,3.222868179,5.39410566,4.071004903,6.30672155,6.707158427,3.511681917,4.134280001,7.18185711,8.362068695,6.114678622,7.842761962,6.202919895,4.331340851,9.518822434,12.21634976,9.08456509,10.67074437,8.396914385,3.755418316,2.383772902,3.471918875,6.110973782,7.216095373,5.276651705,8.96540983,3.437645442,4.080064385,5.750958821,5.476589378,8.784081414,5.726697976,7.064149148,3.266070415,4.413222564,1.404391649
372,3.219611775,4.546174002,3.120542574,2.27741998,3.802923887,4.546174002,8.131262548,4.594062489,7.423581755,11.5104019,4.246443629,5.994205584,4.358188468,3.155669549,3.39029086,3.542557354,3.131412563,3.709939965,5.726654194,3.838372817,4.760597076,2.953007839,4.958412146,7.319119593,3.253716481,3.252658515,5.470923181,4.107455389,6.324136065,6.70633698,3.518557909,4.195575148,7.2128265,8.422359326,6.144683701,7.85740217,6.266899832,4.346579394,9.621292091,12.22954709,9.072994227,10.74662567,8.459036561,3.773222781,2.430425129,3.514576249,6.141537005,7.233498263,5.301272848,8.999565103,3.456695216,4.126060169,5.784794211,5.527453092,8.826217069,5.763799859,7.126905828,3.284800658,4.414231792,1.41485777
373,3.24748823,4.570710023,3.140347426,2.277400166,3.81493918,4.570710023,8.160342365,4.596570784,7.450994434,11.55576268,4.258811464,6.030560306,4.380751052,3.186981228,3.40345174,3.581682395,3.162760808,3.742572506,5.742174252,3.848093629,4.808098632,2.979492445,5.005027831,7.398751579,3.279250129,3.282800474,5.553863703,4.13984774,6.339813887,6.699121027,3.524590008,4.258403399,7.242162402,8.483305071,6.177330543,7.867292206,6.333819575,4.360135094,9.728832261,12.23949102,9.057183132,10.82255225,8.518938024,3.78433922,2.473814203,3.553840585,6.164808701,7.249132165,5.325227352,9.032063127,3.475335044,4.167877181,5.818992375,5.577862311,8.866658052,5.79957528,7.186837102,3.302744381,4.412929778,1.420923931
374,3.279490545,4.601329042,3.162705752,2.277712055,3.828479309,4.601329042,8.190362452,4.598563615,7.475931613,11.60066668,4.274948901,6.064341349,4.403203177,3.220644969,3.416047236,3.625576013,3.196911099,3.777243287,5.755742004,3.857666571,4.85326419,3.007346867,5.054991583,7.482512533,3.30481874,3.313103841,5.643553541,4.166909975,6.353513769,6.683959622,3.529627341,4.322382442,7.26963673,8.544487199,6.212983614,7.871641332,6.403497555,4.371319054,9.841578021,12.24554737,9.037052421,10.898044,8.57582759,3.786936796,2.512580379,3.588579247,6.179282565,7.262652421,5.348358408,9.062600442,3.493382839,4.204164849,5.853386484,5.627288747,8.904847197,5.833515697,7.243258974,3.31957087,4.40902334,1.420939319
375,3.316170872,4.638895919,3.187816423,2.278318739,3.843838945,4.638895919,8.221179082,4.599720237,7.497864337,11.64471306,4.295408915,6.09494036,4.425337036,3.256917494,3.427960171,3.674867833,3.234208623,3.81413375,5.767080601,3.867001551,4.895485693,3.036594703,5.108568568,7.570763722,3.330248366,3.3433784,5.740619013,4.187370111,6.364994463,6.65930182,3.533519037,4.38712997,7.295021398,8.605486975,6.252007379,7.869658807,6.475752201,4.379442376,9.959664446,12.24708193,9.012522711,10.97262084,8.628914075,3.779184671,2.545363916,3.617659599,6.183452292,7.273714376,5.370509209,9.090873588,3.510656517,4.233572601,5.88780971,5.675204112,8.940227339,5.865112571,7.295487447,3.334949406,4.402219291,1.413253122
376,3.356209626,4.682210896,3.216349325,2.279721168,3.860783689,4.682210896,8.254422581,4.601375151,7.519272365,11.6931069,4.318062916,6.124062181,4.449028306,3.295523967,3.439928043,3.729045189,3.275106908,3.854222706,5.777261662,3.876991053,4.937743001,3.067724313,5.166807528,7.665312394,3.356822065,3.375706648,5.846835934,4.204321261,6.375264066,6.628242895,3.536909704,4.45618218,7.319584268,8.672046724,6.29635231,7.862381276,6.555860115,4.387060907,10.08916703,12.24622778,8.98134263,11.05255712,8.68189534,3.763937345,2.575690445,3.644434344,6.179106802,7.2845161,5.392909608,9.118884787,3.528432164,4.260009721,5.924883866,5.725445081,8.976217388,5.897059634,7.346297043,3.350442351,4.392623406,1.402878949
377,3.398012195,4.729415066,3.248592138,2.282360165,3.878817545,4.729415066,8.291486296,4.604902056,7.542604628,11.75019892,4.340710723,6.153652604,4.475915342,3.335972393,3.452638285,3.787020032,3.319561184,3.898049405,5.787405898,3.888413301,4.982957777,3.101087335,5.230208151,7.76710819,3.385705422,3.411871676,5.962838379,4.221518172,6.385363474,6.594867352,3.540456313,4.532619587,7.344537639,8.748926429,6.347076624,7.851488626,6.647991554,4.396866465,10.23447472,12.24529647,8.941923213,11.14308655,8.738414504,3.745394811,2.607736467,3.672694254,6.169289673,7.297097711,5.416663643,9.148465955,3.547872843,4.287928608,5.966762073,5.781480544,9.016007437,5.931951107,7.39854131,3.367597623,4.380656897,1.395448247
378,3.4417182,4.78038456,3.28417043,2.286108628,3.897842795,4.78038456,8.331871038,4.610038999,7.567285935,11.81430679,4.363797926,6.183464711,4.505434347,3.378193754,3.46589862,3.848558915,3.367169199,3.945135944,5.797310089,3.901006814,5.030434668,3.136502283,5.298212023,7.875225964,3.41654829,3.451234163,6.087540051,4.23868131,6.395100636,6.559108089,3.544026542,4.615376352,7.369570079,8.834233849,6.403206404,7.837154983,6.750305435,4.408374109,10.39319281,12.24392149,8.895178682,11.24216809,8.797598273,3.723744465,2.641118546,3.701963804,6.154376594,7.310877627,5.441425779,9.179058182,3.56862693,4.316793356,6.012574463,5.842230527,9.058697096,5.969129186,7.451654785,3.38606284,4.366499736,1.390236963
379,3.487467261,4.834995509,3.322709767,2.290839454,3.917761721,4.834995509,8.375077616,4.616524028,7.592741096,11.88374816,4.387770111,6.213251581,4.537021526,3.422119033,3.479516772,3.913428394,3.417528699,3.99500442,5.806771018,3.914510108,5.07947832,3.173787673,5.37026073,7.988740571,3.449000518,3.493154788,6.219854652,4.255531145,6.4042835,6.520898006,3.547488064,4.703386638,7.394370158,8.926076745,6.463767733,7.819554474,6.860960675,4.421098896,10.56292656,12.24173632,8.842023262,11.34776073,8.858573354,3.699173706,2.675453246,3.731767469,6.134743254,7.325274264,5.466850485,9.210102556,3.590342804,4.346068062,6.061451165,5.90661506,9.103385971,6.007936069,7.505072009,3.405485617,4.350331895,1.38652104
380,3.535398996,4.893124046,3.363835717,2.296425542,3.938476603,4.893124046,8.420606841,4.624095189,7.618394918,11.95684068,4.413072869,6.242766295,4.570113083,3.467679213,3.493300465,3.981395022,3.470237431,4.04717693,5.815585466,3.928661702,5.12939338,3.21276202,5.445795858,8.106726864,3.482711957,3.536994231,6.358695884,4.271788142,6.412720016,6.480170001,3.550708556,4.795584605,7.418626444,9.022562876,6.527786691,7.798861224,6.978116191,4.434555885,10.74128124,12.23837447,8.783371178,11.45782342,8.920466454,3.671869931,2.710357131,3.761629724,6.110765342,7.339706038,5.492592227,9.241040164,3.612668841,4.37521682,6.112522309,5.973554172,9.149173673,6.047713951,7.558227519,3.425513573,4.332333346,1.383576426
381,3.585653025,4.954646303,3.407173847,2.30273979,3.959889725,4.954646303,8.467959522,4.63249053,7.643672212,12.03190201,4.440151786,6.271761933,4.604145223,3.514805278,3.507057423,4.052225354,3.52489314,4.101175569,5.823550213,3.943200113,5.179484494,3.253243839,5.524258992,8.228259698,3.517332457,3.582113171,6.502977451,4.287172771,6.420218132,6.436856971,3.553555692,4.890904416,7.442027507,9.121800002,6.594289364,7.77524936,7.099930898,4.448260133,10.92586214,12.23346941,8.720136654,11.57031515,8.982404278,3.642020537,2.745446765,3.791075044,6.082818544,7.353591366,5.518305473,9.271312095,3.63525342,4.403703725,6.164918026,6.04196789,9.195159809,6.087805027,7.610555857,3.445794325,4.312684062,1.380679065
382,3.638368968,5.019438412,3.452349724,2.309655095,3.981903366,5.019438412,8.51663647,4.641448098,7.667997786,12.1072498,4.469452452,6.299991576,4.638554149,3.56342821,3.520595368,4.125685944,3.581093573,4.156522435,5.830462042,3.95786386,5.22905631,3.295051645,5.605091719,8.352413926,3.55251187,3.627872285,6.651613055,4.301405499,6.426585798,6.390891816,3.555897148,4.988280232,7.464261915,9.221895883,6.662301831,7.748893009,7.224563715,4.461726697,11.11427452,12.22665465,8.653233914,11.68319487,9.043513532,3.609812921,2.780338711,3.819627903,6.051278552,7.366348664,5.543644689,9.300359438,3.657744919,4.430992873,6.217768444,6.110776243,9.240443988,6.127551494,7.661491559,3.46597549,4.291564015,1.377104903
383,3.693686443,5.087376504,3.498988916,2.317044356,4.00441981,5.087376504,8.566138493,4.65070594,7.690796449,12.18120171,4.501420455,6.327208304,4.672776066,3.613478992,3.533722024,4.201543346,3.638436477,4.212739624,5.836117734,3.972391459,5.277413474,3.338003953,5.687735622,8.478264403,3.587900045,3.673632255,6.803516397,4.314206793,6.431630963,6.342207433,3.5576006,5.086646215,7.485018237,9.320958277,6.730850177,7.719966297,7.350173558,4.474470637,11.30412367,12.21756366,8.583577181,11.79442155,9.102920924,3.575434481,2.814649533,3.846812776,6.016521052,7.37739635,5.568264343,9.32762328,3.679791713,4.456548359,6.270203695,6.178899259,9.284125819,6.166295547,7.710469167,3.485704684,4.269153177,1.372129885
384,3.751745071,5.158336711,3.54671699,2.324780471,4.027341337,5.158336711,8.615966401,4.660002105,7.711493011,12.25207539,4.536501382,6.353165198,4.706247178,3.664888608,3.546245116,4.279564116,3.696519599,4.269349233,5.840314069,3.986521429,5.323860634,3.381919277,5.77163229,8.604885983,3.623146833,3.718753758,6.957601181,4.325297121,6.435161575,6.290736723,3.558533722,5.184936527,7.503985043,9.417094946,6.798960484,7.688643349,7.474919343,4.48600701,11.49301486,12.20582995,8.512080681,11.90195418,9.15975316,3.539072615,2.847995795,3.872154138,5.978921733,7.386152838,5.591818902,9.352544709,3.701042182,4.479834279,6.321353909,6.245256968,9.32530491,6.203379383,7.756923218,3.504629526,4.245631521,1.365029957
385,3.81268447,5.232195166,3.595159512,2.332736337,4.05057023,5.232195166,8.665621005,4.669074638,7.729512279,12.3181885,4.575140823,6.377615337,4.738403689,3.71758804,3.557972366,4.359514806,3.754940684,4.325873359,5.842847829,3.999992287,5.367702435,3.426616134,5.856223306,8.731353521,3.657902085,3.762597474,7.112781109,4.334396951,6.436985583,6.236412582,3.55856419,5.28208533,7.520850901,9.508413648,6.865658834,7.655098293,7.596959988,4.495850874,11.67855335,12.191087,8.439658637,12.00375171,9.213136945,3.500914719,2.879994061,3.895176464,5.938856284,7.392036547,5.613962832,9.374564815,3.721144703,4.500314727,6.370349216,6.308769397,9.36308087,6.238145198,7.800288253,3.522397633,4.221179018,1.355081065
386,3.87664426,5.308828,3.643942051,2.340784853,4.07400877,5.308828,8.714603115,4.677661587,7.744279064,12.3778587,4.617784365,6.400311803,4.768681803,3.771508271,3.568711499,4.441161972,3.813297479,4.381834098,5.843515796,4.012542551,5.408243524,3.471913037,5.940950257,8.856741869,3.691815651,3.804524081,7.267969884,4.341226751,6.436910937,6.179167909,3.557559679,5.377026786,7.535304381,9.593022143,6.92997131,7.619505255,7.714454409,4.503517287,11.85834443,12.17296831,8.367225274,12.09777311,9.262198986,3.461148192,2.910260895,3.915404229,5.896700393,7.394465891,5.634350602,9.393124685,3.739747654,4.517453798,6.416319745,6.368356575,9.396553307,6.269935188,7.83999881,3.538656621,4.195975641,1.341559153
387,3.94376406,5.388111345,3.692690173,2.348798916,4.097559238,5.388111345,8.762413539,4.685501,7.755218174,12.42940363,4.664877598,6.421007675,4.796517725,3.826580284,3.578270237,4.524272168,3.87118773,4.436753547,5.842114751,4.023910739,5.444788549,3.517628502,6.025254728,8.980125884,3.724537382,3.843894259,7.422081207,4.345506987,6.434745585,6.118935603,3.555387866,5.468695055,7.54703405,9.66902819,6.990923994,7.58203836,7.825561523,4.508521307,12.02999337,12.15110736,8.295694815,12.18197735,9.30606599,3.419960431,2.93841286,3.932361908,5.85282975,7.392859289,5.652636677,9.407665407,3.756499411,4.530715589,6.458395627,6.42293853,9.424821831,6.298091548,7.875489428,3.553054107,4.170201362,1.323740167
388,4.014183491,5.469921333,3.741029446,2.356651425,4.121123917,5.469921333,8.808553089,4.692330923,7.761754418,12.47114095,4.716866108,6.439456034,4.821347659,3.882735063,3.586456305,4.608611948,3.928209185,4.490153804,5.838441476,4.033835369,5.476642157,3.563581044,6.108578306,9.100580418,3.755717128,3.880068687,7.574028782,4.346958128,6.430297476,6.055648562,3.551916424,5.5560243,7.555728479,9.734539551,7.047542969,7.542871736,7.928440247,4.510377992,12.19110545,12.12513764,8.225981484,12.25432341,9.343864662,3.377538833,2.96406652,3.945573974,5.807620042,7.386635155,5.668475526,9.41762807,3.771048353,4.539564194,6.495706992,6.471435292,9.446986049,6.321956475,7.906194647,3.56523771,4.144036154,1.300900053
389,4.088490668,5.557395409,3.790993417,2.363069622,4.145220389,5.557395409,8.85425626,4.697191902,7.764901394,12.50852846,4.774057539,6.455913309,4.845289269,3.940872654,3.59399548,4.696866878,3.987435218,4.54499618,5.832315517,4.043063979,5.505154525,3.610629173,6.194211617,9.224252383,3.786302249,3.91549276,7.731284347,4.343778702,6.423130871,5.982626546,3.546883161,5.643972647,7.561774288,9.797293004,7.105696082,7.498017023,8.031768117,4.508597184,12.35441316,12.09541044,8.153002598,12.32299429,9.379028067,3.327652617,2.986117306,3.953894452,5.754815676,7.377067268,5.683175245,9.425065258,3.784768303,4.542558271,6.532336115,6.517808624,9.464921277,6.343362383,7.932581399,3.575997109,4.115380952,1.269243072
390,4.166936708,5.652955241,3.844517665,2.367272719,4.170342898,5.652955241,8.901031012,4.699710477,7.766081824,12.5475496,4.836129446,6.470860319,4.87055976,4.001725573,3.60164204,4.79126783,4.05158066,4.603995342,5.823839609,4.052442607,5.532136087,3.659607382,6.285206881,9.35672484,3.817397985,3.952703012,7.900580424,4.335013363,6.413142926,5.895137857,3.540247678,5.737445555,7.565818457,9.865187853,7.170806388,7.44437315,8.144070862,4.503423226,12.53205935,12.06261643,8.071966272,12.39639735,9.415104718,3.265577095,3.004245481,3.957073257,5.689434152,7.365772183,5.698087156,9.432147583,3.799073371,4.539305409,6.572283899,6.566231978,9.481068248,6.364428258,7.955659341,3.586323604,4.082487185,1.226924753
391,4.249155727,5.7554033,3.901080805,2.369871566,4.196358719,5.7554033,8.948788345,4.700503691,7.765334204,12.58731047,4.902582286,6.484386735,4.896744646,4.064973512,3.60924646,4.890899317,4.119705442,4.666303411,5.813235305,4.061857519,5.557581869,3.710298165,6.380648065,9.496226862,3.84889101,3.991196835,8.079721891,4.321651766,6.400640935,5.796038203,3.532210345,5.835298191,7.567940095,9.936575643,7.241232785,7.383445177,8.263279687,4.495472926,12.72076479,12.02689823,7.984222935,12.47282806,9.451394495,3.193758805,3.019244856,3.955978704,5.613760799,7.35268249,5.71293056,9.438493173,3.81367236,4.530843096,6.614558417,6.615942913,9.495374703,6.384926151,7.9756771,3.596167236,4.046060561,1.176147939
392,4.33478184,5.863542053,3.960161449,2.371477014,4.223135126,5.863542053,8.997439261,4.700188586,7.762697032,12.62691717,4.972916515,6.496582225,4.92342944,4.130296161,3.616659216,4.994845852,4.190869493,4.73107251,5.800724163,4.071194982,5.581486895,3.762484016,6.479619142,9.640987525,3.880667997,4.030471617,8.266513628,4.304683564,6.385932192,5.688183291,3.522971531,5.936385721,7.568218309,10.00980792,7.31533417,7.316738166,8.387325794,4.485363091,12.91725028,11.98839847,7.891123014,12.55058192,9.487197278,3.114644281,3.031909244,3.951479108,5.530080944,7.337730776,5.727424756,9.443720159,3.828274074,4.518208824,6.658167742,6.66617899,9.507788381,6.404628112,7.992883303,3.605478049,4.00680679,1.119115475
393,4.423449162,5.97617397,4.021238213,2.372699913,4.250539394,5.97617397,9.046894761,4.699382206,7.758208804,12.66547579,5.046632591,6.507536457,4.950199656,4.197373211,3.623730782,5.102191948,4.264132744,4.797454762,5.786527738,4.080341262,5.603846192,3.815947427,6.58120408,9.789235902,3.912615619,4.070024749,8.458760514,4.285098413,6.369323991,5.574428832,3.512731606,6.03956331,7.566732208,10.08323623,7.391469438,7.245757176,8.514140387,4.473710529,13.1182366,11.94725975,7.794016937,12.62795441,9.521812948,3.03068006,3.043032458,3.944442784,5.440679915,7.32084963,5.741289047,9.447446669,3.842587317,4.50244008,6.702119945,6.716177768,9.518257021,6.423306192,8.007526576,3.614206088,3.965431582,1.058030205
394,4.514791811,6.092101518,4.08378971,2.374151113,4.278438797,6.092101518,9.097065847,4.698701594,7.751908018,12.70209244,5.12323097,6.517339102,4.976640807,4.265884353,3.630311632,5.212022119,4.338555124,4.864602289,5.770867587,4.089182625,5.624654785,3.870470891,6.68448685,9.93920107,3.94462055,4.109353622,8.654267429,4.263885967,6.351123626,5.457630534,3.501690939,6.143686124,7.5635609,10.15521211,7.467997486,7.172007268,8.64165467,4.461132047,13.32044453,11.90362468,7.694255132,12.70324102,9.554541385,2.944312678,3.053408309,3.935738047,5.347843039,7.30197164,5.754242732,9.449290834,3.856320894,4.484574355,6.745423101,6.765176806,9.526728362,6.440732442,8.019855548,3.622301394,3.922640646,0.995094975
395,4.608443901,6.210127166,4.147294555,2.376441465,4.306700608,6.210127166,9.147863519,4.69876379,7.74383317,12.73587323,5.20221211,6.526079828,5.002338408,4.335509276,3.636252241,5.323420876,4.413196564,4.931667213,5.753965265,4.097605338,5.643907701,3.925836901,6.788551421,10.0891121,3.976569464,4.147955624,8.85083925,4.242035882,6.33163839,5.340644105,3.490049898,6.247609328,7.558783493,10.22408711,7.543277211,7.096993502,8.767799848,4.448244452,13.52059485,11.85763588,7.593188026,12.77473723,9.584682469,2.857988672,3.06383061,3.926233212,5.253855646,7.281029393,5.766005113,9.448870782,3.869183608,4.465649138,6.78708528,6.812413664,9.533150144,6.456678911,8.030118846,3.629714011,3.879139692,0.932512627
396,4.704039548,6.329053384,4.211231361,2.380181819,4.335192103,6.329053384,9.19919878,4.70018584,7.734022757,12.76592425,5.283076468,6.533848303,5.026877972,4.405927671,3.641403085,5.435472734,4.487116994,4.997801658,5.736042329,4.105495667,5.661599964,3.981827951,6.892481765,10.23719807,4.008349032,4.185328147,9.046280857,4.220537812,6.311175577,5.226325254,3.478008854,6.350188089,7.552479095,10.28821278,7.615667511,7.022220938,8.890507123,4.435664553,13.71540834,11.80943597,7.492166048,12.84073852,9.61153608,2.774154577,3.075093174,3.916796593,5.161003062,7.257955478,5.77629549,9.445804643,3.880884263,4.446701918,6.826114557,6.857125901,9.537470106,6.470917651,8.038565095,3.636393983,3.835634429,0.872486008
397,4.801212868,6.447682639,4.275078743,2.385983026,4.363780556,6.447682639,9.25098263,4.703584784,7.722515276,12.7913516,5.3653245,6.540734197,5.049845012,4.476819229,3.645614638,5.547262205,4.559376344,5.062157746,5.717320334,4.112739878,5.6777266,4.038226533,6.995361849,10.38168806,4.03984593,4.220968579,9.23839713,4.200381411,6.290042482,5.11752969,3.465768176,6.450277572,7.544726814,10.34594066,7.68352728,6.949194637,9.0077077,4.424009156,13.9016058,11.75916757,7.392539624,12.89954039,9.634402098,2.69525693,3.087989811,3.908296506,5.071570615,7.232682484,5.784833164,9.439710546,3.891131664,4.428770186,6.861519003,6.898551077,9.539635988,6.483220713,8.045442924,3.642291352,3.792830566,0.817217961
398,4.899597977,6.564817401,4.338315314,2.394455935,4.392333241,6.564817401,9.30312607,4.709577666,7.709349224,12.81126138,5.448456663,6.546827179,5.070825043,4.547863641,3.648737374,5.657873802,4.629034544,5.123887599,5.698020836,4.119224237,5.692282635,4.094815141,7.096275646,10.52081113,4.070946829,4.254374312,9.424992947,4.182556334,6.268546397,5.017113121,3.453528232,6.546732943,7.535605759,10.39562229,7.745215417,6.879419659,9.117332783,4.41389507,14.075908,11.70697327,7.295659183,12.94943831,9.652580405,2.623742266,3.103314336,3.901601266,4.987843633,7.205142997,5.791337436,9.430206621,3.899634614,4.41289143,6.892306692,6.935926752,9.539595528,6.493360148,8.051000959,3.647356163,3.751433813,0.768911331
399,4.998828991,6.679260138,4.40041969,2.406211397,4.420717432,6.679260138,9.355540103,4.718781529,7.694563098,12.8247597,5.531973415,6.552216918,5.089403577,4.618740597,3.650621769,5.766392038,4.695151524,5.18214334,5.678365392,4.124835011,5.705263095,4.151376267,7.194307124,10.65279637,4.101538404,4.285042735,9.603873187,4.168052236,6.246994618,4.927931256,3.441489393,6.638409368,7.525195038,10.43560923,7.799090817,6.814401064,9.217313574,4.405939101,14.23503574,11.65299571,7.202875152,12.98872777,9.665370879,2.562057123,3.12186056,3.897579187,4.912107445,7.175269608,5.795527608,9.416910996,3.906101918,4.400103141,6.917485695,6.968490485,9.537296466,6.501108005,8.055487827,3.651538458,3.71214988,0.729768962
400,5.098540026,6.789813319,4.460870483,2.421860263,4.448800403,6.789813319,9.408135729,4.731813415,7.678195394,12.83095266,5.615375211,6.556993083,5.10516613,4.689129788,3.651118298,5.871901426,4.756787214,5.236077092,5.658575558,4.129458466,5.716663006,4.207692405,7.288540254,10.77587285,4.131507327,4.312471238,9.772842729,4.157858771,6.225694438,4.852839804,3.429852027,6.724162013,7.513573758,10.46425301,7.843512377,6.755643913,9.305581279,4.400758057,14.37570978,11.59737749,7.11553796,13.01570426,9.672073402,2.512648035,3.144422295,3.897098585,4.846647378,7.142994902,5.797122979,9.399441802,3.910242379,4.391442808,6.936064086,6.995479835,9.532686541,6.506236335,8.059152156,3.654788281,3.675684476,0.701993699
401,5.202122737,6.901627079,4.521994678,2.440272779,4.47717382,6.901627079,9.460787188,4.74693224,7.658204656,12.82816137,5.70228997,6.559448214,5.117953307,4.760577821,3.649778968,5.97751298,4.816413275,5.287794482,5.636588491,4.132921144,5.724933313,4.265239996,7.382159604,10.89433601,4.161229467,4.337552891,9.938116947,4.14915709,6.202305188,4.783599014,3.417357366,6.807541304,7.498597066,10.48191708,7.881419997,6.697195489,9.385944727,4.395992068,14.50435535,11.53599004,7.027800879,13.03001977,9.671074866,2.469681813,3.170034404,3.897341676,4.784318175,7.1056149,5.795725276,9.375530137,3.911844294,4.38344002,6.948950788,7.017210867,9.523159907,6.507585387,8.059159837,3.656551692,3.639180398,0.679972796
402,5.312519789,7.019899636,4.586094773,2.459904313,4.506424035,7.019899636,9.513475048,4.762113683,7.633027279,12.81614699,5.795991936,6.558217538,5.128111668,4.834606912,3.646444352,6.086585677,4.876938097,5.339834362,5.610626996,4.135230027,5.728923344,4.325362313,7.478577061,11.01338224,4.191107731,4.361520276,10.10681069,4.138672329,6.174749837,4.710729556,3.402849096,6.892439568,7.478584857,10.49073641,7.916876927,6.632891585,9.463551659,4.389146602,14.62945448,11.46560149,6.933781481,13.03333417,9.661967124,2.425972604,3.197011765,3.895182599,4.717163258,7.061197325,5.791369777,9.343917808,3.911086076,4.37228816,6.957959981,7.034776661,9.506835596,6.504546473,8.053121806,3.656471737,3.599710517,0.656914267
403,5.428691806,7.143505578,4.652612644,2.480743395,4.536410353,7.143505578,9.566269802,4.777549924,7.603418532,12.79617566,5.895451057,6.553904756,5.135985652,4.910860163,3.641397772,6.19857598,4.93807671,5.391998688,5.581341097,4.136542049,5.729225691,4.387642099,7.577217577,11.13259198,4.221069347,4.384380051,10.27807805,4.126710124,6.143731135,4.635227771,3.386681275,6.978224814,7.454313367,10.49171981,7.949927088,6.563920026,9.538341642,4.380636473,14.75081322,11.38769948,6.83477664,13.02695473,9.6458575,2.381937954,3.225068216,3.891027548,4.646250973,7.010832326,5.784426108,9.305739005,3.908261706,4.358520407,6.963457619,7.048580305,9.484748664,6.497718243,8.041954258,3.654793934,3.557875649,0.6332521
404,5.549599415,7.271319493,4.720990174,2.502778556,4.566992079,7.271319493,9.619241946,4.793433146,7.570133686,12.76951355,5.999637281,6.547113563,5.141919702,4.988980677,3.634922547,6.31294035,4.99954414,5.444089418,5.549380822,4.137014141,5.72643295,4.451662094,7.677506101,11.25154569,4.251041547,4.406138875,10.45107313,4.113576113,6.109951832,4.558089998,3.369207959,7.064265055,7.426558829,10.48587608,7.980614405,6.491468636,9.610254242,4.370876495,14.86823761,11.30377169,6.732083229,13.01218871,9.623853314,2.337995408,3.253917595,3.885282717,4.572649665,6.955610053,5.775263895,9.262127919,3.903665161,4.342669943,6.96580966,7.059024886,9.457934167,6.487699347,8.026573388,3.651763805,3.514276611,0.609420277
405,5.674203239,7.402215971,4.79066924,2.525998324,4.598028518,7.402215971,9.672461971,4.809955532,7.533928012,12.73742682,6.107520558,6.53844766,5.146258256,5.068611555,3.627301999,6.429135249,5.061055416,5.495908511,5.515396194,4.136803234,5.721137713,4.51700504,7.778867583,11.36982383,4.28095156,4.426803406,10.62495001,4.099575933,6.074114677,4.480312578,3.350783204,7.149928303,7.39609748,10.47421402,8.008982798,6.41672524,9.679229028,4.360281482,14.9815337,11.21530578,6.626998124,12.99034339,9.59706189,2.294562512,3.283273737,3.878354301,4.497427681,6.896620654,5.764252762,9.21421874,3.897590423,4.325269946,6.965382058,7.066513492,9.427427161,6.475088433,8.00789539,3.647626867,3.46951422,0.585852786
