wl,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20,Y_21,Y_22,Y_23,Y_24,Y_25,Y_26,Y_100,Y_101,Y_102,Y_103,Y_104,Y_105,Y_106,Y_107,Y_108,Y_109,Y_110,Y_111,Y_112,Y_113,Y_114,Y_115,Y_116,Y_117,Y_118,Y_119,Y_120,Y_121,Y_122,Y_123,Y_124,Y_125,Y_126,Y_127,Y_128,Y_129,Y_500,Y_501,Y_502,Y_503,Y_504,Y_505,Y_506,Y_507,Y_508,Y_509,Y_510,Y_511,Y_512,Y_514,Y_515,Y_517,Y_518,Y_519,Y_520,Y_521,Y_522,Y_142,W_525,W_526,W_527,W_528,W_529,W_530,W_531,W_532,W_533,W_534,W_535,W_536,W_537,W_538,W_539,W_540,W_541,W_542,W_543,W_544,W_545,W_546,W_547,W_548,W_27,W_29,W_30,W_32,W_33,W_34,W_130,W_131,W_132,W_133,W_134,W_135,W_136,W_137,W_138,W_139,W_140,W_141,F_27657_A,F_27657_S,F_27653_A,F_27653103_A,F_27653101_A,F_27653102_A,F_27656_A,F_RD20011100_A,F_RD20011_A,F_RD20011_C,F_27631_A,F_27631_S,F_27632_AWHITE,F_27632_A.YELL,F_27634_A,F_27635_K,F_27635_C,F_27635_P,F_27636_A,F_27636_X,F_27633_A,F_27638_A,F_27639_W,F_27639_P,F_27640_A,F_27641_A,F_27642_P,F_27642_Y,F_27644_S,F_27644_A,F_27643_A,F_27645_P,F_27645_R,F_27645_A,F_27648_A,F_27649_P,F_27649_W,F_27650_A,F_27651_A,F_27685_A,F_RD20014_A,F_RD20014_J,F_27658_A,F_27659_K,F_27659_P,F_27659_A,F_27661_A,F_27662_K,F_27663_A,F_27664_A,F_27665_A,F_27666_A,F_27666_I,F_27668_S,F_27669_A,F_27670_S,F_27671_A,F_27672_A,F_27673_A,F_27673_S,F_27674_Y,F_27674_E,F_27674_A,F_27680_A,F_27681_A,F_27682_K,F_27682_P,F_27683_A,F_27683_W,F_27683_Y,F_27688_Z,F_27688_A,F_27688_K,F_27688_P,F_27688_S
420,5.340599018,6.437565625,9.248695892,6.668447528,8.860831995,6.563938793,6.993594827,5.086182094,9.39253517,6.54864356,7.22902551,7.883780471,5.546133289,6.507955394,5.161205853,5.093267734,9.627402267,8.792667508,8.892518492,7.329340103,5.890484737,6.717962268,6.82205149,5.047196598,5.093649049,5.091110424,3.113697743,7.611933205,4.925877559,10.38187907,3.688237216,3.69090333,8.049811912,2.161574928,1.790029656,1.386025967,5.482304889,2.377533638,5.150746418,1.497392664,2.417341696,7.127000498,2.480625616,1.842116784,4.680584107,2.439828917,2.238739384,4.472702997,3.582575753,2.697251073,2.504212976,2.919256947,2.115461438,9.216852074,4.967003721,1.837550744,5.456926707,6.180072013,9.234041772,6.141030105,3.103054134,5.360445543,4.832404272,2.282310506,1.663467266,3.497279861,4.224337279,4.408631347,12.10414001,2.05531418,2.296599931,12.51781264,6.15295822,3.233331189,4.903181172,4.655877222,12.30995196,5.891272862,9.993147547,11.00609613,11.12900734,8.047724482,9.079290331,10.85197096,10.84380972,17.861837,14.90229618,3.208922573,13.28414541,9.071543024,8.059550196,3.764849218,3.423297792,3.049783662,2.239496422,2.293721791,1.988905194,1.779391802,8.719462035,6.945010355,4.470205002,7.078187454,13.20142799,19.10771011,19.98182735,11.24664291,10.35878818,17.92269657,2.431287237,7.843203688,3.042327344,3.865498998,2.242036446,7.098382127,1.637589055,4.240999345,12.03430024,2.474006009,5.926610002,6.992189729,27.2701411,2.571126236,8.533069877,24.7727883,0.372543585,2.615209999,1.169858099,15.87182941,1.474541493,2.095431232,33.71273606,1.671974075,36.55640041,22.11195147,16.56825694,33.63573027,14.39097857,17.3178133,12.60574051,3.828447328,18.48435385,15.17654223,29.3443129,7.855000907,2.454783654,14.48910519,22.53761563,8.722529413,5.502368506,36.23313441,3.909552671,39.67344695,8.492804122,38.11970638,15.17074803,13.80362567,44.87249869,43.49979379,23.00036826,19.30152069,10.01416831,30.85808581,3.06719602,2.846092954,0.67012861,22.48216155,32.65719055,158.2948465,12.04095077,2.94444059,16.96582807,21.85968216,0.57168317,15.50878644,4.15560096,0.962809725,34.48902708,12.79655077,21.56721924,2.455462019,41.508404,27.82137148,22.9760867,15.21111138,12.63477451,31.66447833,33.67062174,13.50414491,41.05458003,5.426109447,1.680666568,29.70293503,6.045682487,5.684419712,2.24098634
421,5.355684432,6.45461656,9.280769193,6.743646743,8.99086365,6.580270008,7.072828084,5.092193831,9.42569249,6.615397189,7.318580531,7.953187867,5.563851131,6.524273259,5.172201484,5.101688107,9.662398845,8.82118095,8.921355551,7.450856804,5.902296276,6.782275869,6.884602795,5.05008305,5.100784431,5.099000329,3.194462126,7.692995759,5.023396287,10.40821763,3.695124065,3.788677893,8.079313687,2.197051486,1.826791132,1.387843388,5.600270425,2.377358973,5.159267408,1.524423401,2.418100253,7.176016789,2.480886324,1.841090797,4.695027586,2.453875032,2.272710644,4.458896029,3.613764761,2.730733719,2.521928263,2.922083936,2.139850342,9.256519547,4.974135878,1.841107502,5.545763619,6.272108737,9.295775469,6.157150814,3.155764562,5.426509644,4.867280558,2.318723011,1.682217536,3.559054547,4.282965575,4.459127331,12.09794515,2.053344179,2.296751037,12.56018927,6.159356991,3.232412432,4.904178646,4.663990807,12.35257446,5.933676916,10.4925775,11.6735065,11.77433736,8.519366668,9.618167957,11.40151308,11.30713499,18.62362834,15.36217339,3.357005739,13.53086033,9.299024509,8.431826837,4.065614775,3.574185969,3.182334246,2.372565603,2.434247227,2.097583838,1.861901427,9.023677521,7.195692992,4.746326843,7.232870984,13.83476282,19.73928474,20.64672957,11.79948775,10.83154066,18.67362205,2.58387189,8.090872924,3.175217807,3.956766103,2.385039111,7.247542453,1.714177104,4.480782414,12.38536054,2.626288954,6.054978907,7.14272433,27.43966527,2.629536313,9.345100959,25.35887002,0.394362105,2.608745363,1.196091186,16.44826911,1.433054937,2.026227293,34.07292588,1.706441488,37.08133958,22.20196682,17.16551256,34.8622264,14.82751888,18.32836169,12.82765072,3.863229566,18.40959947,15.63168418,30.57649449,7.945848789,2.422758328,15.19337712,22.66531675,9.200584321,5.603362547,37.23692667,3.955938806,39.76994687,8.581938097,38.67116166,15.64494837,13.86905567,45.01219926,45.63019142,23.37887764,20.22659574,9.799032309,31.80495711,3.128017082,2.714248761,0.64533216,23.26219836,33.11641841,159.045257,12.73327502,2.985814569,17.29520669,23.32347565,0.570872337,16.45086293,4.230574221,0.969743663,34.54150909,13.29972682,21.66597522,2.468239718,42.10752305,28.68816603,23.82035752,15.77183159,12.38762382,32.42636053,34.69215121,13.67190238,42.36301068,5.935008403,1.712922856,30.01535202,5.865959274,5.65623445,2.248513866
422,5.374171166,6.473869028,9.315274134,6.823599515,9.12745972,6.59849848,7.156466865,5.101809692,9.461363409,6.688644832,7.415749723,8.026356918,5.585484032,6.542546849,5.189417398,5.113904243,9.700058389,8.851841614,8.952469116,7.580003597,5.915744012,6.851723508,6.952138148,5.058868444,5.10985888,5.108768266,3.285500249,7.791019295,5.132508222,10.44555244,3.713206523,3.90084804,8.117284735,2.239687392,1.877989803,1.391583302,5.738676995,2.378411646,5.174514856,1.55871621,2.419826694,7.240982794,2.486367218,1.842399034,4.715423138,2.475153717,2.318512034,4.446314842,3.653345928,2.779486385,2.546323945,2.938629029,2.173412976,9.309638785,4.991412136,1.8500248,5.648175224,6.378445152,9.369917506,6.18339393,3.221227821,5.504351947,4.909878901,2.365370212,1.710095054,3.632307604,4.358306513,4.525325941,12.09175385,2.051487048,2.297073076,12.60663879,6.16700048,3.23289474,4.906651277,4.673158776,12.39920178,5.985730624,10.99592299,12.34958797,12.42648237,8.997398401,10.16378633,11.95364441,11.76834577,19.38206459,15.81561851,3.546538932,13.79934995,9.547590583,8.843261093,4.399115309,3.767308862,3.349797958,2.545477588,2.617543836,2.249974624,1.991687948,9.364879641,7.474912936,5.058583312,7.421207938,14.47388972,20.36936507,21.30903766,12.38310223,11.33038417,19.42625154,2.771635653,8.363193553,3.329083457,4.066239434,2.549321748,7.415263717,1.834380913,4.756671319,12.77353801,2.79851031,6.211133304,7.325727449,27.60473221,2.689663998,10.17594966,25.92326698,0.415786373,2.602881033,1.22209016,16.99972153,1.392913663,1.960461884,34.42590756,1.763765177,37.59507617,22.28977174,17.74495233,36.02882148,15.23930005,19.3158946,13.03970329,3.898237453,18.34666729,16.07935784,31.77031265,8.034658037,2.39130337,15.88084161,22.78924543,9.683484404,5.704618873,38.19912926,4.003228604,39.86845485,8.666401144,39.20278399,16.10145779,13.93454845,45.15409454,47.68043259,23.75515034,21.13747404,9.588932956,32.73119322,3.186813294,2.586413186,0.621325931,24.01695844,33.55077447,159.7756716,13.41628575,3.027528561,17.6040037,24.76385166,0.574554119,17.37545817,4.303224239,0.978723508,34.59585219,13.79879855,21.76181574,2.482816918,42.68362691,29.5129272,24.63510359,16.30773627,12.14666175,33.15241445,35.66209132,13.83884352,43.61783162,6.450599326,1.74476351,30.31638571,5.692256374,5.630269247,2.258282701
423,5.396933065,6.495816783,9.352788997,6.908958199,9.271388251,6.619053089,7.245009706,5.115894621,9.500145684,6.769677913,7.521950305,8.103821834,5.612052715,6.563217013,5.21454847,5.130870218,9.741014907,8.885159101,8.986425075,7.71780658,5.931192327,6.927178117,7.025515411,5.075136501,5.121196885,5.120709124,3.388871767,7.910024055,5.255395623,10.49699337,3.745582791,4.030447992,8.16585094,2.291152363,1.947456044,1.397788955,5.901959685,2.381011034,5.198409608,1.602098404,2.422799184,7.325837674,2.498581423,1.846694211,4.743103805,2.505582054,2.379324884,4.435254354,3.703360547,2.847556122,2.579103975,2.972948815,2.218620374,9.379641354,5.02180266,1.865821808,5.767115031,6.502165967,9.459453391,6.222543071,3.302505859,5.596616092,4.96205348,2.424828975,1.749573997,3.719588982,4.454462125,4.611084763,12.08544657,2.04969037,2.297512139,12.65786208,6.176231498,3.23513962,4.910979747,4.683574016,12.45051566,6.049836794,11.49907275,13.0296206,13.08049027,9.478602127,10.71228118,12.50337186,12.22220358,20.12857758,16.25653669,3.787972328,14.0932705,9.820751725,9.300647925,4.771432907,4.013320533,3.560945509,2.768465642,2.85456327,2.457737098,2.181827603,9.750274345,7.788114727,5.414349435,7.651414898,15.11385858,20.99154074,21.96172142,13.00023925,11.85761033,20.17365465,3.003139095,8.664278483,3.508553633,4.198211761,2.73945067,7.605354161,2.010261081,5.076331623,13.20558957,2.99474944,6.401854141,7.549120517,27.76721702,2.751469187,11.02114343,26.45902501,0.436676568,2.598135531,1.247827468,17.51618808,1.354040171,1.899487164,34.77259255,1.850298195,38.09748414,22.37896228,18.29744252,37.11178491,15.61729656,20.26355168,13.23955829,3.93385865,18.30087444,16.51575956,32.90577807,8.12106756,2.360471067,16.54102497,22.91133983,10.1688289,5.806446372,39.10495602,4.05179588,39.97215766,8.745833895,39.71381896,16.53344882,14.00110699,45.30057949,49.61008889,24.1280832,22.02185755,9.380795698,33.62588398,3.242846995,2.462093775,0.597260761,24.73472509,33.95646471,160.4800548,14.08051663,3.069502125,17.88630187,26.15900672,0.584235546,18.2688917,4.37250414,0.990411724,34.65668813,14.28892114,21.85762894,2.499808446,43.23225077,30.27972624,25.40653304,16.80813662,11.90884445,33.8301248,36.56045083,14.00528176,44.79773012,6.968960401,1.775928591,30.604969,5.524025937,5.607451201,2.270943511
424,5.424843973,6.520953583,9.393892063,7.000375149,9.423417289,6.642362714,7.338955139,5.135313563,9.542637072,6.859787855,7.638599497,8.186116823,5.644577908,6.586724602,5.24928958,5.153540107,9.785902405,8.921643007,9.023789319,7.865291847,5.949005601,7.009512629,7.105592446,5.100470943,5.135122934,5.135117791,3.506636339,8.054030279,5.394240748,10.56565032,3.795351068,4.18051197,8.227138184,2.353116118,2.039020225,1.407003597,6.094553583,2.385476514,5.23287251,1.656397298,2.427295887,7.434520588,2.519042068,1.854629046,4.779402631,2.547077122,2.458330521,4.426009481,3.76584991,2.938989982,2.621972311,3.029099886,2.27794357,9.469958821,5.068277611,1.890017698,5.905536546,6.646355892,9.567368634,6.277381858,3.402660626,5.705945723,5.025658471,2.499676167,1.803128543,3.823448633,4.575534444,4.720261386,12.07890378,2.047901729,2.298014314,12.71456002,6.187392852,3.239508577,4.91754474,4.695429418,12.50719785,6.128398236,11.99791552,13.70888444,13.73140896,9.959760296,11.25978828,13.04570235,12.6634699,20.85459913,16.67883311,4.091756104,14.41627818,10.12201841,9.810782294,5.188649656,4.322875043,3.824547611,3.051763028,3.156257179,2.732530806,2.445396632,10.18706758,8.140742905,5.82100024,7.931708445,15.74971929,21.59940138,22.59775066,13.65365166,12.41551079,20.90890097,3.286942785,8.998240622,3.718257672,4.356975854,2.959992195,7.821622028,2.253878209,5.447428891,13.68827214,3.219085707,6.633922366,7.820824966,27.92899479,2.814911775,11.87620971,26.95918997,0.456892868,2.59502738,1.273275562,17.9876702,1.316356965,1.844655288,35.11389228,1.972393595,38.58843744,22.47313445,18.8138494,38.08738606,15.95248286,21.1544726,13.42487579,3.97048082,18.27753802,16.93708571,33.96290141,8.204716266,2.330313705,17.16345347,23.03353813,10.65421705,5.909153935,39.93962083,4.102014451,40.08424209,8.819876986,40.20351215,16.93409401,14.06973427,45.45404908,51.37873189,24.4965731,22.86744823,9.171545981,34.47811922,3.295380524,2.340798072,0.572287486,25.40378163,34.32969508,161.1523707,14.71650133,3.111654819,18.13618395,27.48713732,0.601423651,19.11748306,4.437367049,1.005470777,34.72864864,14.76524976,21.95630299,2.519829127,43.74892985,30.97263439,26.12085396,17.26234389,11.67112806,34.44697632,37.36723851,14.17153056,45.8813935,7.486169812,1.806158165,30.88003481,5.360720116,5.588707414,2.287146965
425,5.458777735,6.549773182,9.439161616,7.098502721,9.584314879,6.668856236,7.438801699,5.160931463,9.589435331,6.960266081,7.767114518,8.273776094,5.684080333,6.613510464,5.295335602,5.182867985,9.835354892,8.961802934,9.065127737,8.023485495,5.969548216,7.099599977,7.193227115,5.136455491,5.151961515,5.152289156,3.640853622,8.22705821,5.551225856,10.65463314,3.865609554,4.354074195,8.30327235,2.427248375,2.156512721,1.419770475,6.320893776,2.392127462,5.279824408,1.723440205,2.433594969,7.570970694,2.549262277,1.866856257,4.825652657,2.601556002,2.558710275,4.418875139,3.842855309,3.057835018,2.676632907,3.111138833,2.3538536,9.584022754,5.133807152,1.924131641,6.06639328,6.814099637,9.696648743,6.35069391,3.524754069,5.834984481,5.102548052,2.59248865,1.873232869,3.94643651,4.725625501,4.856713396,12.07200594,2.046068709,2.298525691,12.77743346,6.200827352,3.246363116,4.926726941,4.708917873,12.56993008,6.22381776,12.48834004,14.38265955,14.37428632,10.43765535,11.80244337,13.57564281,13.08690626,21.55156106,17.07641294,4.468340437,14.77202919,10.45490113,10.38045916,5.656847644,4.706626456,4.149374978,3.405603011,3.533577215,3.086015296,2.795471273,10.6824653,8.538242008,6.285910752,8.270305159,16.37652174,22.18653662,23.21009519,14.34609235,13.00637719,21.62506012,3.631607294,9.369192878,3.962824911,4.546824486,3.215512638,8.06787556,2.577292899,5.877628685,14.22834263,3.475598477,6.914118928,8.148762229,28.0919406,2.879951655,12.73667597,27.4168077,0.476295451,2.594075102,1.29840689,18.40416932,1.279786546,1.797318415,35.4507182,2.136404431,39.06781004,22.57588428,19.28503925,38.93189432,16.23583341,21.97179701,13.59331588,4.008491625,18.28197514,17.33953265,34.92169334,8.285243065,2.300883569,17.73765341,23.15777851,11.13724809,6.013050449,40.68833755,4.154258133,40.20789489,8.888171049,40.67110912,17.29656589,14.14143328,45.61689828,52.94593318,24.8595169,23.66194806,8.958109247,35.27698877,3.343676219,2.222033624,0.545556943,26.01241137,34.66667154,161.7865838,15.31477352,3.153906201,18.34773269,28.72643998,0.627625464,19.90755179,4.49676609,1.02456313,34.81636547,15.22293957,22.06072605,2.543493786,44.22919935,31.57572289,26.76427446,17.65966929,11.43046872,34.99045375,38.06246313,14.33790335,46.84750904,7.99830574,1.835192295,31.14051606,5.201791063,5.574964983,2.307543729
426,5.493044749,6.57656927,9.483597244,7.200732442,9.755360766,6.693816944,7.543236308,5.18613284,9.635372051,7.06674413,7.903401069,8.365785278,5.723801552,6.638663216,5.343637059,5.212172574,9.883867858,9.001258283,9.105733511,8.192325598,5.98853553,7.194321256,7.28516957,5.174025415,5.165498226,5.166206985,3.78466821,8.418741909,5.722002136,10.75161843,3.94274159,4.544181957,8.383324272,2.506860934,2.285416681,1.430091912,6.574171899,2.396770107,5.328422827,1.796054406,2.437421717,7.721118618,2.578815261,1.877605751,4.874709722,2.660355126,2.665958569,4.409500712,3.925042484,3.190083292,2.734975154,3.200235826,2.437596099,9.708921613,5.204957478,1.959949977,6.241933542,6.998237447,9.837482683,6.430853388,3.658461336,5.974965703,5.184380966,2.69328239,1.948260431,4.082137368,4.893486678,5.009489899,12.06208817,2.042548169,2.297420106,12.84235932,6.212600196,3.251748455,4.933945049,4.720742177,12.63474807,6.327837096,13.0047709,15.09737502,15.05450052,10.94510796,12.37833773,14.13211958,13.52522701,22.27322798,17.48093066,4.904794811,15.16823427,10.82680751,11.02137487,6.184106412,5.151249116,4.524287739,3.815816331,3.971584179,3.497431042,3.204313327,11.24122329,8.985563101,6.811724879,8.657589705,17.03815059,22.79419341,23.84331188,15.10741577,13.65511802,22.37280045,4.02772565,9.784882121,4.234889673,4.756794004,3.499684591,8.342298713,2.954837481,6.366391871,14.83456629,3.765685707,7.234523778,8.523692516,28.24879258,2.945812679,13.67174412,27.8494876,0.494175077,2.593159396,1.321867535,18.79091218,1.245507351,1.755177004,35.77745944,2.32521332,39.53230928,22.66698275,19.73648353,39.69827483,16.48578033,22.79326481,13.75091853,4.046027808,18.30302578,17.73351147,35.85164062,8.364231995,2.272652277,18.30431515,23.27265743,11.63841025,6.115427251,41.38019306,4.206780307,40.33482292,8.947980403,41.09798728,17.63966279,14.21415386,45.78666446,54.44496462,25.22449574,24.45983655,8.752491474,36.06160408,3.389064351,2.108518053,0.519572042,26.59479827,34.96327575,162.3943638,15.92317893,3.197672004,18.52820768,29.98827608,0.654784027,20.6985293,4.553310653,1.043972271,34.90733922,15.6754945,22.16080619,2.567383778,44.67441037,32.12789391,27.37583845,18.03282663,11.19935361,35.4888687,38.69868795,14.50187324,47.74807849,8.543096491,1.864009664,31.38797346,5.051740273,5.561889495,2.328174731
427,5.522333172,6.596446953,9.522745187,7.304343417,9.936657653,6.713175427,7.650693747,5.204909894,9.675843787,7.174443757,8.042746748,8.460768893,5.757451768,6.657951958,5.385403678,5.235297899,9.926541451,9.036103964,9.141390751,8.370602188,6.002299377,7.290317374,7.377978371,5.204501565,5.170640253,5.171961935,3.930538075,8.616639171,5.900787618,10.84372029,4.012892604,4.742107931,8.456572468,2.584981652,2.41035585,1.432801967,6.844167527,2.395857223,5.368259503,1.866719377,2.435215307,7.869799446,2.598069904,1.881756567,4.919636133,2.714718725,2.765465231,4.394250431,4.003007519,3.320494772,2.788905586,3.277494176,2.519716696,9.830954664,5.268156197,1.989514038,6.422915354,7.189825902,9.97903354,6.505872415,3.792466258,6.116225495,5.262714807,2.791549609,2.016574319,4.222779295,5.06590735,5.165884008,12.0472569,2.036149041,2.293520985,12.9054087,6.219334147,3.252251479,4.935288006,4.728177101,12.69786532,6.431457161,13.5780223,15.89365125,15.81213854,11.51069593,13.02078665,14.75036787,14.00923173,23.07017013,17.92334844,5.379341849,15.60654986,11.23933557,11.73461716,6.769585444,5.634432323,4.930791285,4.259937412,4.446405582,3.937687423,3.63592133,11.85869836,9.480230479,7.392003869,9.07686656,17.77355585,23.46098593,24.53923532,15.95711875,14.37800805,23.1984761,4.458360936,10.24648343,4.52358752,4.973677416,3.802504316,8.639171543,3.353244824,6.904523352,15.50586094,4.085737915,7.581370115,8.929542974,28.39193327,3.011948456,14.73910369,28.27841208,0.510157497,2.590085059,1.342658262,19.1783167,1.214508954,1.714982479,36.088805,2.518587604,39.97958363,22.72700313,20.19793011,40.45345408,16.72646132,23.69717557,13.90489009,4.08121747,18.32616998,18.13116613,36.82819799,8.443288267,2.245929867,18.90621116,23.36726475,12.17593758,6.213895592,42.05387236,4.257823499,40.45517726,8.997581586,41.47070807,17.98533177,14.28521494,45.95883996,56.02292658,25.59853551,25.3165012,8.567314908,36.87402301,3.433399116,2.002872437,0.497192968,27.19016004,35.22054583,162.9913442,16.58887814,3.244125396,18.68974259,31.38214441,0.675091494,21.55114465,4.610173351,1.060137144,34.98684895,16.13867345,22.24560385,2.588211033,45.09056912,32.67660481,28.00081347,18.41873294,10.99074205,35.97778599,39.33836892,14.66112485,48.64661557,9.153703336,1.893650002,31.62480491,4.914615407,5.545138083,2.345304734
428,5.548083491,6.611117115,9.558003704,7.40981937,10.12720803,6.728331513,7.761294339,5.219039084,9.712295742,7.284041707,8.185641612,8.558719474,5.786754667,6.672838273,5.422719149,5.253985993,9.964916669,9.067562834,9.173401742,8.557619292,6.012128849,7.388100982,7.472223989,5.230046038,5.169394469,5.171509231,4.079492935,8.821655842,6.087614821,10.9332049,4.078803917,4.948224424,8.525454336,2.662854333,2.533871495,1.429691491,7.130197654,2.390677999,5.4019066,1.936740727,2.428324734,8.019309025,2.609732849,1.880935119,4.962074634,2.766425582,2.860254689,4.374491489,4.078687221,3.451268365,2.840153868,3.346870183,2.60163642,9.952369678,5.326165597,2.014725489,6.610056793,7.389274215,10.12274801,6.57799155,3.928343809,6.260061656,5.339252027,2.889081563,2.08063317,4.368877241,5.244046547,5.327119324,12.02854954,2.027497013,2.287448805,12.96757382,6.222208358,3.249046196,4.932141858,4.73227349,12.76023021,6.535969552,14.1985675,16.75805525,16.63431153,12.12483745,13.71876188,15.41985787,14.53080972,23.92902782,18.39653297,5.889161432,16.08155078,11.68728133,12.5110681,7.405986738,6.153352572,5.366624208,4.735755049,4.955593137,4.405947339,4.090976626,12.52799793,10.01654852,8.020498761,9.525732019,18.57038543,24.17655466,25.28675184,16.88241769,15.16438836,24.08868542,4.920778799,10.74825203,4.828299654,5.198402475,4.123023626,8.956446443,3.773176337,7.486704752,16.23421232,4.4323233,7.952668747,9.363985432,28.52270441,3.078663527,15.91701348,28.70198649,0.524605369,2.585256757,1.361283551,19.56417106,1.186430559,1.676663441,36.38611608,2.718207419,40.41091868,22.76074484,20.66665993,41.19464354,16.95740923,24.66750844,14.05464016,4.114435306,18.35168492,18.5312923,37.84032811,8.522082547,2.220526255,19.53599092,23.44427873,12.74404804,6.309244238,42.70898643,4.307745252,40.56981102,9.038133557,41.79629312,18.33146853,14.35467306,46.13275219,57.66013346,25.97970024,26.22100588,8.400429395,37.70775507,3.476728743,1.90445951,0.478106466,27.79433059,35.44242245,163.5774351,17.30137706,3.292822093,18.83373131,32.88344763,0.690428562,22.45366388,4.667152142,1.073953401,35.05619415,16.61101401,22.31673572,2.606786239,45.48019347,33.21875968,28.63474312,18.81300433,10.80229836,36.45557018,39.97635381,14.81628896,49.53907557,9.81935391,1.923944946,31.85119913,4.789187863,5.525625169,2.359920162
429,5.571736193,6.622290639,9.590771053,7.517644024,10.32601439,6.74068503,7.875158406,5.230296871,9.74617312,7.396214725,8.332575722,8.659629556,5.813433935,6.684783741,5.457667161,5.269978888,10.00053451,9.096857752,9.203068767,8.752680944,6.01931304,7.488184733,7.568476898,5.252820927,5.163767745,5.166804101,4.23256251,9.034697767,6.282516261,11.02233844,4.143216851,5.162903742,8.592407277,2.74172278,2.658504882,1.422551334,7.431579276,2.382521629,5.431936279,2.007424064,2.418098995,8.171943202,2.616510736,1.876767824,5.003667969,2.81725448,2.953351375,4.351591076,4.154018402,3.584602975,2.89044967,3.412320148,2.684776301,10.07541443,5.381747962,2.037485991,6.804075937,7.5969916,10.27007278,6.649451353,4.067668961,6.407771984,5.41569508,2.987669507,2.142895617,4.520946154,5.429063296,5.494419447,12.00700349,2.017217775,2.27982404,13.02984687,6.222401985,3.243306613,4.925892647,4.73408219,12.82279114,6.642665861,14.85687973,17.67715405,17.50813062,12.77795068,14.46123519,16.13005982,15.08185029,24.83644138,18.89335093,6.431433443,16.58781182,12.16544079,13.34160973,8.086012297,6.705186356,5.829525105,5.241058033,5.496698556,4.901373691,4.570160561,13.24222948,10.5888216,8.690960592,10.00178238,19.41628724,24.93054005,26.07474782,17.87052901,16.00360005,25.03002673,5.412244885,11.28444315,5.148407274,5.431896938,4.460294338,9.292075804,4.215293429,8.107617692,17.01160621,4.802010062,8.346430486,9.824691722,28.64244776,3.146262427,17.18373231,29.11861619,0.537881352,2.579079156,1.378247881,19.94626344,1.160911371,1.640148491,36.6707539,2.9257529,40.82760006,22.77300733,21.1399539,41.91905467,17.1781569,25.68824257,14.19957838,4.146056014,18.3798478,18.93268565,38.87699367,8.600285503,2.196251359,20.18630391,23.50637766,13.3369596,6.402261956,43.34514623,4.356903108,40.67957731,9.07079528,42.08176408,18.67596875,14.42258477,46.30772856,59.33689964,26.36605398,27.16241452,8.249684782,38.55630978,3.519101459,1.812642002,0.461999279,28.40314385,35.63284625,164.1525465,18.0501816,3.343317809,18.96156773,34.46758836,0.70267593,23.39435303,4.724044984,1.086316695,35.11667427,17.09105379,22.37581846,2.623920088,45.84580125,33.75126262,29.27317099,19.21125688,10.63168686,36.92058583,40.60749038,14.96799634,50.42141378,10.52927585,1.954726136,32.06734483,4.674229041,5.504265176,2.373007438
430,5.594731764,6.631678407,9.622445494,7.628301103,10.53207922,6.751635806,7.992406271,5.240459714,9.778921125,7.511639558,8.484039134,8.763491676,5.839213259,6.695249943,5.492331402,5.285018618,10.03493597,9.125211574,9.231694112,8.955091172,6.025141043,7.591081278,7.667307568,5.274988329,5.155766955,5.159801769,4.390776521,9.256670791,6.485524457,11.11338708,4.20887273,5.386518189,8.659868693,2.822830795,2.786797278,1.413172346,7.747629389,2.372677303,5.460920703,2.080074996,2.405887087,8.329997824,2.621110209,1.870881096,5.046058879,2.868984203,3.047779719,4.326916382,4.230937869,3.722697509,2.941522658,3.477800369,2.770557368,10.20233668,5.437665579,2.05969721,7.005690863,7.813387273,10.42245455,6.722492385,4.212016687,6.560654278,5.493746421,3.089104697,2.205820297,4.679500984,5.622116625,5.669007979,11.98365614,2.005937016,2.271267168,13.09322006,6.221094182,3.236206738,4.917926418,4.734654047,12.88649649,6.752837685,15.54343222,18.63751467,18.42070695,13.46045381,15.23717832,16.87044392,15.65424274,25.77905113,19.406669,7.003337762,17.11990778,12.66860998,14.21712411,8.802364119,7.28711017,6.317232572,5.773635158,6.067273552,5.423129381,5.07415448,13.99450043,11.19135411,9.397140399,10.50261393,20.29890919,25.71258258,26.89210958,18.90866913,16.88498418,26.00909836,5.930024841,11.84931201,5.483291583,5.67508856,4.813368266,9.644012017,4.680257509,8.761943795,17.83002835,5.191366399,8.760666142,10.30933367,28.75250504,3.215049695,18.51751901,29.52670655,0.550348105,2.571956924,1.39405573,20.32238199,1.137590595,1.605366229,36.94407965,3.142904183,41.23091336,22.76859003,21.61509294,42.62389895,17.38823717,26.7433571,14.33911434,4.17645429,18.41093579,19.33414185,39.92715733,8.6775678,2.172915093,20.84979961,23.55623979,13.94889022,6.493737512,43.96196276,4.405654609,40.78532924,9.096725715,42.33414258,19.01672813,14.48900662,46.48309648,61.03353953,26.75566076,28.12979101,8.112930915,39.41319666,3.560565491,1.726782648,0.448558154,29.01243375,35.79575789,164.7165884,18.82479768,3.395168262,19.07464575,36.10996925,0.713714297,24.36147814,4.780649835,1.098122676,35.16958879,17.5773304,22.42446877,2.640423268,46.18991032,34.2710177,29.91164069,19.60910669,10.47657188,37.37119749,41.22662642,15.11687777,51.28958551,11.27269679,1.985825207,32.27343071,4.568510341,5.481972524,2.385552985
