wl,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20,Y_21,Y_22,Y_23,Y_24,Y_25,Y_26,Y_100,Y_101,Y_102,Y_103,Y_104,Y_105,Y_106,Y_107,Y_108,Y_109,Y_110,Y_111,Y_112,Y_113,Y_114,Y_115,Y_116,Y_117,Y_118,Y_119,Y_120,Y_121,Y_122,Y_123,Y_124,Y_125,Y_126,Y_127,Y_128,Y_129,Y_500,Y_501,Y_502,Y_503,Y_504,Y_505,Y_506,Y_507,Y_508,Y_509,Y_510,Y_511,Y_512,Y_514,Y_515,Y_517,Y_518,Y_519,Y_520,Y_521,Y_522,Y_142
402,5.204746875,6.246222677,8.803996531,5.884545683,7.435429263,6.370567691,6.173645355,5.146931178,8.932805517,5.885323842,6.315080135,7.092787418,5.375020484,6.317716485,5.16180604,5.099346564,9.142174408,8.39730833,8.485434654,6.108287156,5.763711616,6.081001246,6.194389745,5.181641743,5.115460238,5.107294089,2.510093871,7.170280949,4.246177733,10.20438813,3.901306201,3.048371686,7.915147139,1.956809515,1.696491215,1.393849956,4.895587495,2.429229049,5.145670547,1.365949395,2.419927453,7.071063682,2.569341025,1.917748651,4.810705406,2.467815341,2.015493261,4.777443567,3.467698431,2.702191168,2.483189681,3.100570777,2.021452323,9.127028778,5.031127393,1.906827649,4.841733823,5.587791903,8.818876056,6.170762889,2.877809692,4.960773458,4.632203542,2.121263552,1.64290807,3.199794234,4.075578396,4.343906996,12.25975493,2.133166727,2.3482934,12.14383092,6.07301623,3.301506098,4.942149746,4.586305281,11.93035177,5.614496855
403,5.20625131,6.251096652,8.823370892,5.904333434,7.478273957,6.376458332,6.194596629,5.135642905,8.952834806,5.900365385,6.337703454,7.118510392,5.377998735,6.323244535,5.15312204,5.091703897,9.16331079,8.414539402,8.503555833,6.137423962,5.766398255,6.095352488,6.209132307,5.165292155,5.10636281,5.098302818,2.509697782,7.154979251,4.241882963,10.20168286,3.874967781,3.04013939,7.906323356,1.950562065,1.67857644,1.391196778,4.868970327,2.424302851,5.138902422,1.358930862,2.418779984,7.041231521,2.559663084,1.910654182,4.787679424,2.454688072,2.010283278,4.757710111,3.455874385,2.677394232,2.471832584,3.079535779,2.012929913,9.106960703,5.018749036,1.896981915,4.837096401,5.579182945,8.813975471,6.155511576,2.861378011,4.951527558,4.625976267,2.11013409,1.630784427,3.184657961,4.048204896,4.314194515,12.24785535,2.126449777,2.342501491,12.14827546,6.075730519,3.295118628,4.937282875,4.586223831,11.93518327,5.610218049
404,5.206912232,6.256012603,8.841952755,5.92332843,7.518971664,6.382284393,6.214569953,5.12389269,8.972044849,5.913324619,6.357877687,7.143003097,5.379941141,6.328738417,5.142481801,5.083354513,9.183580807,8.431068291,8.520861786,6.1642297,5.769171728,6.10819073,6.22240106,5.14761819,5.09803404,5.090051191,2.505672831,7.132665833,4.232961435,10.19495767,3.844830213,3.026151736,7.894688818,1.941794273,1.655201332,1.388173705,4.833208899,2.418997896,5.130198067,1.349158236,2.417477667,7.005295421,2.548612139,1.90302567,4.762675689,2.438948276,2.001885479,4.737890532,3.44113242,2.646702418,2.458295847,3.053939973,2.000687001,9.081746064,5.002955724,1.885417885,4.827153063,5.564679197,8.804449796,6.136745724,2.840098985,4.937890054,4.617043925,2.095240493,1.615401333,3.164598155,4.013949899,4.278131262,12.237072,2.120226922,2.337229689,12.15199339,6.078144693,3.288531696,4.932119586,4.586424631,11.93929482,5.602339798
405,5.207226202,6.261190113,8.860167368,5.942510946,7.559226999,6.388257419,6.234596344,5.112135118,8.990875244,5.925525587,6.377221343,7.167176481,5.381424545,6.334409122,5.130838935,5.074807843,9.203449357,8.447271722,8.537758187,6.190556433,5.772183364,6.120622299,6.235263805,5.129408777,5.090553161,5.082627843,2.500181752,7.106767271,4.222080317,10.18597402,3.812654874,3.00952031,7.881688199,1.931863565,1.628887582,1.38500607,4.792887959,2.41350864,5.120486941,1.337969401,2.416123398,6.966239597,2.536857854,1.895163064,4.736818558,2.421827813,1.992009557,4.718125812,3.424991423,2.612814357,2.443705187,3.025749906,1.986365761,9.053835518,4.985229133,1.872930224,4.814741193,5.547360724,8.792650346,6.116090119,2.816418065,4.922213615,4.606823561,2.078435645,1.598271933,3.142096964,3.976094221,4.238765833,12.22720725,2.114438839,2.332427498,12.15573373,6.080427575,3.281917135,4.926861181,4.586977189,11.94342923,5.592639912
406,5.207689782,6.266848768,8.878439977,5.962861257,7.600744578,6.394588953,6.255706819,5.100824776,9.009765593,5.938292334,6.397352929,7.191941489,5.383025793,6.340467641,5.119147052,5.06657332,9.223381337,8.463526416,8.554650711,6.218256224,5.775584487,6.13375352,6.248788339,5.111452849,5.083999406,5.076121409,2.495387279,7.080710139,4.21190678,10.17649336,3.780203139,2.993356695,7.868766171,1.922127371,1.602156882,1.381919209,4.752592255,2.408029534,5.110698503,1.326702239,2.414820076,6.927048269,2.525069896,1.887366313,4.71123239,2.404558543,1.982365202,4.698556931,3.408970279,2.578428681,2.429186322,2.996932121,1.971608362,9.025679724,4.967050944,1.860313599,4.802698173,5.530307592,8.780928436,6.095169546,2.792780703,4.906850909,4.596732216,2.061572429,1.580909375,3.119636539,3.937918682,4.199146827,12.21806349,2.109026208,2.328044427,12.16024549,6.082747988,3.275446776,4.921708959,4.587951015,11.9483293,5.582896195
407,5.208799536,6.273208152,8.897195832,5.985359638,7.645229017,6.401490537,6.278932395,5.09041625,9.029155494,5.952948903,6.419890953,7.218209067,5.385321731,6.347124964,5.108359762,5.059160379,9.243841644,8.480209096,8.571945033,6.249181137,5.779526426,6.14869072,6.264042461,5.094539338,5.078452009,5.070620525,2.493452145,7.057921011,4.205107994,10.16827712,3.749236386,2.980772475,7.857367406,1.913943121,1.577530924,1.379138457,4.716906535,2.402755034,5.101762212,1.316694635,2.413670597,6.890705653,2.51391793,1.879935364,4.687041543,2.388372327,1.974662105,4.679324872,3.394587873,2.54624402,2.415864967,2.969453164,1.958056978,8.99972934,4.949902832,1.848362675,4.793861387,5.516599864,8.771635383,6.075608793,2.771632351,4.894154602,4.588186934,2.046503728,1.564826804,3.099699026,3.902704097,4.162322837,12.20944312,2.103929709,2.324029982,12.16627767,6.085274758,3.269292454,4.916864222,4.589415618,11.95473782,5.574886457
408,5.211052024,6.280487849,8.916860181,6.010986363,7.694384931,6.409173716,6.305304089,5.081364127,9.049484548,5.970819338,6.446453922,7.246890161,5.388889202,6.354592081,5.099430677,5.053078451,9.265295174,8.497696485,8.590046827,6.285183233,5.784160507,6.166540226,6.282093971,5.079457175,5.073990203,5.066213824,2.496539084,7.041826463,4.204351129,10.16308678,3.721515992,2.974879234,7.848936577,1.908668242,1.5575314,1.37688915,4.690415547,2.39787959,5.094607525,1.309284471,2.41277786,6.860195969,2.504071621,1.873170168,4.665370374,2.374501025,1.970609958,4.660570615,3.383363093,2.518959007,2.404866841,2.945279579,1.947353779,8.978435024,4.935266478,1.837872119,4.791068219,5.509317606,8.7671225,6.059032645,2.755418462,4.886477362,4.582604758,2.035082426,1.551537368,3.084766576,3.873731285,4.131342463,12.20114851,2.099090021,2.320333668,12.17457929,6.088176708,3.263625999,4.91252827,4.591440508,11.96339761,5.570388504
409,5.214943809,6.288907443,8.93785827,6.040721707,7.749916936,6.417850033,6.335852917,5.074122991,9.071192355,5.993227683,6.478660344,7.278895717,5.394305052,6.363079983,5.093313406,5.048836971,9.288206825,8.516365304,8.609361769,6.328114578,5.789638056,6.188408364,6.304010667,5.066995291,5.07069322,5.062989942,2.50681083,7.035853068,4.212303354,10.16268377,3.698803333,2.978788556,7.844918358,1.907660163,1.544680002,1.375396622,4.67770404,2.393597659,5.090163903,1.305809632,2.412244761,6.838503434,2.496200635,1.867370671,4.647343241,2.364176497,1.971918451,4.642435143,3.376814825,2.499272274,2.397317661,2.926377911,1.941140938,8.964247435,4.92462356,1.829636595,4.79715605,5.511540882,8.769741103,6.047065889,2.746584487,4.886171857,4.581402731,2.029161407,1.542554214,3.077321337,3.854281064,4.109254299,12.19298205,2.094447823,2.316904994,12.18589937,6.091622661,3.258619245,4.908902404,4.594095193,11.97505145,5.571180143
410,5.220971454,6.298686519,8.960615349,6.075545944,7.813529646,6.427731031,6.371609896,5.069147431,9.094718515,6.021497982,6.518128727,7.315136682,5.402146127,6.37279966,5.090961561,5.046945371,9.313041494,8.536592277,8.630295531,6.379827233,5.796110402,6.21540146,6.330860348,5.057942617,5.068640295,5.061037514,2.526430117,7.043427401,4.231631841,10.16882955,3.682859786,2.995612026,7.84675742,1.912276314,1.541498422,1.374886208,4.683356762,2.390103691,5.089360803,1.307607999,2.412174198,6.828612265,2.490974638,1.862836823,4.634084504,2.358630603,1.980297275,4.625059437,3.376461953,2.48988245,2.394343143,2.914714706,1.941060625,8.959617231,4.919455755,1.824450769,4.814962265,5.526349758,8.781842507,6.041333311,2.747575878,4.895590754,4.585997896,2.030593554,1.539390486,3.079845457,3.847634251,4.099106942,12.18474613,2.089943795,2.313693465,12.2009869,6.095781443,3.254444025,4.906187925,4.597449183,11.99044216,5.579039181
411,5.22963152,6.310044662,8.985556665,6.116439349,7.886927679,6.439028254,6.413606044,5.066892031,9.120502628,6.056954279,6.566477579,7.356524,5.41298927,6.383962103,5.093328752,5.047913084,9.340264077,8.558754126,8.65325379,6.442173262,5.803728869,6.248625842,6.363710813,5.053088087,5.067910661,5.060445174,2.557559677,7.067976038,4.265003759,10.18328557,3.675446728,3.028461226,7.855898436,1.923874123,1.550508351,1.375583244,4.711958461,2.387592142,5.093127685,1.316017457,2.412669068,6.83350668,2.489063295,1.859868572,4.626718519,2.359095204,1.997456122,4.608584478,3.383823365,2.493488169,2.397069004,2.912256508,1.948755014,8.966995069,4.921244743,1.823109308,4.847324247,5.556824298,8.805778027,6.043459699,2.760838087,4.917086721,4.597807295,2.04123175,1.543559333,3.094821086,3.857071664,4.103948989,12.17624313,2.085518616,2.310648589,12.22059091,6.100821876,3.251272171,4.904586132,4.601571987,12.01031254,5.595743427
412,5.24142057,6.323201455,9.013107466,6.164382197,7.971815649,6.451953244,6.462872376,5.067811379,9.148984293,6.100920618,6.625325407,7.403968619,5.427411327,6.396778301,5.10136859,5.052249545,9.370339473,8.583227574,8.67864222,6.517004729,5.812644787,6.289187836,6.40362986,5.05322063,5.06858355,5.061301558,2.602362246,7.112925551,4.315086277,10.20781327,3.678325535,3.080447741,7.873786078,1.943811019,1.574231483,1.377713065,4.768093885,2.386257464,5.102394008,1.33237589,2.413832269,6.856170899,2.491136271,1.858765866,4.626369644,2.366802159,2.025104683,4.593151247,3.400417946,2.512788062,2.406620961,2.920969861,1.965866274,8.988831609,4.9314722,1.826406878,4.897079378,5.606044567,8.843898978,6.055069837,2.788816565,4.953012424,4.618247972,2.06292888,1.556573901,3.124730372,3.88587412,4.126829037,12.16727544,2.081112965,2.307719872,12.2454604,6.106912786,3.249275515,4.904298327,4.606533114,12.03540538,5.623070686
413,5.256835167,6.338376483,9.043693,6.220354763,8.069898171,6.466717546,6.520439909,5.07236006,9.180603111,6.154721043,6.696290718,7.458381484,5.445989144,6.411459246,5.116034685,5.060464185,9.403732577,8.610389343,8.706866495,6.606173697,5.82300948,6.338193768,6.451685289,5.059129179,5.070738196,5.0636953,2.663000556,7.181702517,4.384546567,10.24417411,3.693257583,3.154683156,7.90186502,1.97344443,1.615189508,1.381501005,4.856347782,2.38629411,5.11808923,1.35802118,2.415766699,6.899589137,2.497863233,1.859828654,4.634162239,2.382983329,2.064952648,4.578900727,3.427764582,2.55048076,2.424124732,2.942821312,1.994036579,9.027577509,4.951619807,1.835138143,4.967065041,5.677090631,8.898556676,6.077788512,2.833956765,5.005720532,4.64873697,2.097537826,1.579947336,3.172055464,3.937322437,4.170795681,12.15764544,2.076667521,2.30485682,12.27634439,6.114222995,3.24862589,4.905525811,4.612402075,12.06646348,5.662798767
414,5.27257898,6.353841858,9.074936722,6.280545028,8.175484207,6.481776607,6.582793432,5.077361377,9.212902436,6.212176412,6.772228685,7.516415147,5.464881872,6.426430833,5.130944892,5.069028319,9.437840621,8.638140995,8.735612927,6.703010446,5.833570308,6.391011221,6.503368394,5.065067245,5.073385793,5.066695874,2.729519166,7.256604964,4.462016078,10.28061558,3.708524752,3.236646826,7.93160659,2.005557663,1.658141047,1.385071914,4.955408516,2.386470629,5.133308706,1.385382194,2.417538684,6.947253873,2.503950183,1.860739199,4.644266394,2.400079703,2.105190186,4.564770934,3.457364667,2.590390715,2.442788016,2.963206113,2.02339836,9.069166515,4.970907807,1.843707924,5.043577331,5.755401403,8.957026238,6.100993714,2.883131924,5.063359204,4.681475823,2.134459674,1.604083861,3.224880211,3.993819153,4.219385718,12.14807844,2.072439772,2.302301894,12.30983507,6.121507387,3.24802182,4.906856331,4.618535901,12.1001409,5.704933917
415,5.285607203,6.368052474,9.104564109,6.340922364,8.282258337,6.495730763,6.646062745,5.079912207,9.243531061,6.267085834,6.845860288,7.574471002,5.480544585,6.440272195,5.140211243,5.074709691,9.470173574,8.664472677,8.762674636,6.800294614,5.843216666,6.442852183,6.554030513,5.065818202,5.075701035,5.069510257,2.791893915,7.320326702,4.535802988,10.30628414,3.713300133,3.311766531,7.954936256,2.033142217,1.688717173,1.386762582,5.043864675,2.385638847,5.141808718,1.407214084,2.4183314,6.983294211,2.504665434,1.859414944,4.650991325,2.410989084,2.134988556,4.549802511,3.481067863,2.617241329,2.456204006,2.968912884,2.044636625,9.100186315,4.97954877,1.847004045,5.112989757,5.826418896,9.007005579,6.114835988,2.923626277,5.114270582,4.708957492,2.163578164,1.620028388,3.271333665,4.038314283,4.256675273,12.1393518,2.068691808,2.300295276,12.34249257,6.127636834,3.246288279,4.906997222,4.624373881,12.13305098,5.739899053
416,5.29679368,6.381502087,9.133153443,6.402139125,8.390988606,6.509008896,6.710746381,5.080877493,9.273086741,6.320740734,6.918602745,7.633083258,5.493998008,6.453424184,5.145528615,5.078462374,9.501365446,8.689893989,8.788617514,6.899052297,5.852312934,6.494589586,6.604529509,5.062965771,5.078008413,5.072433339,2.852184459,7.376887972,4.608089555,10.32428967,3.710681927,3.383076492,7.9739799,2.057867809,1.710748259,1.387116256,5.126151346,2.384118144,5.145510111,1.425344165,2.41842301,7.01164931,2.501522111,1.856508607,4.655670075,2.417628553,2.157529087,4.534290373,3.500915463,2.635079652,2.466076656,2.963998214,2.060222409,9.124068476,4.980512859,1.846545677,5.178255826,5.893227818,9.051480208,6.122098952,2.958501772,5.161098308,4.733036153,2.187470159,1.630255093,3.313965779,4.074909859,4.286521932,12.13134598,2.065371211,2.298783055,12.37501774,6.132954146,3.243786772,4.906329168,4.630108904,12.16587544,5.770096985
417,5.307012256,6.394684453,9.161283006,6.464847667,8.50244306,6.522039886,6.777342873,5.08112218,9.302167235,6.374432533,6.991873277,7.692786123,5.506262864,6.466327648,5.148591886,5.081240445,9.532050243,8.714914529,8.814007448,7.000309591,5.861223494,6.547096364,6.655723242,5.058093674,5.080632415,5.075760007,2.912450457,7.430309016,4.681058037,10.33774205,3.703768332,3.453610932,7.990863405,2.081404158,1.728064678,1.386676183,5.206703616,2.382227894,5.146333732,1.44159975,2.41809168,7.036258329,2.496033341,1.852672904,4.659635686,2.421915191,2.175993107,4.518529436,3.518948759,2.647952736,2.474109923,2.952518695,2.072626748,9.144244566,4.976770235,1.843851992,5.242329048,5.958912882,9.093435633,6.125566227,2.990820356,5.206486026,4.755565984,2.208712526,1.637238156,3.355326504,4.107707915,4.312783281,12.12394143,2.062425567,2.29771132,12.40811147,6.137802132,3.240878804,4.905232852,4.635933859,12.19929603,5.797930523
418,5.317136775,6.408093327,9.189531081,6.529700345,8.617389746,6.535252612,6.846350756,5.081511213,9.3313703,6.429452655,7.067089102,7.754113808,5.51835988,6.479423438,5.151095931,5.083997979,9.562861973,8.740043896,8.83941033,7.105092593,5.870312728,6.601245448,6.708469575,5.052785631,5.083897529,5.079785152,2.974751566,7.484610074,4.756890693,10.34975116,3.695657549,3.526404071,8.007712654,2.105420983,1.744496802,1.385985613,5.289956572,2.380287475,5.146200425,1.457808152,2.417615575,7.061060428,2.489712251,1.848560555,4.6642212,2.425766077,2.193561944,4.502814618,3.537209045,2.659907634,2.482007761,2.938530917,2.084320675,9.16414615,4.971291063,1.84044216,5.30816293,6.026558795,9.135857362,6.128021431,3.02364398,5.253077376,4.778401162,2.229882129,1.643451753,3.397965791,4.140810481,4.339316909,12.11701861,2.059802458,2.297026162,12.44247461,6.1425236,3.237925881,4.904088959,4.642041637,12.23399448,5.825802475
419,5.328041081,6.422222466,9.218475949,6.597349513,8.736596709,6.549075954,6.918268563,5.082909536,9.361293693,6.487092523,7.14566744,7.817600521,5.53130978,6.493152404,5.154735627,5.08768905,9.594434645,8.76579169,8.865392048,7.214427398,5.879945015,6.657909772,6.76362637,5.048625365,5.088128244,5.084803661,3.041147442,7.54381139,4.837769781,10.36342687,3.689447777,3.60449013,8.026653528,2.131588,1.763875003,1.385587791,5.3803453,2.378616264,5.147031039,1.475796685,2.417272858,7.089994765,2.484071967,1.844824275,4.670759659,2.431098292,2.213416927,4.487440832,3.557737612,2.674991395,2.491474127,2.926091471,2.097775227,9.187204797,4.967045504,1.837835354,5.37871098,6.099250269,9.181730906,6.132248184,3.060034589,5.303516001,4.803395866,2.253555834,1.651370064,3.444433593,4.178319592,4.369980402,12.11045799,2.057449468,2.296673669,12.47880805,6.14746136,3.235289507,4.903278171,4.648625128,12.27065255,5.856115651
420,5.340599018,6.437565625,9.248695892,6.668447528,8.860831995,6.563938793,6.993594827,5.086182094,9.39253517,6.54864356,7.22902551,7.883780471,5.546133289,6.507955394,5.161205853,5.093267734,9.627402267,8.792667508,8.892518492,7.329340103,5.890484737,6.717962268,6.82205149,5.047196598,5.093649049,5.091110424,3.113697743,7.611933205,4.925877559,10.38187907,3.688237216,3.69090333,8.049811912,2.161574928,1.790029656,1.386025967,5.482304889,2.377533638,5.150746418,1.497392664,2.417341696,7.127000498,2.480625616,1.842116784,4.680584107,2.439828917,2.238739384,4.472702997,3.582575753,2.697251073,2.504212976,2.919256947,2.115461438,9.216852074,4.967003721,1.837550744,5.456926707,6.180072013,9.234041772,6.141030105,3.103054134,5.360445543,4.832404272,2.282310506,1.663467266,3.497279861,4.224337279,4.408631347,12.10414001,2.05531418,2.296599931,12.51781264,6.15295822,3.233331189,4.903181172,4.655877222,12.30995196,5.891272862
421,5.355684432,6.45461656,9.280769193,6.743646743,8.99086365,6.580270008,7.072828084,5.092193831,9.42569249,6.615397189,7.318580531,7.953187867,5.563851131,6.524273259,5.172201484,5.101688107,9.662398845,8.82118095,8.921355551,7.450856804,5.902296276,6.782275869,6.884602795,5.05008305,5.100784431,5.099000329,3.194462126,7.692995759,5.023396287,10.40821763,3.695124065,3.788677893,8.079313687,2.197051486,1.826791132,1.387843388,5.600270425,2.377358973,5.159267408,1.524423401,2.418100253,7.176016789,2.480886324,1.841090797,4.695027586,2.453875032,2.272710644,4.458896029,3.613764761,2.730733719,2.521928263,2.922083936,2.139850342,9.256519547,4.974135878,1.841107502,5.545763619,6.272108737,9.295775469,6.157150814,3.155764562,5.426509644,4.867280558,2.318723011,1.682217536,3.559054547,4.282965575,4.459127331,12.09794515,2.053344179,2.296751037,12.56018927,6.159356991,3.232412432,4.904178646,4.663990807,12.35257446,5.933676916
422,5.374171166,6.473869028,9.315274134,6.823599515,9.12745972,6.59849848,7.156466865,5.101809692,9.461363409,6.688644832,7.415749723,8.026356918,5.585484032,6.542546849,5.189417398,5.113904243,9.700058389,8.851841614,8.952469116,7.580003597,5.915744012,6.851723508,6.952138148,5.058868444,5.10985888,5.108768266,3.285500249,7.791019295,5.132508222,10.44555244,3.713206523,3.90084804,8.117284735,2.239687392,1.877989803,1.391583302,5.738676995,2.378411646,5.174514856,1.55871621,2.419826694,7.240982794,2.486367218,1.842399034,4.715423138,2.475153717,2.318512034,4.446314842,3.653345928,2.779486385,2.546323945,2.938629029,2.173412976,9.309638785,4.991412136,1.8500248,5.648175224,6.378445152,9.369917506,6.18339393,3.221227821,5.504351947,4.909878901,2.365370212,1.710095054,3.632307604,4.358306513,4.525325941,12.09175385,2.051487048,2.297073076,12.60663879,6.16700048,3.23289474,4.906651277,4.673158776,12.39920178,5.985730624
423,5.396933065,6.495816783,9.352788997,6.908958199,9.271388251,6.619053089,7.245009706,5.115894621,9.500145684,6.769677913,7.521950305,8.103821834,5.612052715,6.563217013,5.21454847,5.130870218,9.741014907,8.885159101,8.986425075,7.71780658,5.931192327,6.927178117,7.025515411,5.075136501,5.121196885,5.120709124,3.388871767,7.910024055,5.255395623,10.49699337,3.745582791,4.030447992,8.16585094,2.291152363,1.947456044,1.397788955,5.901959685,2.381011034,5.198409608,1.602098404,2.422799184,7.325837674,2.498581423,1.846694211,4.743103805,2.505582054,2.379324884,4.435254354,3.703360547,2.847556122,2.579103975,2.972948815,2.218620374,9.379641354,5.02180266,1.865821808,5.767115031,6.502165967,9.459453391,6.222543071,3.302505859,5.596616092,4.96205348,2.424828975,1.749573997,3.719588982,4.454462125,4.611084763,12.08544657,2.04969037,2.297512139,12.65786208,6.176231498,3.23513962,4.910979747,4.683574016,12.45051566,6.049836794
424,5.424843973,6.520953583,9.393892063,7.000375149,9.423417289,6.642362714,7.338955139,5.135313563,9.542637072,6.859787855,7.638599497,8.186116823,5.644577908,6.586724602,5.24928958,5.153540107,9.785902405,8.921643007,9.023789319,7.865291847,5.949005601,7.009512629,7.105592446,5.100470943,5.135122934,5.135117791,3.506636339,8.054030279,5.394240748,10.56565032,3.795351068,4.18051197,8.227138184,2.353116118,2.039020225,1.407003597,6.094553583,2.385476514,5.23287251,1.656397298,2.427295887,7.434520588,2.519042068,1.854629046,4.779402631,2.547077122,2.458330521,4.426009481,3.76584991,2.938989982,2.621972311,3.029099886,2.27794357,9.469958821,5.068277611,1.890017698,5.905536546,6.646355892,9.567368634,6.277381858,3.402660626,5.705945723,5.025658471,2.499676167,1.803128543,3.823448633,4.575534444,4.720261386,12.07890378,2.047901729,2.298014314,12.71456002,6.187392852,3.239508577,4.91754474,4.695429418,12.50719785,6.128398236
425,5.458777735,6.549773182,9.439161616,7.098502721,9.584314879,6.668856236,7.438801699,5.160931463,9.589435331,6.960266081,7.767114518,8.273776094,5.684080333,6.613510464,5.295335602,5.182867985,9.835354892,8.961802934,9.065127737,8.023485495,5.969548216,7.099599977,7.193227115,5.136455491,5.151961515,5.152289156,3.640853622,8.22705821,5.551225856,10.65463314,3.865609554,4.354074195,8.30327235,2.427248375,2.156512721,1.419770475,6.320893776,2.392127462,5.279824408,1.723440205,2.433594969,7.570970694,2.549262277,1.866856257,4.825652657,2.601556002,2.558710275,4.418875139,3.842855309,3.057835018,2.676632907,3.111138833,2.3538536,9.584022754,5.133807152,1.924131641,6.06639328,6.814099637,9.696648743,6.35069391,3.524754069,5.834984481,5.102548052,2.59248865,1.873232869,3.94643651,4.725625501,4.856713396,12.07200594,2.046068709,2.298525691,12.77743346,6.200827352,3.246363116,4.926726941,4.708917873,12.56993008,6.22381776
426,5.493044749,6.57656927,9.483597244,7.200732442,9.755360766,6.693816944,7.543236308,5.18613284,9.635372051,7.06674413,7.903401069,8.365785278,5.723801552,6.638663216,5.343637059,5.212172574,9.883867858,9.001258283,9.105733511,8.192325598,5.98853553,7.194321256,7.28516957,5.174025415,5.165498226,5.166206985,3.78466821,8.418741909,5.722002136,10.75161843,3.94274159,4.544181957,8.383324272,2.506860934,2.285416681,1.430091912,6.574171899,2.396770107,5.328422827,1.796054406,2.437421717,7.721118618,2.578815261,1.877605751,4.874709722,2.660355126,2.665958569,4.409500712,3.925042484,3.190083292,2.734975154,3.200235826,2.437596099,9.708921613,5.204957478,1.959949977,6.241933542,6.998237447,9.837482683,6.430853388,3.658461336,5.974965703,5.184380966,2.69328239,1.948260431,4.082137368,4.893486678,5.009489899,12.06208817,2.042548169,2.297420106,12.84235932,6.212600196,3.251748455,4.933945049,4.720742177,12.63474807,6.327837096
427,5.522333172,6.596446953,9.522745187,7.304343417,9.936657653,6.713175427,7.650693747,5.204909894,9.675843787,7.174443757,8.042746748,8.460768893,5.757451768,6.657951958,5.385403678,5.235297899,9.926541451,9.036103964,9.141390751,8.370602188,6.002299377,7.290317374,7.377978371,5.204501565,5.170640253,5.171961935,3.930538075,8.616639171,5.900787618,10.84372029,4.012892604,4.742107931,8.456572468,2.584981652,2.41035585,1.432801967,6.844167527,2.395857223,5.368259503,1.866719377,2.435215307,7.869799446,2.598069904,1.881756567,4.919636133,2.714718725,2.765465231,4.394250431,4.003007519,3.320494772,2.788905586,3.277494176,2.519716696,9.830954664,5.268156197,1.989514038,6.422915354,7.189825902,9.97903354,6.505872415,3.792466258,6.116225495,5.262714807,2.791549609,2.016574319,4.222779295,5.06590735,5.165884008,12.0472569,2.036149041,2.293520985,12.9054087,6.219334147,3.252251479,4.935288006,4.728177101,12.69786532,6.431457161
428,5.548083491,6.611117115,9.558003704,7.40981937,10.12720803,6.728331513,7.761294339,5.219039084,9.712295742,7.284041707,8.185641612,8.558719474,5.786754667,6.672838273,5.422719149,5.253985993,9.964916669,9.067562834,9.173401742,8.557619292,6.012128849,7.388100982,7.472223989,5.230046038,5.169394469,5.171509231,4.079492935,8.821655842,6.087614821,10.9332049,4.078803917,4.948224424,8.525454336,2.662854333,2.533871495,1.429691491,7.130197654,2.390677999,5.4019066,1.936740727,2.428324734,8.019309025,2.609732849,1.880935119,4.962074634,2.766425582,2.860254689,4.374491489,4.078687221,3.451268365,2.840153868,3.346870183,2.60163642,9.952369678,5.326165597,2.014725489,6.610056793,7.389274215,10.12274801,6.57799155,3.928343809,6.260061656,5.339252027,2.889081563,2.08063317,4.368877241,5.244046547,5.327119324,12.02854954,2.027497013,2.287448805,12.96757382,6.222208358,3.249046196,4.932141858,4.73227349,12.76023021,6.535969552
429,5.571736193,6.622290639,9.590771053,7.517644024,10.32601439,6.74068503,7.875158406,5.230296871,9.74617312,7.396214725,8.332575722,8.659629556,5.813433935,6.684783741,5.457667161,5.269978888,10.00053451,9.096857752,9.203068767,8.752680944,6.01931304,7.488184733,7.568476898,5.252820927,5.163767745,5.166804101,4.23256251,9.034697767,6.282516261,11.02233844,4.143216851,5.162903742,8.592407277,2.74172278,2.658504882,1.422551334,7.431579276,2.382521629,5.431936279,2.007424064,2.418098995,8.171943202,2.616510736,1.876767824,5.003667969,2.81725448,2.953351375,4.351591076,4.154018402,3.584602975,2.89044967,3.412320148,2.684776301,10.07541443,5.381747962,2.037485991,6.804075937,7.5969916,10.27007278,6.649451353,4.067668961,6.407771984,5.41569508,2.987669507,2.142895617,4.520946154,5.429063296,5.494419447,12.00700349,2.017217775,2.27982404,13.02984687,6.222401985,3.243306613,4.925892647,4.73408219,12.82279114,6.642665861
