wl,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20,Y_21,Y_22,Y_23,Y_24,Y_25,Y_26,Y_100,Y_101,Y_102,Y_103,Y_104,Y_105,Y_106,Y_107,Y_108,Y_109,Y_110,Y_111,Y_112,Y_113,Y_114,Y_115,Y_116,Y_117,Y_118,Y_119,Y_120,Y_121,Y_122,Y_123,Y_124,Y_125,Y_126,Y_127,Y_128,Y_129,Y_500,Y_501,Y_502,Y_503,Y_504,Y_505,Y_506,Y_507,Y_508,Y_509,Y_510,Y_511,Y_512,Y_514,Y_515,Y_517,Y_518,Y_519,Y_520,Y_521,Y_522,Y_142
310,5.595451391,5.242556121,5.566101314,5.278628432,5.372064777,5.246006811,5.065564124,7.357082233,5.585304663,5.07032506,5.135846555,5.103922209,5.616451939,5.241774093,5.363248627,5.437254838,5.615281608,5.507789994,5.516940634,5.540842649,5.160190199,5.137493117,5.098344499,9.538356317,5.859668422,5.755907006,2.820199654,9.183749676,6.012569619,10.25829364,7.047527417,4.428736715,8.977238389,2.055310442,2.110199882,1.639163281,7.698550847,3.421154814,5.935927385,1.831366552,2.534249106,10.89176228,3.073196635,2.283410513,8.175833131,3.021593505,3.057289173,7.858302505,4.496210118,4.565789037,3.380014751,4.861793551,2.481664719,10.42628836,5.485178709,2.53510388,5.861046895,7.233487142,10.08576325,8.131084003,4.719680848,6.493185009,4.921914877,2.250573997,2.088845998,4.747700374,7.254709854,7.775974286,15.11865546,3.654406293,3.723857919,12.75566002,5.504516559,4.5744985,5.900602518,4.783481817,12.48138668,6.649966735
311,5.576890786,5.254764121,5.594880562,5.26903157,5.358259861,5.258427135,5.076096455,7.32862232,5.615060286,5.073031143,5.136034949,5.107059664,5.59004437,5.25397116,5.376546142,5.452034001,5.646554914,5.533612676,5.541567019,5.516280135,5.168235805,5.13424533,5.097153725,9.453810114,5.877302439,5.777939913,2.85271701,9.145729904,6.001910354,10.25258203,6.998233043,4.434000078,9.007155261,2.083846379,2.142625206,1.65521823,7.680272867,3.40855233,5.947935269,1.842671784,2.541004736,10.85283426,3.103774516,2.297839768,8.121699581,3.0649578,3.065032947,7.809752859,4.497341232,4.555421005,3.377313757,4.841759183,2.476090591,10.44324349,5.507494867,2.538961998,5.857383258,7.215134132,10.07259083,8.092277652,4.708618685,6.500501557,4.957653809,2.28473083,2.112253178,4.746243811,7.208066464,7.726732326,15.09526445,3.651169668,3.725036961,12.74593206,5.518911482,4.549488508,5.880641783,4.790309072,12.47242289,6.635055176
312,5.558626002,5.267252677,5.624149609,5.260471615,5.346205855,5.271110963,5.08706611,7.300140375,5.645322225,5.076172478,5.136970211,5.111149609,5.564354357,5.266432907,5.389337222,5.466308161,5.678363806,5.559868453,5.566735011,5.49332403,5.176478102,5.131859567,5.096805029,9.36988654,5.894387049,5.799290627,2.884068671,9.107902294,5.990797564,10.24676907,6.949288355,4.438397975,9.035424833,2.111241364,2.17373114,1.67047776,7.661337009,3.39566588,5.958950458,1.853246415,2.54734898,10.81349941,3.132983101,2.311506743,8.06804664,3.105936257,3.071937493,7.761478724,4.498069631,4.544571146,3.374462848,4.821452175,2.470310193,10.45898476,5.528571759,2.542409427,5.853342059,7.196546382,10.05905736,8.053928191,4.697096225,6.506762475,4.991930348,2.317594788,2.13455753,4.74407042,7.161626234,7.677677048,15.07131814,3.647236238,3.72541931,12.73640902,5.532893466,4.524613005,5.860771403,4.796833892,12.46366674,6.619951451
313,5.540690899,5.280020337,5.653934787,5.25290099,5.335843848,5.284060439,5.098446914,7.271656001,5.676117706,5.079735598,5.13862838,5.116173891,5.539406455,5.279160451,5.40164417,5.480086897,5.710736926,5.58658091,5.592460408,5.471906593,5.184914143,5.130313306,5.097278931,9.286625917,5.910913314,5.81995466,2.914271863,9.070320934,5.979250369,10.24088305,6.900680462,4.441962336,9.062093847,2.137535765,2.203544809,1.68496948,7.641766028,3.382541777,5.969011636,1.863121758,2.55330049,10.77378033,3.160851074,2.324446353,8.014887718,3.144664035,3.078019242,7.713492309,4.498397895,4.533255298,3.371461805,4.800900064,2.464357406,10.4735478,5.548460177,2.545451341,5.848955411,7.177761003,10.04519864,8.01602678,4.685128071,6.512006208,5.024785804,2.349199754,2.155790421,4.741204669,7.115391417,7.628815641,15.04684629,3.642627971,3.725027455,12.72708822,5.546507136,4.499908817,5.84103426,4.803069009,12.45511496,6.604692616
314,5.523126795,5.293048194,5.684249382,5.246219723,5.327042063,5.297263382,5.110181314,7.243196739,5.707460467,5.083682633,5.140948182,5.122077048,5.515216759,5.29213991,5.413499725,5.493385866,5.743688705,5.613762005,5.618741001,5.45188434,5.19352759,5.129542583,5.098516129,9.204083003,5.926870029,5.839929718,2.943362712,9.033055684,5.967304244,10.23497281,6.852394595,4.444753157,9.087247145,2.162806945,2.232125568,1.698746372,7.621611467,3.369252273,5.978192448,1.872354362,2.558897255,10.73371705,3.187442437,2.336719468,7.962226278,3.181371972,3.083321971,7.665809465,4.498336821,4.521505592,3.368306939,4.78015299,2.458284372,10.48700039,5.567255428,2.548105003,5.84426885,7.158833729,10.03107697,7.978561101,4.672746773,6.516302587,5.056297814,2.379615128,2.176014834,4.737697391,7.069367196,7.580159924,15.02189988,3.637392757,3.72391399,12.71795564,5.559816108,4.475423957,5.821484544,4.809036182,12.44675253,6.589336472
315,5.505935293,5.306322917,5.715079997,5.240392707,5.319750581,5.310708434,5.122248028,7.214766197,5.739336656,5.087996162,5.14390336,5.128832068,5.491775372,5.305359531,5.424909343,5.506208772,5.777204552,5.641399783,5.645560725,5.433206174,5.202308445,5.129517679,5.100487806,9.122263699,5.942256814,5.859218367,2.971353484,8.99611161,5.954969476,10.22905105,6.804430651,4.446788414,9.110908093,2.187078798,2.259495138,1.711824739,7.600892913,3.35581173,5.986515289,1.880959849,2.564152062,10.69331994,3.212780993,2.348341994,7.910052285,3.216117753,3.087865069,7.618431347,4.497892424,4.509332432,3.364995369,4.75922518,2.452100955,10.49936297,5.584985843,2.550379161,5.839288396,7.139774202,10.01670869,7.941529365,4.659964459,6.51967115,5.086489353,2.408864348,2.195251515,4.733566024,7.023555356,7.531712396,14.99649131,3.63154798,3.72209963,12.70900263,5.57282944,4.451162389,5.802125387,4.814740968,12.43857061,6.573894471
316,5.489117996,5.319831171,5.746413234,5.235384833,5.313919481,5.324384236,5.134625776,7.186367984,5.771732422,5.092658763,5.14746766,5.136411937,5.469072394,5.318807557,5.435878479,5.518559317,5.811269878,5.669482287,5.672903511,5.415821,5.21124671,5.130208876,5.103165147,9.041173907,5.957073288,5.877823175,2.998256445,8.959493773,5.942256352,10.22313045,6.756788529,4.448086085,9.133100059,2.210375216,2.285675241,1.724220882,7.579629955,3.342234509,5.994002552,1.888953842,2.569077694,10.65259935,3.236890541,2.359329838,7.858355704,3.248959063,3.091667924,7.571359106,4.497070721,4.496746224,3.361524217,4.738130864,2.445817022,10.51065593,5.601679753,2.55228256,5.834020074,7.120592061,10.00211012,7.904929783,4.646793254,6.52213144,5.115383397,2.436970856,2.21352121,4.728828002,6.977957687,7.483475556,14.97063301,3.625111019,3.719605089,12.70022055,5.58555619,4.427128079,5.78295992,4.820188921,12.43056038,6.558378068
317,5.472676508,5.333559627,5.778235697,5.231160994,5.309498844,5.338279429,5.147293277,7.158005706,5.804633914,5.097653018,5.151614827,5.144789641,5.447097927,5.332472235,5.446412589,5.530441206,5.845870093,5.69799756,5.700753292,5.39967772,5.220332384,5.131586454,5.106519336,8.960819529,5.971319073,5.895746709,3.024083861,8.923207238,5.929175159,10.2172237,6.709468128,4.448664148,9.153846411,2.232720091,2.310687598,1.735951102,7.557842182,3.32853497,6.000676633,1.896351963,2.573686937,10.61156567,3.25979488,2.369698905,7.8071265,3.279953588,3.094749923,7.524593894,4.495877728,4.483757372,3.357890601,4.71688427,2.439442438,10.52089969,5.617365488,2.553823947,5.828469904,7.101296946,9.987297586,7.868760569,4.633245285,6.523702995,5.143002918,2.463958092,2.230844667,4.723500763,6.932575976,7.435451901,14.94433739,3.618099259,3.716451083,12.69160077,5.598005419,4.403324989,5.763991276,4.825385595,12.42271299,6.542798718
318,5.456612431,5.347494951,5.810533986,5.22768608,5.306438751,5.352382657,5.16022925,7.129682974,5.838027281,5.102961505,5.156318605,5.153938167,5.425842072,5.34634181,5.45651713,5.541858141,5.880990607,5.726933646,5.729094002,5.384725238,5.229555468,5.133620696,5.110521556,8.881206465,5.984993787,5.912991536,3.048847998,8.887257068,5.915736184,10.21134347,6.662469345,4.448540579,9.173170517,2.254137316,2.334553931,1.747031699,7.535549183,3.314727474,6.006559925,1.903169834,2.577992576,10.57022923,3.281517812,2.379465103,7.756354639,3.309159014,3.097130455,7.478136864,4.494319462,4.47037628,3.354091643,4.695499626,2.432987069,10.53011467,5.63207138,2.55501207,5.822643909,7.081898498,9.972287416,7.833019932,4.619332678,6.524405355,5.169370893,2.489849496,2.24724263,4.717601744,6.887412009,7.387643931,14.91761687,3.61053008,3.712658326,12.68313464,5.610186183,4.379757086,5.745222587,4.830336546,12.41501961,6.527167874
319,5.440927369,5.361623811,5.843294706,5.224924984,5.304689283,5.366682559,5.173412415,7.101403394,5.871898673,5.108566803,5.16155274,5.163830501,5.405294931,5.360404528,5.466197555,5.552813825,5.91661683,5.756278589,5.757909573,5.370912457,5.238905965,5.136281884,5.115142991,8.802340618,5.998097051,5.929560223,3.072561123,8.851648327,5.901949715,10.20550244,6.615792078,4.447733356,9.191095743,2.274650784,2.357295963,1.757478976,7.512770544,3.300826382,6.011674824,1.909423076,2.582007397,10.52860043,3.302083136,2.388644339,7.706030086,3.336633026,3.098828908,7.431989169,4.492401937,4.456613354,3.350124462,4.673991162,2.426460781,10.53832127,5.645825759,2.555855674,5.816548111,7.062406355,9.957095933,7.797706085,4.60506756,6.524258062,5.194510294,2.514668509,2.262735846,4.711148381,6.842467574,7.340054144,14.89048385,3.602420865,3.708247533,12.67481353,5.622107542,4.356428333,5.726656984,4.835047328,12.4074714,6.511496991
320,5.425622926,5.375932875,5.876504458,5.222842597,5.30420052,5.381167779,5.18682149,7.073170574,5.906234239,5.114451494,5.167290976,5.174439631,5.385446605,5.374648633,5.475459322,5.563311962,5.952734173,5.786020433,5.787183937,5.35818828,5.248373875,5.139540298,5.120354825,8.724227889,6.010628485,5.945455338,3.0952355,8.816386078,5.887826038,10.19971331,6.569436227,4.446260455,9.207645457,2.294284387,2.378935414,1.767309233,7.489525857,3.286846055,6.016043723,1.915127313,2.585744184,10.48668961,3.321514652,2.397252518,7.656142806,3.362433311,3.09986467,7.38615196,4.490131171,4.442478998,3.345986179,4.652373105,2.419873439,10.54553991,5.658656957,2.556363506,5.810188533,7.04283016,9.941739464,7.76281724,4.590462058,6.523280654,5.218444097,2.53843857,2.277345062,4.70415811,6.797744458,7.292685039,14.86295077,3.593788995,3.70323942,12.66662879,5.633778555,4.333342695,5.7082976,4.839523496,12.40005953,6.495797522
321,5.410700704,5.390408812,5.910149845,5.221403812,5.304922543,5.395826957,5.200435195,7.044988124,5.941020126,5.120598156,5.173507059,5.185738542,5.366287195,5.389062371,5.484307885,5.573356255,5.989328045,5.816147222,5.816901029,5.346501611,5.257949198,5.143366221,5.126128243,8.64687418,6.022587708,5.960679447,3.116883397,8.781475385,5.873375441,10.19398875,6.52340169,4.444139855,9.222843027,2.313062018,2.399494007,1.776538771,7.465834707,3.272800854,6.019689017,1.920298165,2.589215722,10.44450714,3.339836161,2.405305547,7.606682765,3.386617553,3.100257129,7.340626391,4.487513179,4.427983616,3.341673914,4.630659684,2.41323491,10.551791,5.670593303,2.556544312,5.803571195,7.023179551,9.926234334,7.728351608,4.575528297,6.521492673,5.241195275,2.56118312,2.291091024,4.696648367,6.753244449,7.245539114,14.83503003,3.584651853,3.6976547,12.65857179,5.645208279,4.310504136,5.690147567,4.843770604,12.39277516,6.480080921
322,5.396162306,5.405038288,5.94421747,5.22057352,5.306805433,5.410648736,5.214232249,7.016859651,5.976242486,5.126989368,5.180174732,5.197700222,5.347806803,5.403633988,5.4927487,5.582950407,6.026383858,5.846646998,5.84704478,5.335801352,5.267621936,5.147729933,5.132434428,8.570285393,6.03397434,5.975235119,3.137517079,8.746921311,5.858608211,10.18834145,6.477688364,4.441389531,9.236711821,2.331007569,2.418993462,1.785183892,7.441716685,3.258705138,6.022633101,1.924951257,2.592434796,10.40206338,3.357071462,2.412819334,7.557639927,3.409243438,3.100025673,7.295413613,4.484553978,4.413137614,3.337184786,4.608865128,2.406555059,10.55709496,5.681663128,2.556406841,5.796702121,7.003464168,9.910596868,7.694307401,4.560278405,6.518913658,5.262786804,2.582925599,2.303994478,4.688636591,6.708969334,7.198618868,14.80673404,3.575026821,3.691514089,12.65063388,5.656405775,4.287916622,5.672210016,4.847794208,12.38560945,6.464358643
323,5.382009337,5.419807972,5.978693935,5.220316613,5.309799269,5.425621757,5.228191372,6.988788763,6.011887466,5.133607712,5.187267741,5.210297657,5.32999553,5.418351728,5.500787223,5.592098122,6.06388702,5.877507806,5.877599123,5.326036409,5.27738209,5.152601718,5.139244564,8.494467429,6.044788002,5.989124919,3.157148811,8.71272892,5.843534635,10.18278409,6.432296148,4.438027463,9.249275205,2.348144934,2.437455503,1.793260897,7.417191378,3.244573271,6.024898369,1.929102208,2.595414193,10.3593687,3.373244355,2.419809784,7.509004258,3.430368652,3.099189691,7.25051478,4.481259583,4.397951396,3.332515917,4.587003666,2.399843751,10.5614722,5.691894764,2.555959837,5.789587333,6.983693652,9.894843393,7.660682831,4.544724507,6.51556315,5.283241658,2.603689448,2.316076171,4.680140216,6.664920901,7.151926798,14.77807523,3.56493128,3.684838301,12.64280643,5.667380099,4.265584115,5.65448808,4.851599861,12.37855357,6.448642142
324,5.368243399,5.434704532,6.013565843,5.220597983,5.313854133,5.440734661,5.242291283,6.960779069,6.047941215,5.140435765,5.194759831,5.223503834,5.312843478,5.433203837,5.508428909,5.600803102,6.101822944,5.90871769,5.908547991,5.317155682,5.287219661,5.157951855,5.146529835,8.41942619,6.055028313,6.002351416,3.175790862,8.678903276,5.828165,10.17732936,6.38722494,4.434071625,9.260556547,2.364498003,2.45490185,1.800786086,7.392278375,3.230419611,6.026507215,1.932766643,2.598166695,10.31643347,3.388378641,2.426292805,7.460765723,3.45005088,3.09776857,7.205931043,4.477636012,4.382435367,3.327664426,4.565089526,2.393110853,10.56494312,5.701316541,2.555212048,5.782232853,6.963877643,9.878990233,7.627476109,4.52887873,6.511460688,5.30258281,2.623498107,2.327356848,4.671176679,6.621100936,7.105465405,14.74906601,3.554382613,3.677648052,12.6350808,5.678140312,4.243510582,5.63698489,4.85519312,12.37159868,6.432942872
325,5.354866096,5.449714635,6.048819797,5.221382522,5.318920105,5.455976091,5.256510701,6.932834177,6.084389884,5.147456108,5.202624747,5.237291738,5.296340747,5.448178561,5.515679214,5.609069051,6.140177038,5.940264693,5.939875318,5.309108077,5.297124649,5.163750628,5.154261425,8.345167577,6.064694894,6.014917177,3.193455495,8.645449442,5.812509594,10.17198993,6.342474639,4.429539997,9.270579215,2.380090671,2.471354226,1.807775762,7.366997265,3.21625852,6.027482034,1.935960182,2.60070509,10.27326804,3.40249812,2.432284302,7.412914287,3.468347809,3.095781698,7.161663555,4.473689279,4.366599931,3.322627434,4.543136936,2.386366231,10.56752815,5.70995679,2.554172219,5.774644703,6.94402578,9.863053714,7.594685448,4.5127532,6.506625813,5.320833236,2.642375016,2.337857256,4.661763418,6.577511228,7.059237186,14.71971879,3.543398202,3.669964056,12.62744834,5.688695471,4.221699987,5.619703578,4.858579537,12.36473594,6.417272287
326,5.341797994,5.46498484,6.084540155,5.223066521,5.325510006,5.47146321,5.271085324,6.904864557,6.121320678,5.15483779,5.211122395,5.251921384,5.280500467,5.463399653,5.522449756,5.616862764,6.179041415,5.972223602,5.971696322,5.30242526,5.307211197,5.170284576,5.162714252,8.27151311,6.07385238,6.026853275,3.209960954,8.612161959,5.796423271,10.16661499,6.298044857,4.424214202,9.278961557,2.394649381,2.486557381,1.814024092,7.341128497,3.201857859,6.027534793,1.938466828,2.602890508,10.22967018,3.415314144,2.437577278,7.365439734,3.48447404,3.093035047,7.117655593,4.469351912,4.350283182,3.31740694,4.520970119,2.379438307,10.56894161,5.717459075,2.552751263,5.76665846,6.923947826,9.846823246,7.562328726,4.496204024,6.500781129,5.337675279,2.660047368,2.347327066,4.651690102,6.534103646,7.01317677,14.68982006,3.531771763,3.661567838,12.61997873,5.698864624,4.200031233,5.602498452,4.861704968,12.35803844,6.401442529
327,5.328975745,5.480642098,6.120805479,5.225992599,5.334071619,5.487298182,5.286219256,6.876797225,6.158814813,5.162729159,5.22048045,5.26762142,5.265342683,5.478974786,5.528666265,5.624154653,6.218501819,6.00466414,6.004116277,5.297570813,5.317577807,5.177805595,5.172130279,8.198318541,6.082551322,6.038181255,3.225154363,8.578876514,5.779783147,10.16107477,6.253935819,4.417906813,9.285384355,2.407938239,2.500291714,1.81935522,7.314482426,3.187023102,6.026419712,1.940103613,2.604602671,10.18547277,3.426579355,2.441995261,7.318344403,3.497762695,3.089358781,7.073862066,4.464565777,4.33334951,3.312007523,4.49843852,2.372184147,10.56894164,5.723518706,2.55087152,5.758140852,6.903486632,9.830118993,7.530421908,4.47910763,6.493691926,5.352839709,2.676280377,2.355551396,4.640776364,6.490839227,6.96723108,14.65919229,3.519326194,3.652269454,12.61273468,5.708498447,4.17840643,5.585253485,4.864521923,12.35157174,6.385296393
