wl,F_27657_A,F_27657_S,F_27653_A,F_27653103_A,F_27653101_A,F_27653102_A,F_27656_A,F_RD20011100_A,F_RD20011_A,F_RD20011_C,F_27631_A,F_27631_S,F_27632_AWHITE,F_27632_A.YELL,F_27634_A,F_27635_K,F_27635_C,F_27635_P,F_27636_A,F_27636_X,F_27633_A,F_27638_A,F_27639_W,F_27639_P,F_27640_A,F_27641_A,F_27642_P,F_27642_Y,F_27644_S,F_27644_A,F_27643_A,F_27645_P,F_27645_R,F_27645_A,F_27648_A,F_27649_P,F_27649_W,F_27650_A,F_27651_A,F_27685_A,F_RD20014_A,F_RD20014_J,F_27658_A,F_27659_K,F_27659_P,F_27659_A,F_27661_A,F_27662_K,F_27663_A,F_27664_A,F_27665_A,F_27666_A,F_27666_I,F_27668_S,F_27669_A,F_27670_S,F_27671_A,F_27672_A,F_27673_A,F_27673_S,F_27674_Y,F_27674_E,F_27674_A,F_27680_A,F_27681_A,F_27682_K,F_27682_P,F_27683_A,F_27683_W,F_27683_Y,F_27688_Z,F_27688_A,F_27688_K,F_27688_P,F_27688_S
412,25.53330264,2.171088056,3.273382736,20.09414313,0.199321797,2.628554166,0.953568406,11.50586882,1.866203381,2.621043186,30.45652188,1.486515072,31.95019668,20.88282438,12.20090275,24.38461158,11.0390269,10.37460698,10.7384408,3.511410944,18.89924482,11.69911919,20.41685073,7.0951844,2.726320615,9.463509532,21.14519891,5.354533659,4.664940766,28.38947587,3.526780042,38.61393469,7.645554261,33.04360471,11.52099606,13.1661935,43.56439746,28.2454249,20.02022482,12.82222175,12.2772894,23.79870878,2.591715805,4.106239268,0.995516475,16.67937925,28.49899965,152.256937,7.275504568,2.634710589,14.25961474,11.86054699,0.563932815,8.937239631,3.592532823,0.903759238,33.60296149,9.183537133,20.33149479,2.345738157,36.38225131,21.19661325,16.74701653,11.0618036,15.19335343,25.7074141,25.93331863,12.09062231,31.09748921,2.068088051,1.437308419,26.91063053,7.769825207,5.882416453,2.185773963
413,25.80116245,2.21371762,3.751439758,20.64719145,0.220519979,2.6337151,0.981985524,11.97698771,1.809125093,2.56255646,30.91301895,1.537021455,32.57874199,21.11788652,12.65585672,25.36639977,11.40008617,11.01581014,10.9729085,3.558726245,18.89201921,12.10094213,21.32396948,7.19231561,2.690539249,9.968385233,21.37527281,5.713473842,4.776807506,29.28411328,3.578751688,38.78648443,7.768267043,33.76756888,11.92950615,13.26312344,43.75486982,29.73861627,20.38083832,13.46152059,11.91940931,24.56865509,2.646716327,3.922609761,0.937159659,17.29835727,29.06488455,152.9890894,7.729074463,2.671100177,14.58094158,12.78893134,0.576561589,9.573934368,3.653674852,0.915910545,33.78469745,9.56636319,20.55168879,2.364758804,37.04518817,21.91489021,17.39801727,11.48909182,14.79379498,26.37939317,26.75467679,12.28065579,32.18476007,2.380624427,1.465069409,27.28691812,7.518332947,5.866001849,2.196394194
414,26.05438961,2.258981479,4.306516131,21.1903503,0.241183235,2.63756696,1.009085999,12.44837835,1.756051623,2.507143208,31.34918593,1.589380421,33.17856991,21.32406342,13.12207898,26.347746,11.75722525,11.71537723,11.19830438,3.60278347,18.88338842,12.50186021,22.26499385,7.287323386,2.655985346,10.49704531,21.58364989,6.090391228,4.884614449,30.16502139,3.629279048,38.95815753,7.880035268,34.43673083,12.33637416,13.35619735,43.94626635,31.29811352,20.74411683,14.1416281,11.58292917,25.35448815,2.701056825,3.748916524,0.883055092,17.9272639,29.59198189,153.710471,8.221536028,2.707841706,14.88870853,13.80614951,0.586499328,10.25532682,3.715598308,0.927072137,33.95384054,9.962614245,20.75172153,2.382155114,37.68039926,22.62991333,18.06278826,11.92423513,14.41809587,27.04164594,27.5775773,12.46290408,33.27170316,2.73286875,1.492956929,27.64914002,7.281127805,5.848234957,2.206451259
415,26.29003393,2.306243685,4.911717967,21.76050344,0.262430996,2.638389467,1.036145213,12.96477171,1.704865922,2.445703386,31.77176472,1.620124293,33.76807757,21.50285774,13.63442147,27.43530549,12.15278399,12.50995126,11.43022207,3.644352712,18.84936008,12.92193548,23.30758009,7.382820164,2.621635811,11.08221392,21.77468731,6.488959114,4.990521454,31.1078428,3.678093355,39.10953129,7.989648127,35.09134081,12.77334345,13.4423132,44.12309286,33.06045321,21.11288057,14.89362507,11.27300758,26.19605716,2.758536102,3.582679084,0.835684889,18.61291063,30.1207657,154.4541067,8.770948401,2.745486337,15.21731459,14.95257462,0.590380462,11.01500121,3.782526647,0.935642386,34.09242254,10.38867479,20.92862168,2.397047145,38.32384874,23.41440436,18.79457776,12.40938432,14.06989239,27.75567728,28.48882707,12.64214192,34.45422542,3.119257756,1.522248367,28.00744818,7.053777911,5.826198429,2.214194958
416,26.5099705,2.355464133,5.562572718,22.35069673,0.284123439,2.636701143,1.063135616,13.51616923,1.655490489,2.379589152,32.18166675,1.635606122,34.34713892,21.6578655,14.18375046,28.60534762,12.57773684,13.38267187,11.66632166,3.683821632,18.79525129,13.3573643,24.43173888,7.478444853,2.587542929,11.71341736,21.95032325,6.906776739,5.094837408,32.09779136,3.725568425,39.24379247,8.096746255,35.73064441,13.23358655,13.52247396,44.2877443,34.98520693,21.48602643,15.70521347,10.98656997,27.08245197,2.818416496,3.423404988,0.794199885,19.34358077,30.64744195,155.2139607,9.367845252,2.783953631,15.56084253,16.20640318,0.589712024,11.8392771,3.853412994,0.942283755,34.20507518,10.83969998,21.08527741,2.410049723,38.9710718,24.25243452,19.57959389,12.93385062,13.7461407,28.50897194,29.46843487,12.81868276,35.71101418,3.535869628,1.552683788,28.36077552,6.835735417,5.800819363,2.22027596
417,26.71607442,2.406602718,6.254607834,22.95397602,0.306120741,2.633020512,1.090029656,14.09257234,1.607847828,2.310152662,32.57980346,1.642178961,34.91562793,21.79268273,14.76093223,29.83414178,13.02305827,14.31667872,11.90426323,3.721577892,18.72637916,13.80434302,25.61748088,7.573836363,2.553758987,12.38018192,22.11249588,7.341443343,5.197871201,33.12008095,3.772078076,39.36412786,8.200970284,36.35388718,13.71027602,13.5976826,44.44261564,37.03194626,21.86245126,16.56409526,10.7205418,28.0027624,2.879960346,3.270601782,0.757750919,20.10755761,31.16821659,155.9839974,10.00276025,2.823163144,15.91337509,17.5458317,0.586001045,12.71447403,3.927210474,0.947658709,34.29643022,11.31084501,21.22457687,2.421777674,39.61760366,25.12807506,20.40404473,13.48694525,13.44379692,29.28901464,30.49640947,12.99284003,37.02075672,3.978782549,1.584003254,28.70805496,6.626452476,5.773024858,2.225344931
418,26.91022077,2.459619334,6.983350765,23.56338714,0.328283081,2.627866096,1.116799783,14.68398245,1.561860441,2.238746074,32.96708629,1.646195864,35.47341855,21.91090546,15.35683305,31.09795735,13.47972272,15.29511147,12.14170684,3.758009153,18.64806081,14.25906801,26.84481677,7.668633603,2.52033627,13.07203388,22.26314337,7.790558163,5.299931722,34.15992541,3.817996122,39.47372422,8.301960849,36.96031472,14.1965844,13.66894212,44.59010185,39.16024279,22.24105193,17.45797241,10.4718485,28.94607829,2.942429991,3.12377701,0.725488826,20.89312449,31.6792956,156.758181,10.66622705,2.863034436,16.26899503,18.94905669,0.580754555,13.62691153,4.002872212,0.952429712,34.37111939,11.79726503,21.34940822,2.432845823,40.25897951,26.02539724,21.25413841,14.05797943,13.1598172,30.08329011,31.55275964,13.16492718,38.36214034,4.444074704,1.615946831,29.04821941,6.42538124,5.743742016,2.23005254
419,27.09428463,2.514473875,7.744328963,24.17197595,0.350470636,2.621756417,1.143418448,15.280401,1.517450828,2.166721545,33.34442668,1.654009885,36.02038472,22.0161297,15.9623192,32.37306372,13.93870467,16.30110978,12.37631257,3.793503078,18.56561333,14.71773563,28.09375722,7.762475481,2.487327063,13.77849954,22.4042039,8.25172044,5.401327861,35.20253861,3.863696382,39.57576833,8.399358584,37.5491726,14.68568422,13.73725548,44.73259787,41.32966811,22.62072531,18.3745469,10.23741553,29.90148948,3.00508777,2.982438219,0.696564444,21.6885647,32.17688493,157.530476,11.34877934,2.903487065,16.6217851,20.39427467,0.575479587,14.56290916,4.079351332,0.957259229,34.43377443,12.29411523,21.46265962,2.443868996,40.89073456,26.9284723,22.11608303,14.6362644,12.89115768,30.8792831,32.61749414,13.33525766,39.71385234,4.927824275,1.648254581,29.38020179,6.231973859,5.713897934,2.235049453
420,27.2701411,2.571126236,8.533069877,24.7727883,0.372543585,2.615209999,1.169858099,15.87182941,1.474541493,2.095431232,33.71273606,1.671974075,36.55640041,22.11195147,16.56825694,33.63573027,14.39097857,17.3178133,12.60574051,3.828447328,18.48435385,15.17654223,29.3443129,7.855000907,2.454783654,14.48910519,22.53761563,8.722529413,5.502368506,36.23313441,3.909552671,39.67344695,8.492804122,38.11970638,15.17074803,13.80362567,44.87249869,43.49979379,23.00036826,19.30152069,10.01416831,30.85808581,3.06719602,2.846092954,0.67012861,22.48216155,32.65719055,158.2948465,12.04095077,2.94444059,16.96582807,21.85968216,0.57168317,15.50878644,4.15560096,0.962809725,34.48902708,12.79655077,21.56721924,2.455462019,41.508404,27.82137148,22.9760867,15.21111138,12.63477451,31.66447833,33.67062174,13.50414491,41.05458003,5.426109447,1.680666568,29.70293503,6.045682487,5.684419712,2.24098634
421,27.43966527,2.629536313,9.345100959,25.35887002,0.394362105,2.608745363,1.196091186,16.44826911,1.433054937,2.026227293,34.07292588,1.706441488,37.08133958,22.20196682,17.16551256,34.8622264,14.82751888,18.32836169,12.82765072,3.863229566,18.40959947,15.63168418,30.57649449,7.945848789,2.422758328,15.19337712,22.66531675,9.200584321,5.603362547,37.23692667,3.955938806,39.76994687,8.581938097,38.67116166,15.64494837,13.86905567,45.01219926,45.63019142,23.37887764,20.22659574,9.799032309,31.80495711,3.128017082,2.714248761,0.64533216,23.26219836,33.11641841,159.045257,12.73327502,2.985814569,17.29520669,23.32347565,0.570872337,16.45086293,4.230574221,0.969743663,34.54150909,13.29972682,21.66597522,2.468239718,42.10752305,28.68816603,23.82035752,15.77183159,12.38762382,32.42636053,34.69215121,13.67190238,42.36301068,5.935008403,1.712922856,30.01535202,5.865959274,5.65623445,2.248513866
422,27.60473221,2.689663998,10.17594966,25.92326698,0.415786373,2.602881033,1.22209016,16.99972153,1.392913663,1.960461884,34.42590756,1.763765177,37.59507617,22.28977174,17.74495233,36.02882148,15.23930005,19.3158946,13.03970329,3.898237453,18.34666729,16.07935784,31.77031265,8.034658037,2.39130337,15.88084161,22.78924543,9.683484404,5.704618873,38.19912926,4.003228604,39.86845485,8.666401144,39.20278399,16.10145779,13.93454845,45.15409454,47.68043259,23.75515034,21.13747404,9.588932956,32.73119322,3.186813294,2.586413186,0.621325931,24.01695844,33.55077447,159.7756716,13.41628575,3.027528561,17.6040037,24.76385166,0.574554119,17.37545817,4.303224239,0.978723508,34.59585219,13.79879855,21.76181574,2.482816918,42.68362691,29.5129272,24.63510359,16.30773627,12.14666175,33.15241445,35.66209132,13.83884352,43.61783162,6.450599326,1.74476351,30.31638571,5.692256374,5.630269247,2.258282701
423,27.76721702,2.751469187,11.02114343,26.45902501,0.436676568,2.598135531,1.247827468,17.51618808,1.354040171,1.899487164,34.77259255,1.850298195,38.09748414,22.37896228,18.29744252,37.11178491,15.61729656,20.26355168,13.23955829,3.93385865,18.30087444,16.51575956,32.90577807,8.12106756,2.360471067,16.54102497,22.91133983,10.1688289,5.806446372,39.10495602,4.05179588,39.97215766,8.745833895,39.71381896,16.53344882,14.00110699,45.30057949,49.61008889,24.1280832,22.02185755,9.380795698,33.62588398,3.242846995,2.462093775,0.597260761,24.73472509,33.95646471,160.4800548,14.08051663,3.069502125,17.88630187,26.15900672,0.584235546,18.2688917,4.37250414,0.990411724,34.65668813,14.28892114,21.85762894,2.499808446,43.23225077,30.27972624,25.40653304,16.80813662,11.90884445,33.8301248,36.56045083,14.00528176,44.79773012,6.968960401,1.775928591,30.604969,5.524025937,5.607451201,2.270943511
424,27.92899479,2.814911775,11.87620971,26.95918997,0.456892868,2.59502738,1.273275562,17.9876702,1.316356965,1.844655288,35.11389228,1.972393595,38.58843744,22.47313445,18.8138494,38.08738606,15.95248286,21.1544726,13.42487579,3.97048082,18.27753802,16.93708571,33.96290141,8.204716266,2.330313705,17.16345347,23.03353813,10.65421705,5.909153935,39.93962083,4.102014451,40.08424209,8.819876986,40.20351215,16.93409401,14.06973427,45.45404908,51.37873189,24.4965731,22.86744823,9.171545981,34.47811922,3.295380524,2.340798072,0.572287486,25.40378163,34.32969508,161.1523707,14.71650133,3.111654819,18.13618395,27.48713732,0.601423651,19.11748306,4.437367049,1.005470777,34.72864864,14.76524976,21.95630299,2.519829127,43.74892985,30.97263439,26.12085396,17.26234389,11.67112806,34.44697632,37.36723851,14.17153056,45.8813935,7.486169812,1.806158165,30.88003481,5.360720116,5.588707414,2.287146965
425,28.0919406,2.879951655,12.73667597,27.4168077,0.476295451,2.594075102,1.29840689,18.40416932,1.279786546,1.797318415,35.4507182,2.136404431,39.06781004,22.57588428,19.28503925,38.93189432,16.23583341,21.97179701,13.59331588,4.008491625,18.28197514,17.33953265,34.92169334,8.285243065,2.300883569,17.73765341,23.15777851,11.13724809,6.013050449,40.68833755,4.154258133,40.20789489,8.888171049,40.67110912,17.29656589,14.14143328,45.61689828,52.94593318,24.8595169,23.66194806,8.958109247,35.27698877,3.343676219,2.222033624,0.545556943,26.01241137,34.66667154,161.7865838,15.31477352,3.153906201,18.34773269,28.72643998,0.627625464,19.90755179,4.49676609,1.02456313,34.81636547,15.22293957,22.06072605,2.543493786,44.22919935,31.57572289,26.76427446,17.65966929,11.43046872,34.99045375,38.06246313,14.33790335,46.84750904,7.99830574,1.835192295,31.14051606,5.201791063,5.574964983,2.307543729
426,28.24879258,2.945812679,13.67174412,27.8494876,0.494175077,2.593159396,1.321867535,18.79091218,1.245507351,1.755177004,35.77745944,2.32521332,39.53230928,22.66698275,19.73648353,39.69827483,16.48578033,22.79326481,13.75091853,4.046027808,18.30302578,17.73351147,35.85164062,8.364231995,2.272652277,18.30431515,23.27265743,11.63841025,6.115427251,41.38019306,4.206780307,40.33482292,8.947980403,41.09798728,17.63966279,14.21415386,45.78666446,54.44496462,25.22449574,24.45983655,8.752491474,36.06160408,3.389064351,2.108518053,0.519572042,26.59479827,34.96327575,162.3943638,15.92317893,3.197672004,18.52820768,29.98827608,0.654784027,20.6985293,4.553310653,1.043972271,34.90733922,15.6754945,22.16080619,2.567383778,44.67441037,32.12789391,27.37583845,18.03282663,11.19935361,35.4888687,38.69868795,14.50187324,47.74807849,8.543096491,1.864009664,31.38797346,5.051740273,5.561889495,2.328174731
427,28.39193327,3.011948456,14.73910369,28.27841208,0.510157497,2.590085059,1.342658262,19.1783167,1.214508954,1.714982479,36.088805,2.518587604,39.97958363,22.72700313,20.19793011,40.45345408,16.72646132,23.69717557,13.90489009,4.08121747,18.32616998,18.13116613,36.82819799,8.443288267,2.245929867,18.90621116,23.36726475,12.17593758,6.213895592,42.05387236,4.257823499,40.45517726,8.997581586,41.47070807,17.98533177,14.28521494,45.95883996,56.02292658,25.59853551,25.3165012,8.567314908,36.87402301,3.433399116,2.002872437,0.497192968,27.19016004,35.22054583,162.9913442,16.58887814,3.244125396,18.68974259,31.38214441,0.675091494,21.55114465,4.610173351,1.060137144,34.98684895,16.13867345,22.24560385,2.588211033,45.09056912,32.67660481,28.00081347,18.41873294,10.99074205,35.97778599,39.33836892,14.66112485,48.64661557,9.153703336,1.893650002,31.62480491,4.914615407,5.545138083,2.345304734
428,28.52270441,3.078663527,15.91701348,28.70198649,0.524605369,2.585256757,1.361283551,19.56417106,1.186430559,1.676663441,36.38611608,2.718207419,40.41091868,22.76074484,20.66665993,41.19464354,16.95740923,24.66750844,14.05464016,4.114435306,18.35168492,18.5312923,37.84032811,8.522082547,2.220526255,19.53599092,23.44427873,12.74404804,6.309244238,42.70898643,4.307745252,40.56981102,9.038133557,41.79629312,18.33146853,14.35467306,46.13275219,57.66013346,25.97970024,26.22100588,8.400429395,37.70775507,3.476728743,1.90445951,0.478106466,27.79433059,35.44242245,163.5774351,17.30137706,3.292822093,18.83373131,32.88344763,0.690428562,22.45366388,4.667152142,1.073953401,35.05619415,16.61101401,22.31673572,2.606786239,45.48019347,33.21875968,28.63474312,18.81300433,10.80229836,36.45557018,39.97635381,14.81628896,49.53907557,9.81935391,1.923944946,31.85119913,4.789187863,5.525625169,2.359920162
429,28.64244776,3.146262427,17.18373231,29.11861619,0.537881352,2.579079156,1.378247881,19.94626344,1.160911371,1.640148491,36.6707539,2.9257529,40.82760006,22.77300733,21.1399539,41.91905467,17.1781569,25.68824257,14.19957838,4.146056014,18.3798478,18.93268565,38.87699367,8.600285503,2.196251359,20.18630391,23.50637766,13.3369596,6.402261956,43.34514623,4.356903108,40.67957731,9.07079528,42.08176408,18.67596875,14.42258477,46.30772856,59.33689964,26.36605398,27.16241452,8.249684782,38.55630978,3.519101459,1.812642002,0.461999279,28.40314385,35.63284625,164.1525465,18.0501816,3.343317809,18.96156773,34.46758836,0.70267593,23.39435303,4.724044984,1.086316695,35.11667427,17.09105379,22.37581846,2.623920088,45.84580125,33.75126262,29.27317099,19.21125688,10.63168686,36.92058583,40.60749038,14.96799634,50.42141378,10.52927585,1.954726136,32.06734483,4.674229041,5.504265176,2.373007438
430,28.75250504,3.215049695,18.51751901,29.52670655,0.550348105,2.571956924,1.39405573,20.32238199,1.137590595,1.605366229,36.94407965,3.142904183,41.23091336,22.76859003,21.61509294,42.62389895,17.38823717,26.7433571,14.33911434,4.17645429,18.41093579,19.33414185,39.92715733,8.6775678,2.172915093,20.84979961,23.55623979,13.94889022,6.493737512,43.96196276,4.405654609,40.78532924,9.096725715,42.33414258,19.01672813,14.48900662,46.48309648,61.03353953,26.75566076,28.12979101,8.112930915,39.41319666,3.560565491,1.726782648,0.448558154,29.01243375,35.79575789,164.7165884,18.82479768,3.395168262,19.07464575,36.10996925,0.713714297,24.36147814,4.780649835,1.098122676,35.16958879,17.5773304,22.42446877,2.640423268,46.18991032,34.2710177,29.91164069,19.60910669,10.47657188,37.37119749,41.22662642,15.11687777,51.28958551,11.27269679,1.985825207,32.27343071,4.568510341,5.481972524,2.385552985
431,28.854218,3.28532987,19.8966324,29.92466292,0.562368287,2.564294727,1.409211577,20.6903149,1.116107438,1.572245257,37.20745456,3.371341404,41.62214419,22.75229239,22.08935797,43.30638782,17.58718288,27.81683118,14.47265767,4.206004829,18.44522609,19.73445657,40.97978177,8.753600107,2.150327375,21.51912748,23.59654341,14.57405787,6.584459671,44.559047,4.454357295,40.88791992,9.117083824,42.56045028,19.35164236,14.55399515,46.65818334,62.7303675,27.1465846,29.11219926,7.988017642,40.27192521,3.601169069,1.646244178,0.437469835,29.61803421,35.93509804,165.269471,19.6147312,3.447929164,19.17435926,37.78599293,0.725424362,25.34330526,4.836764655,1.110266997,35.21623718,18.06838144,22.46430334,2.65710647,46.51503853,34.77492902,30.54569579,20.00216984,10.33461772,37.80576973,41.82860969,15.263564,52.13954603,12.03884437,2.017073797,32.46964548,4.470803161,5.459661637,2.398543225
432,28.94892838,3.357407488,21.29933128,30.31089066,0.574304557,2.556497233,1.424219902,21.04785034,1.096101102,1.540714177,37.46223981,3.612744699,42.00257817,22.72891384,22.56002991,43.96373275,17.77452688,28.89264395,14.59961798,4.235082329,18.48299589,20.13242548,42.02382966,8.828053089,2.12829812,22.18693701,23.62996677,15.20668051,6.6752172,45.13600993,4.503368709,40.98820245,9.133028569,42.7677088,19.67860712,14.61760692,46.83231657,64.40769795,27.53688953,30.09870316,7.872794809,41.12600494,3.640960419,1.570389326,0.428421068,30.21577915,36.05480736,165.8111041,20.40948808,3.501156233,19.26210215,39.47106206,0.739686823,26.32810041,4.8921874,1.12364531,35.2579189,18.56274452,22.49693883,2.674780384,46.82370374,35.25990066,31.17087989,20.38606243,10.20348872,38.22266711,42.40828796,15.40868581,52.96725064,12.81694622,2.048303545,32.65617785,4.3798789,5.438246935,2.412964584
433,29.03797792,3.431587088,22.70387448,30.68379513,0.586519575,2.548969108,1.439585182,21.39277648,1.077210794,1.510701588,37.70979663,3.868794204,42.37350089,22.70325382,23.02438968,44.59314521,17.94980199,29.95477456,14.71940488,4.264061486,18.52452237,20.52684424,43.04826368,8.900597413,2.106637246,22.84587767,23.65918816,15.8409761,6.766798866,45.69246253,4.553046393,41.08702996,9.14571891,42.96293979,19.99551811,14.67989848,47.00482356,66.04584526,27.9246396,31.07836663,7.765112261,41.96894538,3.67998777,1.498580822,0.421098598,30.8015025,36.15882649,166.3413978,21.19857423,3.554405182,19.33926831,41.14057927,0.758382378,27.30412966,4.94671603,1.139153266,35.29593342,19.05895724,22.52399194,2.6942557,47.11842378,35.72283671,31.78273658,20.75640056,10.08084921,38.62025418,42.96050901,15.55287397,53.76865464,13.59622997,2.079346086,32.83321654,4.294508959,5.418642842,2.429803483
434,29.12270836,3.508173207,24.08852083,31.04178168,0.599375999,2.54211502,1.455811897,21.72288149,1.059075718,1.482136092,37.95148622,4.141170055,42.73619797,22.68011177,23.4797182,45.19183666,18.11254108,30.98720216,14.831428,4.293316996,18.57008272,20.91650853,44.04204649,8.970903747,2.085154668,23.48859894,23.68688584,16.47116262,6.859993433,46.22801578,4.603747888,41.18525556,9.15631381,43.1531649,20.30027102,14.74092637,47.17503171,67.62512384,28.30789883,32.04025356,7.662819847,42.79425603,3.71829935,1.430181401,0.415189169,31.37103819,36.2510961,166.8602623,21.97149556,3.607231728,19.40725164,42.76994719,0.783391727,28.25965902,5.000148503,1.157686517,35.33158021,19.55555722,22.54707935,2.716343107,47.40171652,36.16064125,32.37680946,21.10880031,9.964363485,38.99689551,43.48012061,15.69675925,54.53971331,14.36592328,2.11003306,33.00095024,4.213464736,5.401763779,2.450046346
435,29.20446144,3.587470383,25.43152913,31.38325569,0.613236488,2.536339634,1.473404526,22.03595355,1.04133508,1.454946289,38.18866979,4.431552387,43.09195502,22.66428712,23.92329639,45.75701856,18.26227697,31.97390589,14.93509695,4.323223556,18.61995413,21.30021401,44.99414077,9.038642756,2.063660304,24.1077503,23.71573808,17.09145803,6.955589669,46.74228066,4.655830736,41.28373234,9.16597223,43.34540575,20.59076153,14.80074714,47.34226845,69.12584806,28.68473126,32.97342785,7.563767412,43.59544641,3.755943386,1.364553793,0.410379527,31.92022013,36.33555684,167.3676074,22.71775799,3.659191586,19.46744602,44.33456848,0.816595568,29.18295456,5.052282778,1.180140715,35.36615874,20.05108205,22.56781774,2.741853295,47.6760998,36.57021837,32.94864212,21.43887778,9.851695886,39.35095565,43.96197053,15.84097242,55.27638195,15.11525376,2.140196102,33.15956767,4.13551763,5.388524169,2.474679596
436,29.28457891,3.669783155,26.71115821,31.7066225,0.628463701,2.532047618,1.492867547,22.32978083,1.023628084,1.429060782,38.42270854,4.741621337,43.44205763,22.66057931,24.35240517,46.28590237,18.3985425,32.8988649,15.02982134,4.354155862,18.67441378,21.67675635,45.8935092,9.103485108,2.041964068,24.69598122,23.74842316,17.69608029,7.054376339,47.23486816,4.709652479,41.38331343,9.175853132,43.546684,20.86488535,14.85941734,47.50586117,70.52833233,29.05320091,33.86695341,7.465804803,44.36602603,3.792968106,1.301060732,0.406356417,32.44488225,36.41614938,167.8633432,23.42686741,3.70984047,19.52124535,45.80984576,0.8598746,30.0622823,5.102916811,1.207411512,35.40096848,20.54406935,22.5878238,2.771596954,47.94409148,36.94847215,33.49377815,21.74224905,9.74051073,39.68079915,44.40090655,15.98614425,55.97461585,15.83344906,2.169666852,33.30925753,4.059439041,5.379838432,2.504689657
437,29.3644025,3.75541606,27.90566688,32.01028747,0.645420297,2.52964364,1.514705439,22.60215151,1.005593936,1.40440817,38.65496369,5.07305704,43.78779143,22.67378778,24.76432547,46.77569957,18.52087053,33.74605835,15.11501078,4.38648861,18.73373887,22.04493123,46.72911444,9.165101469,2.019875879,25.24594118,23.78761934,18.27924737,7.157142209,47.70538925,4.765570658,41.48485194,9.187115477,43.76402127,21.12053815,14.91699352,47.66513728,71.81289102,29.41137183,34.70989414,7.366781867,45.0995044,3.829421739,1.239064949,0.402806584,32.94085847,36.49681437,168.3473799,24.08832976,3.758734096,19.57004352,47.17118169,0.91510952,30.88590829,5.151848563,1.240394559,35.4373089,21.03305672,22.6087142,2.806384774,48.20820941,37.29230669,34.00776115,22.01453023,9.628472339,39.98479059,44.79177642,16.13290551,56.6303703,16.50973681,2.198276945,33.45020855,3.984000368,5.376620992,2.541062951
438,29.44527395,3.844673635,28.99331397,32.29265596,0.664468936,2.529532364,1.539422682,22.85085374,0.98687184,1.380917056,38.88679644,5.427539633,44.13044202,22.70871197,25.15633819,47.2236216,18.62879389,34.49946536,15.19007491,4.420596497,18.79820658,22.40353431,47.48991916,9.223162506,1.997205651,25.75027965,23.83600489,18.83517723,7.264676046,48.15345492,4.823942815,41.58920097,9.200918226,44.00443922,21.35561563,14.97353223,47.81942418,72.95983853,29.75730803,35.49131394,7.264548451,45.78939103,3.865352512,1.177929177,0.399416773,33.40398272,36.58149247,168.8196273,24.69165093,3.80542818,19.61523443,48.3939789,0.984181029,31.64209856,5.198875991,1.279985508,35.47647946,21.51658176,22.63210564,2.847027446,48.47097143,37.59862608,34.4861347,22.25133741,9.513245035,40.26129451,45.12942794,16.28188698,57.2396006,17.13334465,2.22585802,33.58260941,3.907973009,5.379786269,2.584785902
439,29.52273002,3.934674495,30.09000846,32.55465722,0.684095327,2.531840745,1.56486682,23.07319555,0.969504303,1.359661704,39.11430634,5.819014686,44.46698822,22.74878045,25.52993303,47.60391046,18.7095799,35.21046424,15.25659765,4.45657318,18.8759213,22.75701784,48.19886457,9.279532653,1.974196527,26.23061965,23.8860545,19.39818122,7.376790759,48.55862294,4.884647366,41.69502206,9.212821913,44.24075669,21.57488075,15.03216189,47.97738157,73.99107015,30.10256946,36.24869084,7.170740843,46.45830019,3.899179689,1.120430943,0.397351194,33.83805523,36.64972698,169.271882,25.27670348,3.852002751,19.6414362,49.56679182,1.059814764,32.37178745,5.243301783,1.322391699,35.51868932,21.99208438,22.65449264,2.888589016,48.71261577,37.85826971,34.92725086,22.45646586,9.40780061,40.50184898,45.40884975,16.43225004,57.78750907,17.75912844,2.252795155,33.70506785,3.837520615,5.386386743,2.630441418
440,29.59182996,4.022912758,31.30848882,32.79887757,0.702730688,2.536171465,1.588812092,23.26977079,0.955436166,1.341526711,39.33298038,6.255739152,44.79367121,22.77587351,25.88934764,47.90058702,18.75425795,35.93665747,15.31645885,4.494033977,18.97260141,23.110152,48.88625928,9.335988687,1.951250642,26.71188451,23.92893637,20.00070721,7.492337108,48.90606714,4.947134604,41.80025296,9.218107542,44.44432834,21.78437683,15.09512015,48.14626908,74.9464204,30.45806622,37.02305552,7.096554838,47.13082752,3.929650993,1.069405559,0.397837676,34.25084252,36.68156252,169.6981163,25.88581591,3.900541665,19.63548104,50.78525295,1.134288786,33.11954701,5.284834823,1.363694618,35.56253702,22.45938978,22.67134291,2.926411522,48.91537276,38.06804473,35.33516283,22.6379468,9.324548007,40.70204323,45.63236802,16.58257341,58.26785199,18.44094662,2.279575678,33.81630556,3.778696201,5.393113945,2.672811562
