wl,W_525,W_526,W_527,W_528,W_529,W_530,W_531,W_532,W_533,W_534,W_535,W_536,W_537,W_538,W_539,W_540,W_541,W_542,W_543,W_544,W_545,W_546,W_547,W_548,W_27,W_29,W_30,W_32,W_33,W_34,W_130,W_131,W_132,W_133,W_134,W_135,W_136,W_137,W_138,W_139,W_140,W_141
404,4.853354575,4.366559721,4.632005415,3.346558266,3.715580332,5.149291968,5.781775123,9.535595521,9.526304731,2.542261012,11.30579191,7.341514699,5.479251888,1.582149574,2.738757359,2.369851682,1.64068683,1.70894634,1.654944222,1.68751956,6.620827247,5.129878813,2.574594849,6.151582816,6.67887618,12.02356641,12.51222411,6.507886432,6.30020181,9.779134645,1.619343373,6.095609146,2.14134123,3.303415819,1.273262716,5.977941356,1.545947611,2.76007669,9.454004354,1.422307553,5.152736061,6.080751246
405,5.024309006,4.565693433,4.834600721,3.487866395,3.87657217,5.344040472,5.979070454,9.860282698,9.766470721,2.462619129,11.30896568,7.332904725,5.432793316,1.554593323,2.658215589,2.309933444,1.567069984,1.62513256,1.568617968,1.592876804,6.577472346,5.105615915,2.532117744,6.101984861,6.895478138,12.31305733,12.81866055,6.564967384,6.349920615,10.08783034,1.557275026,6.069300413,2.117055011,3.277386856,1.248017464,5.966888032,1.459048954,2.700406669,9.426703481,1.39960035,5.112251122,6.033818308
406,5.203829531,4.775670066,5.047933647,3.636701032,4.046173351,5.548332721,6.185217972,10.1995029,10.01637339,2.380857924,11.31262033,7.325035111,5.387614393,1.527156642,2.575540826,2.248431278,1.491198844,1.538933455,1.479771829,1.495375817,6.534057355,5.081525461,2.489068861,6.050845796,7.123027559,12.61437966,13.1375177,6.626096492,6.403138203,10.41035242,1.49366707,6.044087179,2.092714817,3.251126542,1.222834132,5.955855991,1.369531036,2.639778365,9.400056378,1.376588338,5.070497239,5.985405348
407,5.394913707,5.00154178,5.276487246,3.796706523,4.228503417,5.765162633,6.401470646,10.55532889,10.27573541,2.305381419,11.322804,7.323667559,5.354096762,1.508491036,2.499276139,2.192359364,1.421014314,1.458907922,1.396565338,1.403282491,6.500008581,5.064919528,2.454470849,6.005282102,7.365377646,12.92906202,13.47032074,6.701270052,6.468353904,10.74956921,1.435945929,6.026588554,2.072960086,3.228384689,1.20253417,5.949307686,1.285013585,2.587013511,9.383786205,1.358231811,5.033352179,5.942382503
408,5.600559087,5.248360733,5.524744567,3.971527217,4.427681912,5.997524127,6.629081442,10.92983344,10.54427943,2.244593637,11.34556483,7.334563773,5.342622068,1.507248012,2.437964594,2.148731883,1.364457294,1.393614858,1.327158025,1.32486272,6.484752332,5.063110193,2.43734636,5.972410265,7.626381604,13.258633,13.81859485,6.800484361,6.554067051,11.108349,1.391538026,6.02342365,2.062430258,3.212911112,1.19193903,5.951705571,1.21311633,2.55093384,9.387616123,1.349491064,5.006693703,5.911619914
409,5.823763226,5.521179082,5.797188665,4.164807461,4.64782838,6.248411121,6.869303328,11.32508932,10.82172811,2.2068986,11.38695098,7.363485456,5.363571956,1.532079075,2.40014926,2.124563017,1.32946869,1.35161316,1.279709422,1.268382396,6.497714913,5.083409534,2.446718041,5.959346768,7.909892637,13.6046212,14.18386518,6.933735715,6.668776976,11.4895601,1.367869785,6.041211576,2.065764771,3.208455624,1.195870164,5.967512098,1.161459,2.540361087,9.421269293,1.35532639,4.996399578,5.899987721
410,6.067523679,5.825048987,6.098302589,4.380191602,4.893062366,6.520817533,7.123389272,11.7431693,11.10780412,2.200700328,11.45301058,7.416194311,5.427328069,1.591635729,2.394373204,2.126866946,1.323989402,1.341461724,1.26237906,1.24210741,6.548322632,5.133129628,2.491608545,5.973208095,8.219763949,13.96855523,14.56765691,7.111020412,6.820983013,11.89607082,1.372367628,6.086571442,2.087603065,3.218768038,1.219149022,6.001189723,1.137661323,2.564116983,9.494468875,1.380698084,5.008347567,5.914356063
411,6.334838002,6.165022604,6.432569392,4.621323988,5.167503411,6.817737281,7.392592239,12.18614616,11.40223012,2.234402846,11.54979178,7.49845204,5.544272053,1.694569482,2.429179495,2.162657852,1.355960335,1.371719449,1.283326471,1.254303655,6.646001796,5.219582552,2.58104052,6.021110728,8.559848745,14.35196369,14.97149521,7.342334749,7.019184492,12.33074947,1.41245798,6.166122358,2.132584578,3.24759817,1.266597057,6.057200898,1.149343027,2.631023262,9.616938029,1.43056644,5.048415435,5.961595081
412,6.628703749,6.546152093,6.804472125,4.891848966,5.475271061,7.142164285,7.678165197,12.65609265,11.70472876,2.316410174,11.68334273,7.616020348,5.724785551,1.849531838,2.513111199,2.238949916,1.433322391,1.450945229,1.350711187,1.313237024,6.80017871,5.350080383,2.724036617,6.110171154,8.93400023,14.75637518,15.39690524,7.637675022,7.271880748,12.79646435,1.495567264,6.286483436,2.20534875,3.298695831,1.343035719,6.140008078,1.204123842,2.749901658,9.798399915,1.509891751,5.122480946,6.048574913
413,6.952118475,6.973489612,7.218493841,5.195410883,5.820484859,7.497092462,7.981361114,13.15508155,12.01502272,2.455126335,11.85971157,7.774660936,5.979250209,2.065174303,2.654711385,2.362757318,1.564016473,1.587697963,1.472692739,1.427173408,7.020279683,5.531935199,2.929619485,6.247505854,9.346071607,15.1833183,15.84541218,8.007037528,7.587571111,13.29608378,1.629121903,6.454273784,2.310535018,3.375810836,1.45328646,6.254073715,1.309623495,2.929573903,10.04857769,1.623634313,5.236421864,6.182165701
414,7.309024466,7.448043863,7.677459965,5.532234777,6.203978247,7.888703937,8.312809832,13.70044969,12.34926935,2.605664256,12.0563773,7.952843693,6.267682452,2.307093476,2.808270288,2.496495951,1.704717425,1.735471399,1.601853695,1.544879462,7.2673553,5.735303785,3.159299669,6.396679672,9.800258797,15.64586271,16.33162796,8.421575379,7.941852513,13.8410301,1.775148733,6.644544688,2.426220615,3.459831942,1.575186167,6.379938271,1.418598054,3.131251908,10.32901154,1.750570574,5.360158854,6.327220781
415,7.698624799,7.964308819,8.177905817,5.897971084,6.621262137,8.317856172,8.67881355,14.30243995,12.7197477,2.724500968,12.24922429,8.12753769,6.547707583,2.539173014,2.929485473,2.603752726,1.813628331,1.849354454,1.693109968,1.618328737,7.500975908,5.929097904,3.373489295,6.521990849,10.29488884,16.15178539,16.86446095,8.847612742,8.306183427,14.4361932,1.896430686,6.83067663,2.530476038,3.532009879,1.686401635,6.497706067,1.486764166,3.315376802,10.59926412,1.868889699,5.464214703,6.449294354
416,8.116808216,8.517564534,8.714879294,6.289402251,7.06847228,8.779556087,9.074133769,14.95248416,13.12036294,2.822086648,12.44190875,8.302253406,6.826120563,2.767495002,3.029011001,2.693298355,1.900982455,1.940298779,1.758121102,1.660597473,7.728347457,6.118762094,3.579563392,6.631655967,10.82501163,16.69467598,17.43688096,9.287902493,8.682855495,15.07464269,2.001528332,7.016782518,2.627930623,3.596637417,1.79149918,6.611185344,1.526182433,3.489614149,10.86609235,1.982671051,5.555370359,6.556307851
417,8.559463458,9.103091066,9.283428289,6.703310727,7.541744422,9.268810602,9.493531993,15.64201415,13.54502024,2.908871472,12.63808688,8.480501319,7.109716354,2.998141529,3.117500935,2.773903551,1.977013062,2.019256024,1.808546645,1.684761908,7.956675895,6.309740895,3.784896984,6.733891605,11.38567705,17.26812412,18.0418578,9.745197509,9.074160361,15.74944816,2.099002241,7.20697526,2.723213709,3.658007328,1.895045118,6.724184347,1.548913454,3.661629514,11.13625316,2.095993995,5.640406769,6.656182705
418,9.022479266,9.716168472,9.878600698,7.136478959,8.037214312,9.780626638,9.931769725,16.36246173,13.98762477,2.995305616,12.8414149,8.665791907,7.405289915,3.237194683,3.205609337,2.854339027,2.051953416,2.097177841,1.856046144,1.703898282,8.193167171,6.507478846,3.996865099,6.836914345,11.97193499,17.86571943,18.67236127,10.22225067,9.482389667,16.45367923,2.197412982,7.405367764,2.820954633,3.720412381,2.001605765,6.840511316,1.567017831,3.839088459,11.41650347,2.212937893,5.726104881,6.756840348
419,9.501744382,10.35207681,10.49544442,7.585689395,8.551017699,10.31001112,10.38360847,17.10525874,14.44208169,3.091839258,13.05554901,8.861635649,7.719636209,3.49073655,3.303990268,2.943375493,2.136036781,2.18501588,1.912279145,1.731082833,8.445027235,6.717420486,4.222842763,6.948940768,12.57883534,18.48105155,19.32136118,10.72181484,9.909835058,17.1804055,2.305321124,7.616072937,2.925782732,3.788145347,2.115747435,6.963974495,1.592556164,4.029656548,11.71360019,2.33758211,5.819245643,6.866202212
420,9.993147547,11.00609613,11.12900734,8.047724482,9.079290331,10.85197096,10.84380972,17.861837,14.90229618,3.208922573,13.28414541,9.071543024,8.059550196,3.764849218,3.423297792,3.049783662,2.239496422,2.293721791,1.988905194,1.779391802,8.719462035,6.945010355,4.470205002,7.078187454,13.20142799,19.10771011,19.98182735,11.24664291,10.35878818,17.92269657,2.431287237,7.843203688,3.042327344,3.865498998,2.242036446,7.098382127,1.637589055,4.240999345,12.03430024,2.474006009,5.926610002,6.992189729
421,10.4925775,11.6735065,11.77433736,8.519366668,9.618167957,11.40151308,11.30713499,18.62362834,15.36217339,3.357005739,13.53086033,9.299024509,8.431826837,4.065614775,3.574185969,3.182334246,2.372565603,2.434247227,2.097583838,1.861901427,9.023677521,7.195692992,4.746326843,7.232870984,13.83476282,19.73928474,20.64672957,11.79948775,10.83154066,18.67362205,2.58387189,8.090872924,3.175217807,3.956766103,2.385039111,7.247542453,1.714177104,4.480782414,12.38536054,2.626288954,6.054978907,7.14272433
422,10.99592299,12.34958797,12.42648237,8.997398401,10.16378633,11.95364441,11.76834577,19.38206459,15.81561851,3.546538932,13.79934995,9.547590583,8.843261093,4.399115309,3.767308862,3.349797958,2.545477588,2.617543836,2.249974624,1.991687948,9.364879641,7.474912936,5.058583312,7.421207938,14.47388972,20.36936507,21.30903766,12.38310223,11.33038417,19.42625154,2.771635653,8.363193553,3.329083457,4.066239434,2.549321748,7.415263717,1.834380913,4.756671319,12.77353801,2.79851031,6.211133304,7.325727449
423,11.49907275,13.0296206,13.08049027,9.478602127,10.71228118,12.50337186,12.22220358,20.12857758,16.25653669,3.787972328,14.0932705,9.820751725,9.300647925,4.771432907,4.013320533,3.560945509,2.768465642,2.85456327,2.457737098,2.181827603,9.750274345,7.788114727,5.414349435,7.651414898,15.11385858,20.99154074,21.96172142,13.00023925,11.85761033,20.17365465,3.003139095,8.664278483,3.508553633,4.198211761,2.73945067,7.605354161,2.010261081,5.076331623,13.20558957,2.99474944,6.401854141,7.549120517
424,11.99791552,13.70888444,13.73140896,9.959760296,11.25978828,13.04570235,12.6634699,20.85459913,16.67883311,4.091756104,14.41627818,10.12201841,9.810782294,5.188649656,4.322875043,3.824547611,3.051763028,3.156257179,2.732530806,2.445396632,10.18706758,8.140742905,5.82100024,7.931708445,15.74971929,21.59940138,22.59775066,13.65365166,12.41551079,20.90890097,3.286942785,8.998240622,3.718257672,4.356975854,2.959992195,7.821622028,2.253878209,5.447428891,13.68827214,3.219085707,6.633922366,7.820824966
425,12.48834004,14.38265955,14.37428632,10.43765535,11.80244337,13.57564281,13.08690626,21.55156106,17.07641294,4.468340437,14.77202919,10.45490113,10.38045916,5.656847644,4.706626456,4.149374978,3.405603011,3.533577215,3.086015296,2.795471273,10.6824653,8.538242008,6.285910752,8.270305159,16.37652174,22.18653662,23.21009519,14.34609235,13.00637719,21.62506012,3.631607294,9.369192878,3.962824911,4.546824486,3.215512638,8.06787556,2.577292899,5.877628685,14.22834263,3.475598477,6.914118928,8.148762229
426,13.0047709,15.09737502,15.05450052,10.94510796,12.37833773,14.13211958,13.52522701,22.27322798,17.48093066,4.904794811,15.16823427,10.82680751,11.02137487,6.184106412,5.151249116,4.524287739,3.815816331,3.971584179,3.497431042,3.204313327,11.24122329,8.985563101,6.811724879,8.657589705,17.03815059,22.79419341,23.84331188,15.10741577,13.65511802,22.37280045,4.02772565,9.784882121,4.234889673,4.756794004,3.499684591,8.342298713,2.954837481,6.366391871,14.83456629,3.765685707,7.234523778,8.523692516
427,13.5780223,15.89365125,15.81213854,11.51069593,13.02078665,14.75036787,14.00923173,23.07017013,17.92334844,5.379341849,15.60654986,11.23933557,11.73461716,6.769585444,5.634432323,4.930791285,4.259937412,4.446405582,3.937687423,3.63592133,11.85869836,9.480230479,7.392003869,9.07686656,17.77355585,23.46098593,24.53923532,15.95711875,14.37800805,23.1984761,4.458360936,10.24648343,4.52358752,4.973677416,3.802504316,8.639171543,3.353244824,6.904523352,15.50586094,4.085737915,7.581370115,8.929542974
428,14.1985675,16.75805525,16.63431153,12.12483745,13.71876188,15.41985787,14.53080972,23.92902782,18.39653297,5.889161432,16.08155078,11.68728133,12.5110681,7.405986738,6.153352572,5.366624208,4.735755049,4.955593137,4.405947339,4.090976626,12.52799793,10.01654852,8.020498761,9.525732019,18.57038543,24.17655466,25.28675184,16.88241769,15.16438836,24.08868542,4.920778799,10.74825203,4.828299654,5.198402475,4.123023626,8.956446443,3.773176337,7.486704752,16.23421232,4.4323233,7.952668747,9.363985432
429,14.85687973,17.67715405,17.50813062,12.77795068,14.46123519,16.13005982,15.08185029,24.83644138,18.89335093,6.431433443,16.58781182,12.16544079,13.34160973,8.086012297,6.705186356,5.829525105,5.241058033,5.496698556,4.901373691,4.570160561,13.24222948,10.5888216,8.690960592,10.00178238,19.41628724,24.93054005,26.07474782,17.87052901,16.00360005,25.03002673,5.412244885,11.28444315,5.148407274,5.431896938,4.460294338,9.292075804,4.215293429,8.107617692,17.01160621,4.802010062,8.346430486,9.824691722
430,15.54343222,18.63751467,18.42070695,13.46045381,15.23717832,16.87044392,15.65424274,25.77905113,19.406669,7.003337762,17.11990778,12.66860998,14.21712411,8.802364119,7.28711017,6.317232572,5.773635158,6.067273552,5.423129381,5.07415448,13.99450043,11.19135411,9.397140399,10.50261393,20.29890919,25.71258258,26.89210958,18.90866913,16.88498418,26.00909836,5.930024841,11.84931201,5.483291583,5.67508856,4.813368266,9.644012017,4.680257509,8.761943795,17.83002835,5.191366399,8.760666142,10.30933367
431,16.24869821,19.62570412,19.35915168,14.16276502,16.03556303,17.63048037,16.23987637,26.74349737,19.92935387,7.602054273,17.67241347,13.1915849,15.1284933,9.547744206,7.896300507,6.827485203,6.331275215,6.664869838,5.970377309,5.603639728,14.77791823,11.81845043,10.13278922,11.02582298,21.20589918,26.51232273,27.7277235,19.98405446,17.79788186,27.01249864,6.471384315,12.43711383,5.832333779,5.928905096,5.181297227,10.01020748,5.168729987,9.444364682,18.68146451,5.596960512,9.193386526,10.81558312
432,16.96315093,20.62828944,20.31057593,14.87530248,16.84536107,18.39963941,16.83064049,27.71642044,20.45427222,8.224762857,18.23990369,13.72916157,16.06659936,10.31485456,8.529933861,7.358021594,6.911766999,7.287039127,6.542280375,6.159297649,15.58559034,12.46441493,10.89165809,11.56900582,22.12490513,27.31940095,28.57047592,21.0839014,18.73163416,28.02682591,7.033588952,13.04210383,6.194915065,6.1942743,5.563133034,10.38861457,5.681372272,10.14956198,19.55790046,6.0153606,9.642602448,11.34111189
433,17.67726362,21.63183764,21.26209084,15.58848438,17.65554421,19.16739123,17.4184244,28.68446064,20.97429074,8.868643396,18.81695324,14.27613601,17.02232434,11.09639717,9.185186727,7.90658034,7.512899301,7.931333131,7.138001482,6.741809589,16.4106242,13.123552,11.66749805,12.12975874,23.04357494,28.12345773,29.40925319,22.19542639,19.67558216,29.0386785,7.613904401,13.65853724,6.57041664,6.472123929,5.957927504,10.77718569,6.218845773,10.8722173,20.45132194,6.443134862,10.10632472,11.88359182
434,18.38150951,22.62291574,22.20080757,16.29272889,18.45508418,19.92320606,17.99511741,29.63425831,21.48227612,9.530875771,19.39813691,14.82730423,17.9865503,11.88507406,9.859235598,8.470900037,8.132460915,8.595303565,7.756703529,7.351856893,17.24612726,13.79016601,12.45406014,12.70567804,23.94955651,28.91413353,30.23294166,23.30584582,20.61906696,30.03465472,8.209596307,14.28066929,6.958219705,6.763381737,6.364732453,11.17387324,6.7818119,11.60701227,21.35371472,6.876851497,10.58256415,12.44069473
435,19.06636185,23.58809076,23.11383724,16.97845418,19.23295275,20.65655409,18.55260881,30.55245374,21.97109503,10.20863987,19.97802953,15.37746225,18.95015929,12.6735872,10.54925697,9.048719279,8.768240634,9.276502139,8.397549418,7.990120905,18.08520695,14.45856135,13.2450954,13.29436002,24.83049777,29.68106882,31.03042769,24.40237611,21.55142964,31.00135293,8.817930318,14.90275519,7.35770546,7.068975479,6.782599694,11.57662959,7.37093206,12.34862852,22.25706455,7.313078705,11.06933155,13.01009246
436,19.72229386,24.51392972,23.988291,17.63607845,19.97812168,21.35690555,19.08278791,31.42568727,22.43361416,10.89911556,20.55120587,15.92140607,19.90403338,13.45463862,11.25242733,9.637776663,9.41802725,9.972480568,9.059702049,8.657282971,18.92097074,15.12304239,14.03435485,13.89340097,25.67404662,30.41390407,31.79059763,25.47223368,22.46201129,31.92537143,9.436172081,15.51905017,7.768255108,7.389832911,7.210581043,11.98340715,7.986867664,13.09174766,23.15335721,7.748384686,11.56463773,13.58945684
437,20.33977878,25.38699965,24.81128,18.25601986,20.67956271,22.01373066,19.57754402,32.24059921,22.86270021,11.59948274,21.11224075,16.45393173,20.83905462,14.2209303,11.96592318,10.23581078,10.07960956,10.68079056,9.742324324,9.354024435,19.74652606,15.77791352,14.81558955,14.50039719,26.46785096,31.10227975,32.50233783,26.50263495,23.34015298,32.79330858,10.06158724,16.12380945,8.189249847,7.726881788,7.647728317,12.39215831,8.630280121,13.83105133,24.03457844,8.179337638,12.0664935,14.1764597
438,20.90928985,26.19386756,25.56991536,18.82869659,21.3262476,22.61649961,20.02876644,32.98382987,23.25121984,12.30692128,21.65570897,16.96983522,21.74610506,14.96516425,12.68692102,10.84056024,10.75077634,11.39898384,10.44457914,10.08102664,20.55498037,16.41747912,15.58255052,15.11294498,27.1995587,31.73583634,33.15453464,27.48079631,24.1751958,33.59176268,10.69144145,16.71128825,8.620070879,8.081049865,8.093093329,12.80083545,9.301830839,14.56122113,24.89271401,8.602505762,12.57290968,14.76877287
439,21.47820363,27.00435217,26.32986753,19.40450971,21.97540084,23.21582059,20.47113878,33.71255923,23.62609627,13.07876132,22.22923384,17.51482931,22.70650606,15.75353684,13.47357672,11.49983527,11.48448409,12.1842293,11.21753829,10.88635947,21.41542881,17.09727258,16.40127231,15.77678475,27.93185208,32.36116733,33.79706989,28.49612524,25.04209521,34.38485033,11.37480732,17.33220237,9.078960406,8.45791678,8.566085889,13.23383764,10.04570963,15.34247192,25.80269445,9.054269442,13.1216681,15.41055967
440,22.09332654,27.88669438,27.15563639,20.03258429,22.68298398,23.86213174,20.94031564,34.48555335,24.0160196,13.96093668,22.87480059,18.12920729,23.79176904,16.6441123,14.37244022,12.25182867,12.32267447,13.08188309,12.10004244,11.8047582,22.3875825,17.86546674,17.32839748,16.52876918,28.72634619,33.0254842,34.48052466,29.63062203,26.0095288,35.23651619,12.15141158,18.03121908,9.580235957,8.860527681,9.082298098,13.71179098,10.89380305,16.22601276,26.82992266,9.565820073,13.74321388,16.13741118
441,22.74427668,28.82509453,28.03257725,20.70142458,23.43607438,24.54464823,21.42964275,35.29183168,24.41650688,14.93353272,23.57852687,18.79963603,24.97806115,17.61739444,15.36327909,13.07985286,13.24661408,14.07177782,13.07290783,12.81690232,23.45047282,18.70532512,18.34358916,17.35316291,29.56908825,33.7193544,35.19483415,30.86039232,27.05742092,36.13310082,13.00450106,18.79352086,10.11739173,9.286008588,9.635055207,14.22698844,11.82831761,17.19301659,27.95209289,10.12594237,14.42455273,16.93414092
442,23.42067211,29.80375296,28.94604541,21.39953481,24.22174939,25.25258521,21.93246586,36.12041368,24.82307518,15.97663484,24.32653035,19.51278237,26.24154954,18.65388705,16.4258609,13.96722026,14.23756952,15.13374608,14.11695069,13.90347131,24.58313117,19.60011129,19.42651048,18.23423059,30.44612547,34.43334537,35.92993357,32.1615418,28.1656959,37.06094472,13.91732255,19.60429017,10.6839219,9.731485524,10.21768247,14.771723,12.83145984,18.22465636,29.14689943,10.72342104,15.15269034,17.78556239
443,24.11213089,30.80687,29.88139619,22.11541921,25.02708638,25.97515783,22.44213071,36.96031881,25.23124153,17.07032842,25.1049287,20.25531317,27.55840136,19.73409391,17.53995321,14.89724329,15.2768074,16.24762046,15.21298725,15.04514463,25.76458893,20.53308878,20.55682454,19.15623685,31.34350505,35.15802455,36.67575816,33.51017611,29.31427806,38.00638842,14.87312288,20.44870949,11.27332068,10.19408451,10.82350513,15.33828763,13.88543626,19.30210502,30.39203656,11.3470408,15.91463243,18.67648911
444,24.80827111,31.818646,30.82398489,22.83758202,25.83916269,26.70158127,22.95198305,37.80056654,25.636523,18.19469883,25.89983957,21.01389527,28.90478376,20.83851882,18.68532357,15.85323436,16.3455943,17.39323357,16.34183374,16.22260176,26.97387749,21.48752114,21.71419446,20.10344636,32.24727422,35.88395938,37.4222431,34.88240092,30.48309175,38.95577244,15.85514886,21.31196129,11.87908225,10.67093156,11.44584845,15.91897532,14.9724534,20.4065355,31.66519854,11.98558636,16.69738469,19.59173458
445,25.49871084,32.82328128,31.75916683,23.55452747,26.64505568,27.42107068,23.45536862,38.63017633,26.03443663,19.32983147,26.69738063,21.77519553,30.25686388,21.94766557,19.84173957,16.81850591,17.42519683,18.55041801,17.48430639,17.41652218,28.19002824,22.44667191,22.87828337,21.06012374,33.14348018,36.60171731,38.15932363,36.25432189,31.6520613,39.89543732,16.8466473,22.17922803,12.4947008,11.15915271,12.07803768,16.50607902,16.07471778,21.51912074,32.94407966,12.62784243,17.48795283,20.51611231
446,26.17306814,33.80497619,32.6722973,24.2547598,27.43184272,28.12284122,23.94563316,39.43816763,26.42049948,20.45581171,27.48366955,22.52588079,31.59080889,23.04203795,20.98896876,17.77637034,18.49688158,19.69900636,18.62122144,18.60758537,29.39207256,23.39380463,24.02875438,22.01053366,34.01817014,37.30186579,38.87693495,37.60204468,32.80111104,40.81172357,17.83086501,23.03569219,13.11367053,11.65587397,12.71339806,17.09189173,17.17443591,22.6210337,34.20637419,13.26259374,18.27334256,21.4344358
447,26.82096109,34.74793106,33.54873163,24.92678324,28.18660116,28.79610804,24.41612242,40.2135599,26.7902286,21.55272494,28.24482398,23.25261791,32.88278593,24.10213977,22.10677871,18.71014008,19.54191516,20.81883123,19.73339512,19.77647079,30.55904184,24.31218285,25.1452706,22.93894074,34.85739132,37.97497224,39.56501228,38.90167496,33.9101653,41.69097172,18.79104882,23.86653624,13.72948563,12.15822136,13.34525485,17.66870641,18.25381433,23.69344732,35.4297764,13.87862498,19.04055958,22.33151856
448,27.43200775,35.63634622,34.37382511,25.55910202,28.89640834,29.43008632,24.86018214,40.94537261,27.13914105,22.60065654,28.96696159,23.94207374,34.10896214,25.10847479,23.17493698,19.60312754,20.54156417,21.8897252,20.80164366,20.90385793,31.66996747,25.18507011,26.20749517,23.82960965,35.64719092,38.61160412,40.21349082,40.12931838,34.95914841,42.5195223,19.71044553,24.65694264,14.33564028,12.66332091,13.96693331,18.22881604,19.29505956,24.71753454,36.59198057,14.46472087,19.77660959,23.19217411
449,27.99582621,36.45442202,35.13293306,26.14022038,29.54834164,30.0139912,25.27115807,41.62262521,27.46275387,23.57969189,29.63620005,24.58091513,35.24550469,26.04154683,24.17321115,20.43864515,21.47709519,22.89152089,21.8067833,21.97042627,32.70388085,25.99572996,27.19509119,24.66680502,36.37361616,39.20232887,40.8123058,41.2610806,35.92798472,43.28371582,20.57230196,25.39209388,14.92562869,13.16829863,14.57175868,18.76451359,20.28037811,25.6744683,37.67068097,15.00966613,20.46849829,24.00121594
450,28.50203453,37.18635879,35.81141079,26.65864256,30.12947841,30.53703784,25.64239594,42.23433717,27.75658412,24.46991638,30.23865701,25.15580892,36.26858071,26.88185968,25.08136876,21.20000533,22.32977484,23.80405088,22.72963027,22.95685527,33.63981334,26.72742594,28.08772179,25.43479151,37.02271426,39.73771393,41.35139243,42.27306729,36.79659856,43.96989281,21.35986492,26.05717241,15.49294504,13.67028055,15.15305621,19.26809204,21.19197651,26.54542155,38.64357188,15.50224547,21.1032314,24.74345758
451,28.97617761,37.87334933,36.44613918,27.14444783,30.67284077,31.02391737,25.98574978,42.80010858,28.02530585,25.35871778,30.82655503,25.71688877,37.26831829,27.70203653,25.98840202,21.9609686,23.18292309,24.71703372,23.66009025,23.95844603,34.55982479,27.44441284,28.96517256,26.2018747,37.62937013,40.23773904,41.85152333,43.24424576,37.63260541,44.60981937,22.1459866,26.70722455,16.06816205,14.18646037,15.74068467,19.77030356,22.1177961,27.40767877,39.59511109,15.98650895,21.73720094,25.4847926
452,29.44936887,38.56451908,37.08165751,27.63346428,31.21809972,31.50553995,26.31770099,43.34716832,28.2774881,26.33521494,31.45533863,26.3173855,38.34026695,28.5794211,26.98501116,22.79661597,24.12122529,25.72164896,24.68837872,25.069686,35.55009703,28.21453897,29.91119624,27.03789039,38.23583045,40.72820169,42.3397976,44.26171007,38.51013042,45.24302581,23.00511814,27.40090062,16.68189877,14.73316884,16.36491308,20.30327432,23.14498689,28.34136402,40.61482103,16.50868244,22.42806606,26.29259826
453,29.91957909,39.25596729,37.71480863,28.1228193,31.76230592,31.98044935,26.63853638,43.87597896,28.51449038,27.38208985,32.11595844,26.94861176,39.46872604,29.50159791,28.05352583,23.69224052,25.12799603,26.79992071,25.79577658,26.27003419,36.59584443,29.02645818,30.91140664,27.92939851,38.83918507,41.20839595,42.81564017,45.313756,39.41886234,45.86749897,23.92290479,28.12878907,17.32771888,15.30623755,17.01968208,20.86135825,24.2545684,29.33190961,41.68799299,17.06081431,23.16473309,27.15391357
454,30.38477909,39.94379324,38.34243541,28.60964033,32.30251005,32.44718932,26.94854279,44.3870031,28.73767218,28.4820245,32.79936507,27.60188018,40.63799488,30.45615151,29.17627567,24.63313534,26.18654991,27.93387308,26.96356473,27.5389496,37.68228141,29.8688243,31.95141755,28.86295897,39.43652383,41.67761586,43.27847594,46.38867935,40.34848994,46.48122568,24.88499181,28.88147835,17.99918604,15.90149807,17.69893231,21.4389093,25.42756016,30.36474785,42.79991824,17.63495298,23.93610838,28.05577752
455,30.84293967,40.6240962,38.96138071,29.09105476,32.83576276,32.90430361,27.24800703,44.88070332,28.94839301,29.61770087,33.49650914,28.2685034,41.83237283,31.43066643,30.33559034,25.60459354,27.28020156,29.10553017,28.17302406,28.85589124,38.79462234,30.73029116,33.01684278,29.8251317,40.02493656,42.1351555,43.72772985,47.47477589,41.288702,47.08219278,25.87702443,29.64955693,18.68986393,16.51478201,18.39660442,22.03028139,26.64498171,31.42531103,43.93588806,18.22314684,24.7310983,28.98522911
456,31.29203165,41.29297541,39.5684874,29.56419001,33.35911472,33.35033598,27.53721594,45.35754222,29.14801239,30.77180095,34.19834129,28.93979406,43.03615921,32.41272721,31.51379947,26.5919082,28.39226556,30.29691609,29.40543548,30.20031811,39.91808163,31.5995126,34.09329613,30.80247663,40.60151313,42.58030893,44.16282682,48.56034143,42.22918727,47.66838711,26.88464792,30.42361327,19.39331622,17.14192093,19.10663905,22.62982849,27.88785256,32.49903146,45.08119372,18.81744427,25.53860919,29.92930734
457,31.73002582,41.94653016,40.16059832,30.0261735,33.86961661,33.78383018,27.81645633,45.81798237,29.33788981,31.92700674,34.89581212,29.6070648,44.23365337,33.38991839,32.69323272,27.58037241,29.50605652,31.49005495,30.64207987,31.55168923,41.03787366,32.46514246,35.16639141,31.78155368,41.16334336,43.01237019,44.58319176,49.63367173,43.15963452,48.23779551,27.89350751,31.19423581,20.10310659,17.77874642,19.82297685,23.23190452,29.13719224,33.57134144,46.2211265,19.40989368,26.3475474,30.87505121
