wl,F001,F003,F006,F008,F009,F013,F017,F021,F023,F024,F028,F030,F032,F036,F039,F042,F044,F045,F047,F049,F052,F053,F054,F058,F059,F063,F064,M004,M005,M010,M011,M012,M014,M015,M016,M018,M019,M020,M022,M025,M026,M029,M031,M033,M034,M037,M038,M040,M041,M043,M046,M048,M050,M055,M056,M057,M060,M061,M062
480,17.36747091,9.93738558,18.75599657,5.933406203,8.11804494,9.93738558,12.69943294,17.12454975,24.93970536,24.72652278,21.62378175,8.713246248,12.64669534,4.293244522,15.62282516,10.96719879,16.9682187,8.101602175,10.949739,15.92327616,7.60787015,8.560314124,11.52749409,11.62262846,12.74039614,15.53223379,13.15567702,16.78977428,17.92758303,26.93662494,12.48752175,20.59950833,22.06893259,26.02159664,21.1489847,20.7211436,34.19156891,18.7620558,36.24024773,19.86013267,20.10420159,18.19914751,36.12776802,20.99571677,25.95765403,19.32074072,14.85827999,21.95221669,28.23128578,26.04756123,22.72418155,12.14539459,27.50325099,36.67186628,22.27637017,28.44867997,25.27916946,11.90181861,12.09490957
481,17.43603038,10.01617676,18.83689002,5.966730601,8.167343227,10.01617676,12.77349959,17.22326867,25.02792585,24.83464425,21.71974953,8.776387455,12.72855018,4.312394008,15.71409636,11.04924332,17.0127825,8.133963712,10.99458756,16.06679046,7.64519624,8.616517825,11.59537207,11.81469002,12.83104682,15.63996006,13.23646308,16.8576137,18.0337181,27.05967597,12.55596247,20.69349786,22.1948775,26.13957,21.23681217,20.82374204,34.30697939,18.86244942,36.41737794,19.96318528,20.20926229,18.2898984,36.22715788,21.10481865,26.07271483,19.44352826,14.95118243,22.04082598,28.31234458,26.15299761,22.85857755,12.21239669,27.62646093,36.82321444,22.36790901,28.54745222,25.39925339,11.95400528,12.15691336
482,17.50364903,10.10030711,18.91777101,5.9996542,8.218708352,10.10030711,12.84883436,17.32135417,25.11873323,24.942898,21.81405517,8.844039118,12.81095219,4.331617066,15.8076371,11.13138122,17.0559496,8.168206862,11.0419103,16.2127821,7.683670575,8.674678475,11.66340458,12.00666027,12.92223964,15.74939965,13.31664434,16.92576036,18.14634417,27.18628405,12.62554483,20.78931342,22.32267586,26.25741872,21.32555382,20.9268518,34.42230028,18.9640552,36.59894663,20.0704158,20.31646632,18.3827694,36.32640795,21.2165312,26.18833666,19.57339348,15.04662156,22.13115192,28.3934921,26.26091219,22.99346792,12.28237819,27.74935409,36.97487359,22.45945855,28.64687594,25.51923241,12.0061808,12.22061183
483,17.57091806,10.1931714,18.99959509,6.032386072,8.273645692,10.1931714,12.92658393,17.41941852,25.21369101,25.05303143,21.90739153,8.919261376,12.89458337,4.35123357,15.90531406,11.21440543,17.0984078,8.205522425,11.09315296,16.36274989,7.724285734,8.736853903,11.73254578,12.19809697,13.01495193,15.86291753,13.39688628,16.99439548,18.26963597,27.31869634,12.69755935,20.88864936,22.45411925,26.37680711,21.41650309,21.03143935,34.53823549,19.06769864,36.78817793,20.18347064,20.42656612,18.47884744,36.42623752,21.33355273,26.30609261,19.71423196,15.14642425,22.22478511,28.47626118,26.37313718,23.13036314,12.35733954,27.87446151,37.12892422,22.55209542,28.74837134,25.64044084,12.05907208,12.28753877
484,17.63842865,10.29816441,19.08331782,6.06513529,8.333660625,10.29816441,13.00789496,17.51807396,25.31436271,25.1667919,22.00045142,9.005114368,12.98012574,4.371563399,16.00899391,11.29910893,17.14084492,8.247101203,11.14976132,16.51819261,7.768034298,8.805101939,11.80374982,12.38855785,13.11016103,15.98287868,13.47785443,17.06370031,18.40776822,27.45916,12.77329656,20.99320007,22.59099926,26.49939945,21.51095339,21.13847117,34.65548894,19.17420527,36.98829597,20.30399622,20.54031411,18.57921943,36.52736584,21.45858158,26.42755576,19.86993927,15.25241737,22.32331615,28.56218463,26.49150478,23.27077369,12.43928121,28.00431419,37.28744681,22.64689625,28.85335863,25.76421299,12.11340603,12.35922797
485,17.70677197,10.41868088,19.16989475,6.098110927,8.400258529,10.41868088,13.09391411,17.61793275,25.42231185,25.2859268,22.0939277,9.104658233,13.06826129,4.392926429,16.12054333,11.38628467,17.18394877,8.294133996,11.21318113,16.68060907,7.815908848,8.881480411,11.87797086,12.57760067,13.20884427,16.11164806,13.56021427,17.13385607,18.56491564,27.60992223,12.85404697,21.10465989,22.73510745,26.62686005,21.61019816,21.24891375,34.77476456,19.28440061,37.20252488,20.43363898,20.6584627,18.6849723,36.63051219,21.59431607,26.55429921,20.04441102,15.36642777,22.42833565,28.65279529,26.6178472,23.41621006,12.53020366,28.14144315,37.45252188,22.74493768,28.96325803,25.89188319,12.16990957,12.43721319
486,17.77653921,10.55811561,19.26028145,6.131522056,8.474944781,10.55811561,13.18578804,17.71960712,25.53910194,25.4121835,22.18851319,9.22095311,13.15967204,4.415642537,16.24182901,11.47672561,17.22840718,8.347811603,11.28485814,16.85149806,7.868901963,8.968047148,11.95616306,12.76478316,13.31197898,16.25159065,13.64463133,17.20504399,18.74525297,27.77323018,12.94110111,21.22472318,22.88823541,26.76085322,21.71553082,21.36373357,34.89676627,19.39911018,37.43408877,20.57404531,20.78176432,18.79719295,36.73639582,21.7434545,26.68789604,20.24154277,15.49028232,22.54143421,28.749626,26.75399665,23.56818272,12.63210736,28.2883794,37.62622991,22.84729632,29.07948977,26.02478575,12.22930961,12.52302824
487,17.84832156,10.71986334,19.35543346,6.16557775,8.559224761,10.71986334,13.28466341,17.82370933,25.66629652,25.54730939,22.28490073,9.357059138,13.25503997,4.4400316,16.37471761,11.57122472,17.27490796,8.409324825,11.36623813,17.03235837,7.928006224,9.06685998,12.03928056,12.94966308,13.4205425,16.40507142,13.73177109,17.27744531,18.95295493,27.95133103,13.0357495,21.35508432,23.05217472,26.90304324,21.8282448,21.48389711,35.02219799,19.5191595,37.68621178,20.72686166,20.9109714,18.91696832,36.84573601,21.90869522,26.82991933,20.46523012,15.62580789,22.66420245,28.85420957,26.90178533,23.72820216,12.74699277,28.44765395,37.8106514,22.95504882,29.20347406,26.16425499,12.29233306,12.61820687
488,17.92271019,10.90731886,19.45630635,6.20048708,8.654603844,10.90731886,13.39168689,17.93085163,25.80545909,25.69305184,22.38378317,9.516036457,13.35504711,4.466413495,16.52107583,11.67057495,17.32413892,8.479864463,11.45876685,17.22468879,7.994214211,9.179976734,12.12827754,13.13179816,13.53551216,16.57445534,13.82229907,17.35124125,19.19219624,28.14647195,13.13928266,21.49743766,23.22871696,27.05509443,21.94963352,21.61037085,35.15176364,19.64537408,37.96211803,20.89373444,21.04683634,19.04538531,36.95925203,22.09273652,26.98194217,20.71936865,15.77483132,22.79823095,28.96807885,27.06304545,23.89777885,12.87686035,28.62179781,38.00786685,23.06927182,29.33663112,26.31162522,12.35970684,12.72428289
489,17.99668317,11.11566592,19.55774695,6.232208095,8.758059119,11.11566592,13.50184276,18.03508007,25.95343994,25.84364701,22.48016412,9.690962415,13.45820587,4.492675033,16.67723341,11.77215536,17.37461724,8.558803255,11.56117615,17.42588856,8.062677306,9.300067247,12.21894349,13.31078724,13.65211725,16.75024833,13.91197315,17.41993312,19.45599245,28.34888993,13.24735678,21.64422345,23.41142898,27.2067415,22.07153358,21.73652098,35.27745557,19.7717889,38.2535454,21.07632429,21.18781081,19.18079447,37.07430355,22.28222001,27.12967177,21.0005691,15.93279637,22.94170509,29.08911629,27.23595179,24.07478519,13.01707147,28.80790753,38.2073484,23.18530716,29.47291986,26.46248786,12.42766394,12.83754455
490,18.06730933,11.33727027,19.65482109,6.257535208,8.865556924,11.33727027,13.61004577,18.13125454,26.10601515,25.99276111,22.56955186,9.873085044,13.56259766,4.516885639,16.83826295,11.87309855,17.42442246,8.644230576,11.67077709,17.63222691,8.128649603,9.419284998,12.30702652,13.48682661,13.76567657,16.92264366,13.99687224,17.47851953,19.73410031,28.54865262,13.35517857,21.78784543,23.5933338,27.34834737,22.18631846,21.85626329,35.39247808,19.89298294,38.55042885,21.27381817,21.33182379,19.32065779,37.18807633,22.46401287,27.26063323,21.30159616,16.09412807,23.09134529,29.2139153,27.41692551,24.25581256,13.16178395,29.00077064,38.39880612,23.29840949,29.60615329,26.61196002,12.4925531,12.95340735
491,18.13531606,11.57129972,19.74881275,6.27793204,8.977086513,11.57129972,13.71733825,18.221208,26.2631369,26.14128658,22.6533962,10.06272051,13.66825795,4.539639106,17.00414536,11.97382785,17.47358592,8.735412182,11.78688428,17.84350773,8.19327775,9.538913276,12.39341866,13.66037023,13.87730178,17.09353731,14.07814341,17.52942773,20.02580632,28.74775316,13.46336439,21.92994321,23.7754072,27.48251873,22.29608693,21.9713887,35.49935305,20.01059777,38.85328813,21.48415204,21.47884371,19.46472937,37.30102877,22.6411519,27.3791265,21.62057629,16.25912523,23.24654477,29.34207516,27.60516846,24.44044994,13.31119293,29.19945464,38.58467737,23.40952459,29.73753277,26.76066464,12.55527479,13.07209594
492,18.20143071,11.81692206,19.84100595,6.294862211,9.092637141,11.81692206,13.82476256,18.30677343,26.42475738,26.2901159,22.73314695,10.26018497,13.77522224,4.561529227,17.17486155,12.07476655,17.52213899,8.831613827,11.90881234,18.05953488,8.257708397,9.660235373,12.47901193,13.83187204,13.98810452,17.26482527,14.15693371,17.57508494,20.33039702,28.9481847,13.57253059,22.07215642,23.958625,27.61186222,22.40293772,22.08368812,35.60060234,20.12627495,39.16264299,21.70526184,21.628839,19.61276332,37.41361922,22.81667385,27.4894515,21.95563597,16.42808667,23.40669675,29.47319516,27.79988247,24.62828631,13.46549358,29.40302705,38.76739952,23.51959825,29.86825964,26.90922462,12.61672949,13.19383495
493,18.26638067,12.07330507,19.93268469,6.309789343,9.212198064,12.07330507,13.93336106,18.38978382,26.59082878,26.44014152,22.81025392,10.46579458,13.88352598,4.583149795,17.35039243,12.17633798,17.57011301,8.932101267,12.03587588,18.28011222,8.323088193,9.784534581,12.56469838,14.001786,14.09919644,17.43840352,14.2343902,17.61791839,20.6471589,29.15194039,13.6832935,22.21612468,24.14396299,27.73898451,22.50896959,22.19495246,35.69874784,20.24165606,39.47901317,21.93508351,21.78177809,19.76451376,37.52630607,22.9936155,27.5959082,22.30490168,16.60131123,23.57119445,29.60687456,28.00026938,24.81891063,13.62488102,29.61055537,38.94940993,23.62957626,29.99953526,27.05826287,12.67781768,13.31884901
494,18.33089331,12.33961656,20.02513298,6.324177057,9.335758536,12.33961656,14.04417608,18.47207213,26.76130329,26.59225589,22.88616693,10.67986552,13.99320466,4.605094605,17.53071891,12.27896544,17.61753934,9.036140257,12.1673895,18.50504362,8.390563788,9.91309419,12.65137003,14.17056606,14.21168918,17.61616805,14.31165993,17.66035531,20.9753785,29.36101337,13.79626947,22.3634876,24.33239696,27.86649226,22.61628128,22.30697262,35.79631141,20.35838265,39.80291843,22.17155299,21.93762941,19.91973479,37.63954771,23.17501362,27.70279652,22.66649988,16.7790977,23.7394311,29.74271265,28.205531,25.0119119,13.78955041,29.82110712,39.13314596,23.74040441,30.13256097,27.20840233,12.73943983,13.44736276
495,18.39569599,12.61502431,20.11963481,6.339488974,9.463307814,12.61502431,14.15824998,18.55547134,26.9361331,26.74735147,22.96233579,10.90271395,14.10429376,4.627957449,17.71582191,12.38307225,17.66444933,9.142996553,12.30266781,18.73413295,8.461281832,10.04719749,12.73991891,14.33866618,14.32669438,17.80001484,14.38988996,17.70482292,21.31434232,29.5773968,13.91207485,22.51588479,24.52490272,27.99699213,22.72697156,22.42153951,35.89581492,20.47809629,40.13487851,22.41260623,22.09636139,20.07818052,37.7538025,23.36390498,27.8144164,23.03855705,16.96174492,23.9107999,29.88030869,28.41486919,25.20687909,13.9596969,30.0337498,39.32104497,23.85302848,30.26853813,27.36026589,12.80249643,13.57960084
496,18.4615161,12.89869612,20.21747419,6.357188715,9.594835151,12.89869612,14.27662511,18.64181442,27.11527039,26.90632073,23.0402103,11.13465602,14.21682874,4.65233212,17.90568234,12.48908172,17.71087434,9.25193591,12.44102543,18.96718407,8.536388972,10.18812778,12.83123705,14.50654029,14.4453237,17.99183988,14.47022734,17.75374847,21.66333689,29.80308381,14.03132597,22.67495588,24.72245607,28.13309077,22.84313917,22.54044406,35.99978026,20.60243856,40.47541316,22.65617916,22.25794247,20.23960506,37.86952883,23.56332634,27.93506779,23.41919968,17.1495517,24.08469408,30.01926198,28.62748577,25.40340117,14.13551563,30.24755093,39.51554433,23.96839426,30.4086681,27.51447648,12.86788796,13.71578788
497,18.529081,13.18979979,20.31993514,6.378739901,9.730329803,13.18979979,14.40034381,18.73293436,27.29866736,27.0700561,23.12124027,11.37600791,14.3308451,4.678812414,18.1002811,12.59741715,17.75684571,9.362224084,12.58177697,19.20400084,8.61703186,10.33716834,12.92621649,14.67464236,14.56868877,18.19353915,14.55381913,17.80955918,22.02164871,30.04006756,14.15463919,22.84234049,24.9260328,28.27739486,22.96688285,22.66547715,36.11072929,20.733051,40.82504213,22.90020774,22.42234106,20.40376252,37.98718508,23.7763145,28.06905063,23.80655422,17.34281687,24.26050685,30.15917179,28.84258257,25.60106713,14.31720174,30.46157801,39.71908141,24.08744754,30.55415221,27.671657,12.9365149,13.85614853
498,18.59911806,13.48750309,20.42830164,6.405606153,9.869781025,13.48750309,14.53044844,18.83066413,27.4862762,27.23945007,23.20687553,11.62708576,14.4463783,4.707992121,18.29959912,12.70850187,17.80239481,9.473126828,12.72423702,19.44438714,8.704357144,10.49560247,13.02574926,14.84342633,14.69790124,18.40700863,14.64181239,17.87468228,22.38856431,30.29034119,14.28263084,23.01967823,25.13660871,28.43251105,23.10030137,22.79842972,36.23118388,20.8715752,41.18428517,23.14262789,22.58952561,20.57040701,38.10722962,24.0059062,28.22066486,24.19874715,17.54183924,24.43763145,30.29963739,29.05936144,25.79946594,14.5049504,30.67489856,39.93409356,24.2111341,30.70619182,27.83243039,13.00927771,14.0009074
499,18.67235466,13.79097383,20.54385771,6.439251092,10.01317807,13.79097383,14.66798134,18.9368367,27.67804909,27.41539507,23.29856588,11.88820576,14.56346381,4.740465037,18.50361729,12.82275917,17.84755298,9.5839099,12.86772021,19.68814683,8.799511473,10.66471345,13.13072739,15.01334616,14.83407276,18.63414433,14.73535418,17.95154499,22.7633702,30.55589786,14.41591728,23.20860872,25.3551596,28.60104599,23.24549347,22.94109265,36.36366592,21.01965271,41.55366202,23.38137557,22.75946454,20.73929264,38.23012083,24.25513822,28.39421041,24.59390496,17.74691762,24.61546108,30.44025806,29.27702419,25.99818658,14.69895673,30.88658009,40.16301815,24.34039973,30.86598828,27.99741954,13.08707689,14.15028915
500,18.74951818,14.0993798,20.66788734,6.481138339,10.1605102,14.0993798,14.81398487,19.05328506,27.87393823,27.59878357,23.39776113,12.15968405,14.68213713,4.776824955,18.71231654,12.94061238,17.89235158,9.693839054,13.01154115,19.93508378,8.903641498,10.84578459,13.24204291,15.1848558,14.97831497,18.87684221,14.83559154,18.04257456,23.14535289,30.8387307,14.55511484,23.41077158,25.58266127,28.78560636,23.4045579,23.09525688,36.51069726,21.1789251,41.93369243,23.61438671,22.93212629,20.91017351,38.35631709,24.52704734,28.59398724,24.99015411,17.95835085,24.79338897,30.58063308,29.49477268,26.19681802,14.89941589,31.09569011,40.40829254,24.47619023,31.03474295,28.16724738,13.17081292,14.30451841
501,18.83103477,14.43019402,20.80152571,6.527365823,10.31803971,14.43019402,14.97139155,19.17994351,28.0825583,27.7945012,23.50187613,12.45306191,14.80565201,4.815714219,18.93293548,13.06305008,17.93912579,9.810674283,13.164203,20.19374636,9.017500188,11.04399237,13.3615809,15.35919361,15.13265994,19.14207749,14.94230547,18.14474194,23.56082875,31.14818786,14.70686805,23.63100554,25.8278172,28.98935549,23.58028141,23.26447484,36.67254192,21.35298952,42.34231093,23.85872528,23.11362868,21.09017755,38.48793722,24.83002196,28.82037025,25.41323165,18.18546136,24.98182146,30.72703679,29.72449506,26.40407643,15.11676901,31.31548621,40.67534299,24.62235359,31.21719683,28.34864393,13.26127064,14.47044015
502,18.91640402,14.79742037,20.94417088,6.573358352,10.49045829,14.79742037,15.14121631,19.31469596,28.31040745,28.00519123,23.6073444,12.77661597,14.93639909,4.855454243,19.17092046,13.19034305,17.98959922,9.941045483,13.33284332,20.47075238,9.140360476,11.26175779,13.48975469,15.53677799,15.29737593,19.43291632,15.0540464,18.25301197,24.0302808,31.48898993,14.87546316,23.87105612,26.09606846,29.21176548,23.77241563,23.44938216,36.84656868,21.54267434,42.79237966,24.12947462,23.3085798,21.28490759,38.62605083,25.16690428,29.06878717,25.88448862,18.43487414,25.18923987,30.88464281,29.97599563,26.626963,15.35859148,31.55695829,40.96550042,24.78071502,31.41556694,28.54596037,13.35803552,14.65292516
503,19.00496343,15.1950229,21.09450124,6.619569859,10.67539929,15.1950229,15.32162507,19.45629975,28.55426302,28.22838258,23.71414378,13.12576545,15.07311913,4.896157422,19.42356399,13.3218379,18.04288585,10.08252326,13.51472829,20.76300978,9.271148953,11.49623084,13.62524873,15.71683296,15.47092888,19.74539105,15.17011561,18.36680259,24.54424555,31.85618872,15.05797905,24.1279231,26.3834972,29.44990615,23.97850663,23.64739453,37.0309566,21.74546794,43.27680981,24.42159974,23.51468345,21.49183013,38.76954255,25.53241179,29.33611714,26.39547253,18.70284189,25.41214991,31.05139933,30.2453504,26.8624942,15.62077987,31.81577231,41.27505917,24.94918613,31.62726867,28.75625133,13.46020889,14.84923683
504,19.0960505,15.61696568,21.25119517,6.666454281,10.87049603,15.61696568,15.51078379,19.60351223,28.81090236,28.46160417,23.82225209,13.49592955,15.2145529,4.937936152,19.68815856,13.45688127,18.09809967,10.23267821,13.70712408,21.06742654,9.408792209,11.74456154,13.76674742,15.89858253,15.65178474,20.07553402,15.28981432,18.4855318,25.09325955,32.24483607,15.25149461,24.39860629,26.68618558,29.70084732,24.1961005,23.85592762,37.22388475,21.95885868,43.78851257,24.73006568,23.72964342,21.70841166,38.91729697,25.92126198,29.61923931,26.93773083,18.98561725,25.64705728,31.22525454,30.52863538,27.10768654,15.89923073,32.08759421,41.60031361,25.12567852,31.84971738,28.97657145,13.5668921,15.05663853
505,19.18900273,16.05721276,21.41293106,6.714465553,11.07338187,16.05721276,15.70685839,19.75509075,29.07710285,28.70238492,23.93164717,13.88252749,15.35944117,4.980902828,19.96199667,13.59481976,18.15435466,10.38908096,13.90729686,21.38091062,9.552216834,12.00389987,13.91293519,16.08125072,15.83840944,20.41937759,15.41244381,18.60861755,25.6678593,32.6499838,15.45308874,24.68010547,27.00021578,29.96165882,24.42274331,24.0723971,37.42353218,22.18033495,44.32039914,25.04983744,23.95116351,21.93211869,39.06819871,26.32817232,29.91503285,27.50281102,19.27945292,25.89046768,31.40415663,30.82192656,27.3595565,16.18984062,32.36808993,41.93755808,25.30810379,32.08032847,29.20397537,13.67718651,15.27239364
506,19.28315761,16.50972821,21.57838729,6.764057612,11.28169014,16.50972821,15.90801481,19.90979267,29.34964181,28.94825374,24.04230684,14.28097848,15.5065247,5.025169846,20.24237082,13.735,18.21076479,10.54930209,14.11251282,21.70036998,9.700349419,12.27139585,14.06249647,16.26406154,16.02926893,20.77295412,15.53730531,18.73547784,26.25858135,33.06668373,15.65984034,24.96942044,27.32166995,30.22941047,24.65598114,24.29421866,37.62807795,22.40738513,44.86538069,25.37588005,24.17694752,22.16041769,39.22113237,26.74786029,30.22037689,28.08226059,19.58060156,26.13888682,31.5860538,31.12129995,27.61512058,16.48850611,32.65292544,42.28308694,25.49437354,32.31651729,29.43551771,13.79019346,15.49376553
507,19.37785264,16.96847607,21.74624226,6.815684392,11.49305417,16.96847607,16.11241899,20.06637531,29.62529662,29.19673956,24.15420895,14.68670173,15.65454426,5.070849601,20.52657352,13.8767686,18.26644406,10.71091223,14.32003812,22.0227126,9.852116555,12.54419948,14.21411568,16.44623901,16.22282916,21.13229596,15.66370009,18.86553063,26.85596221,33.48998768,15.86882829,25.26355098,27.64663025,30.50117208,24.89336007,24.51880798,37.83570113,22.63749758,45.41636842,25.70315854,24.40469925,22.39077517,39.37498256,27.17504339,30.53215058,28.667627,19.88531584,26.3888204,31.76889423,31.42283156,27.87139527,16.79112374,32.93776666,42.63319455,25.68239938,32.55569923,29.66825312,13.90501431,15.71801759
508,19.47242532,17.42742042,21.91517433,6.869799831,11.70510732,17.42742042,16.31823686,20.22359605,29.90084462,29.44537129,24.26733131,15.09511646,15.80224062,5.118054489,20.81189726,14.01947217,18.32050645,10.87148197,14.52713895,22.34484643,10.00644483,12.81946076,14.36647724,16.62700714,16.41755606,21.49343547,15.7909294,18.99819389,27.45053841,33.91494748,16.0771315,25.55949689,27.97117884,30.77401348,25.13242618,24.74358072,38.04458077,22.86816068,45.96627352,26.02663791,24.63212251,22.62065762,39.52863389,27.6044391,30.84723308,29.25045774,20.18984844,26.63677412,31.95062611,31.7225974,28.12539706,17.09359009,33.21827957,42.98417526,25.8700929,32.79528967,29.89923623,14.02075039,15.94241319
509,19.56621314,17.88052531,22.0838619,6.926857862,11.91548291,17.88052531,16.52363436,20.38021222,30.17306317,29.69167785,24.38165175,15.50164186,15.94835453,5.166896904,21.09563454,14.16245735,18.37206594,11.02858191,14.73108148,22.66367944,10.16226084,13.0943297,14.51826558,16.80558994,16.61191558,21.85240499,15.91829449,19.13288561,28.03284647,34.33661496,16.28182885,25.85425796,28.29139789,31.04500449,25.37072554,24.96595257,38.25289594,23.09686281,46.50800717,26.3412832,24.85692108,22.84753153,39.68097097,28.03076489,31.16250354,29.8223003,20.49045203,26.87925368,32.12919765,32.01667347,28.37414244,17.3918017,33.4901301,43.33232341,26.05536571,33.03270398,30.12552167,14.13650306,16.16421571
510,19.65855362,18.3217548,22.25098336,6.987312423,12.12181429,18.3217548,16.72677742,20.53498116,30.43872961,29.93318816,24.49714811,15.90169716,16.09162677,5.217489244,21.37507786,14.30507074,18.4202365,11.17978268,14.92913188,22.97611959,10.31849117,13.3659563,14.66816512,16.98121144,16.80437365,22.20523688,16.0450966,19.26902375,28.59342292,34.75004193,16.47999924,26.14483397,28.60336956,31.31121492,25.60580424,25.18333921,38.45882569,23.32109235,47.03448056,26.64205942,25.07679877,23.06886341,39.8308784,28.44873826,31.47484111,30.37470216,20.78337927,27.1127648,32.30255702,32.30113577,28.61464792,17.68165514,33.7489842,43.67393338,26.2361294,33.26535753,30.34416408,14.25137368,16.38068853
511,19.74878423,18.74507295,22.41521708,7.051617448,12.32173479,18.74507295,16.92583199,20.68666024,30.69462131,30.16743114,24.61379822,16.29070157,16.23079811,5.269943902,21.64751972,14.44665896,18.46413214,11.32265486,15.11855634,23.27907486,10.47406242,13.63149056,14.81486029,17.15309564,16.99339624,22.54796349,16.170637,19.40602628,29.12280429,35.15028022,16.66872157,26.42822473,28.90317602,31.5697146,25.83520836,25.39315631,38.66054909,23.53833767,47.53860489,26.92393159,25.28945937,23.28211974,39.97724079,28.85307668,31.78112494,30.89921079,21.06488286,27.33381316,32.46865242,32.57206032,28.84392997,17.95904696,33.99050782,44.0052995,26.41029559,33.49066571,30.5522181,14.36446358,16.58909502
512,19.83624249,19.14444381,22.57524145,7.120226874,12.51287776,19.14444381,17.118964,20.8340068,30.93751561,30.39193571,24.73157991,16.66407429,16.3646093,5.324373276,21.91025262,14.58656864,18.50286682,11.45476908,15.29662102,23.56945319,10.62790116,13.88808248,14.9570355,17.32046657,17.17744926,22.87661719,16.29421694,19.54331119,29.61152709,35.53238166,16.84507472,26.70143002,29.18689941,31.81757335,26.05648397,25.59281955,38.8562452,23.74608715,48.01329133,27.18186474,25.49260669,23.48476702,40.11894275,29.23849764,32.07823417,31.38737369,21.33121544,27.53890448,32.62543204,32.82552311,29.05900509,18.21987373,34.21036691,44.32271614,26.57577587,33.70604389,30.74673837,14.47487411,16.78669856
513,19.92026588,19.51383145,22.72973486,7.193594635,12.69287654,19.51383145,17.30433939,20.97577819,31.16418987,30.60423078,24.850471,17.01723455,16.49180112,5.380889759,22.16056906,14.72414638,18.53555453,11.57369592,15.4605921,23.84416257,10.778934,14.13288208,15.09337519,17.48254823,17.35499868,23.18723031,16.41513767,19.68029645,30.05012787,35.89139807,17.0061376,26.96144964,29.45062192,32.051861,26.26717715,25.77974461,39.04409308,23.94182916,48.45145109,27.41082388,25.68394452,23.67427174,40.25486888,29.59971862,32.36304796,31.83073832,21.5786297,27.72454446,32.77084408,33.05760016,29.25688978,18.460032,34.40422743,44.62247764,26.73048184,33.90890745,30.9247795,14.58170664,16.97076253
514,20.00598118,19.87652092,22.88868292,7.275402529,12.87194608,19.87652092,17.49478335,21.1244634,31.38824281,30.81756384,24.97442373,17.37139884,16.61830011,5.44006879,22.40776865,14.8619243,18.56370209,11.68706601,15.6191967,24.11403833,10.93515901,14.38192194,15.23107363,17.64401153,17.53565205,23.50315484,16.53865398,19.83320187,30.47434053,36.25891137,17.16343837,27.23020423,29.71119182,32.29006119,26.48195163,25.97202226,39.24148324,24.14399615,48.88637069,27.62728093,25.8742337,23.86106671,40.38988713,29.97242513,32.66575691,32.2627312,21.82713046,27.9023144,32.90696792,33.28090947,29.44628566,18.69998358,34.58485859,44.92670872,26.88488957,34.11015767,31.09852646,14.68984065,17.15262994
515,20.09792518,20.25672372,23.06095968,7.367806663,13.06037864,20.25672372,17.70185813,21.29067917,31.62345461,31.044566,25.10635927,17.74752307,16.74993686,5.50219699,22.66185848,15.00252397,18.58945945,11.80335707,15.7820658,24.39068879,11.1036977,14.65031949,15.37695606,17.80919468,17.72825527,23.84619198,16.66943737,20.01459754,30.92158469,36.66393893,17.3288955,27.52730015,29.98559285,32.54844352,26.71444674,26.18596583,39.4632961,24.36906909,49.35081017,27.84926882,26.07407333,24.05579612,40.52889138,30.38902221,33.01218279,32.7178461,22.09580178,28.08482787,33.03775348,33.50933588,29.63710045,18.95958154,34.76674171,45.25600101,27.04913708,34.32083936,31.2803847,14.80390957,17.3438493
516,20.19455046,20.64979359,23.24357617,7.468972442,13.25592344,20.64979359,17.92183519,21.47037446,31.86687486,31.28184157,25.24470892,18.14063548,16.8853082,5.566953537,22.92119233,15.14542623,18.6129053,11.92141035,15.94782136,24.67218138,11.28216187,14.93385201,15.5291533,17.97682267,17.93013175,24.21004792,16.80591417,20.21842679,31.38492539,37.09768575,17.50017329,27.84626571,30.27011034,32.82225669,26.96067194,26.41632477,39.70394552,24.61160914,49.83689101,28.07409411,26.28092461,24.25624359,40.67080516,30.8393067,33.39265148,33.18923148,22.37951521,28.27013895,33.1639547,33.74085561,29.82815979,19.23380931,34.94811081,45.6043492,27.22062891,34.5385832,31.46773964,14.92264558,17.54199222
517,20.29430957,21.05108429,23.43354343,7.57706527,13.45632973,21.05108429,18.15098598,21.65949822,32.11555312,31.52599487,25.38790396,18.54576434,17.02301096,5.634017607,23.18412393,15.2901119,18.63411833,12.0400671,16.11508536,24.95658354,11.46816332,15.22829676,15.68579617,18.14562051,18.13860493,24.58842886,16.94651069,20.43863299,31.85742765,37.55135686,17.67493605,28.18062924,30.56102958,33.10674942,27.2166367,26.65784856,39.95784537,24.86617748,50.33673465,28.29906334,26.49224871,24.46019272,40.81455201,31.3130754,33.79748886,33.67003576,22.6731423,28.45630175,33.28632553,33.9734449,30.0182893,19.51765029,35.12719992,45.96574802,27.3967696,34.76101986,31.65797671,15.04478088,17.74463032
